     Pressure (Pa)     C7-500 (mol/kg)        3mC6-500 (mol/kg)
    0.1000000000E+01    0.2158215442E-03    0.1059813466E-04
    0.3000000000E+01    0.6470366121E-03    0.3177299432E-04
    0.5000000000E+01    0.1077681929E-02    0.5291935523E-04
    0.7000000000E+01    0.1507758625E-02    0.7403727423E-04
    0.9000000000E+01    0.1937267824E-02    0.9512680800E-04
    0.1100000000E+02    0.2366210652E-02    0.1161880131E-03
    0.1300000000E+02    0.2794588228E-02    0.1372209458E-03
    0.1500000000E+02    0.3222401668E-02    0.1582256624E-03
    0.1700000000E+02    0.3649652089E-02    0.1792022191E-03
    0.1900000000E+02    0.4076340600E-02    0.2001506716E-03
    0.2100000000E+02    0.4502468311E-02    0.2210710759E-03
    0.2300000000E+02    0.4928036326E-02    0.2419634875E-03
    0.2500000000E+02    0.5353045750E-02    0.2628279619E-03
    0.2700000000E+02    0.5777497681E-02    0.2836645545E-03
    0.2900000000E+02    0.6201393216E-02    0.3044733206E-03
    0.3100000000E+02    0.6624733449E-02    0.3252543150E-03
    0.3300000000E+02    0.7047519472E-02    0.3460075928E-03
    0.3500000000E+02    0.7469752373E-02    0.3667332088E-03
    0.3700000000E+02    0.7891433237E-02    0.3874312175E-03
    0.3900000000E+02    0.8312563147E-02    0.4081016734E-03
    0.4100000000E+02    0.8733143183E-02    0.4287446308E-03
    0.4300000000E+02    0.9153174421E-02    0.4493601441E-03
    0.4500000000E+02    0.9572657935E-02    0.4699482671E-03
    0.4700000000E+02    0.9991594798E-02    0.4905090539E-03
    0.4900000000E+02    0.1040998608E-01    0.5110425581E-03
    0.5100000000E+02    0.1082783284E-01    0.5315488335E-03
    0.5300000000E+02    0.1124513615E-01    0.5520279335E-03
    0.5500000000E+02    0.1166189706E-01    0.5724799114E-03
    0.5700000000E+02    0.1207811663E-01    0.5929048205E-03
    0.5900000000E+02    0.1249379593E-01    0.6133027139E-03
    0.6100000000E+02    0.1290893599E-01    0.6336736444E-03
    0.6300000000E+02    0.1332353787E-01    0.6540176649E-03
    0.6500000000E+02    0.1373760262E-01    0.6743348281E-03
    0.6700000000E+02    0.1415113127E-01    0.6946251864E-03
    0.6900000000E+02    0.1456412488E-01    0.7148887922E-03
    0.7100000000E+02    0.1497658448E-01    0.7351256979E-03
    0.7300000000E+02    0.1538851110E-01    0.7553359554E-03
    0.7500000000E+02    0.1579990578E-01    0.7755196168E-03
    0.7700000000E+02    0.1621076954E-01    0.7956767340E-03
    0.7900000000E+02    0.1662110342E-01    0.8158073586E-03
    0.8100000000E+02    0.1703090844E-01    0.8359115422E-03
    0.8300000000E+02    0.1744018563E-01    0.8559893362E-03
    0.8500000000E+02    0.1784893600E-01    0.8760407921E-03
    0.8700000000E+02    0.1825716057E-01    0.8960659609E-03
    0.8900000000E+02    0.1866486035E-01    0.9160648936E-03
    0.9100000000E+02    0.1907203636E-01    0.9360376413E-03
    0.9300000000E+02    0.1947868961E-01    0.9559842547E-03
    0.9500000000E+02    0.1988482110E-01    0.9759047844E-03
    0.9700000000E+02    0.2029043183E-01    0.9957992809E-03
    0.9900000000E+02    0.2069552282E-01    0.1015667795E-02
    0.1000000000E+02    0.2151809965E-02    0.1056609481E-03
    0.3000000000E+02    0.6413132677E-02    0.3148672858E-03
    0.5000000000E+02    0.1061897746E-01    0.5212990961E-03
    0.7000000000E+02    0.1477042137E-01    0.7250105793E-03
    0.9000000000E+02    0.1886851376E-01    0.9260545374E-03
    0.1100000000E+03    0.2291427719E-01    0.1124482419E-02
    0.1300000000E+03    0.2690870821E-01    0.1320344360E-02
    0.1500000000E+03    0.3085277825E-01    0.1513689231E-02
    0.1700000000E+03    0.3474743436E-01    0.1704564668E-02
    0.1900000000E+03    0.3859360000E-01    0.1893017122E-02
    0.2100000000E+03    0.4239217576E-01    0.2079091884E-02
    0.2300000000E+03    0.4614404005E-01    0.2262833130E-02
    0.2500000000E+03    0.4985004981E-01    0.2444283952E-02
    0.2700000000E+03    0.5351104112E-01    0.2623486389E-02
    0.2900000000E+03    0.5712782987E-01    0.2800481461E-02
    0.3100000000E+03    0.6070121234E-01    0.2975309200E-02
    0.3300000000E+03    0.6423196581E-01    0.3148008678E-02
    0.3500000000E+03    0.6772084909E-01    0.3318618038E-02
    0.3700000000E+03    0.7116860309E-01    0.3487174519E-02
    0.3900000000E+03    0.7457595135E-01    0.3653714482E-02
    0.4100000000E+03    0.7794360052E-01    0.3818273439E-02
    0.4300000000E+03    0.8127224088E-01    0.3980886075E-02
