     Pressure (Pa)     C7-500 (mol/kg)        3mC6-500 (mol/kg)
    0.1000000000E+01    0.1271039591E-03    0.4981484680E-04
    0.3000000000E+01    0.3811140239E-03    0.1493655599E-03
    0.5000000000E+01    0.6348606272E-03    0.2488111036E-03
    0.7000000000E+01    0.8883441802E-03    0.3481516429E-03
    0.9000000000E+01    0.1141565093E-02    0.4473873427E-03
    0.1100000000E+02    0.1394523776E-02    0.5465183674E-03
    0.1300000000E+02    0.1647220636E-02    0.6455448812E-03
    0.1500000000E+02    0.1899656082E-02    0.7444670477E-03
    0.1700000000E+02    0.2151830521E-02    0.8432850304E-03
    0.1900000000E+02    0.2403744358E-02    0.9419989923E-03
    0.2100000000E+02    0.2655398000E-02    0.1040609096E-02
    0.2300000000E+02    0.2906791849E-02    0.1139115505E-02
    0.2500000000E+02    0.3157926310E-02    0.1237518379E-02
    0.2700000000E+02    0.3408801786E-02    0.1335817882E-02
    0.2900000000E+02    0.3659418678E-02    0.1434014175E-02
    0.3100000000E+02    0.3909777387E-02    0.1532107418E-02
    0.3300000000E+02    0.4159878314E-02    0.1630097773E-02
    0.3500000000E+02    0.4409721857E-02    0.1727985399E-02
    0.3700000000E+02    0.4659308416E-02    0.1825770457E-02
    0.3900000000E+02    0.4908638388E-02    0.1923453106E-02
    0.4100000000E+02    0.5157712170E-02    0.2021033507E-02
    0.4300000000E+02    0.5406530158E-02    0.2118511817E-02
    0.4500000000E+02    0.5655092747E-02    0.2215888196E-02
    0.4700000000E+02    0.5903400332E-02    0.2313162802E-02
    0.4900000000E+02    0.6151453307E-02    0.2410335794E-02
    0.5100000000E+02    0.6399252063E-02    0.2507407328E-02
    0.5300000000E+02    0.6646796994E-02    0.2604377562E-02
    0.5500000000E+02    0.6894088491E-02    0.2701246654E-02
    0.5700000000E+02    0.7141126943E-02    0.2798014761E-02
    0.5900000000E+02    0.7387912740E-02    0.2894682037E-02
    0.6100000000E+02    0.7634446272E-02    0.2991248641E-02
    0.6300000000E+02    0.7880727926E-02    0.3087714727E-02
    0.6500000000E+02    0.8126758089E-02    0.3184080452E-02
    0.6700000000E+02    0.8372537149E-02    0.3280345969E-02
    0.6900000000E+02    0.8618065489E-02    0.3376511435E-02
    0.7100000000E+02    0.8863343496E-02    0.3472577003E-02
    0.7300000000E+02    0.9108371554E-02    0.3568542828E-02
    0.7500000000E+02    0.9353150045E-02    0.3664409064E-02
    0.7700000000E+02    0.9597679352E-02    0.3760175865E-02
    0.7900000000E+02    0.9841959856E-02    0.3855843382E-02
    0.8100000000E+02    0.1008599194E-01    0.3951411771E-02
    0.8300000000E+02    0.1032977598E-01    0.4046881182E-02
    0.8500000000E+02    0.1057331236E-01    0.4142251770E-02
    0.8700000000E+02    0.1081660146E-01    0.4237523684E-02
    0.8900000000E+02    0.1105964365E-01    0.4332697078E-02
    0.9100000000E+02    0.1130243931E-01    0.4427772102E-02
    0.9300000000E+02    0.1154498882E-01    0.4522748909E-02
    0.9500000000E+02    0.1178729256E-01    0.4617627647E-02
    0.9700000000E+02    0.1202935089E-01    0.4712408469E-02
    0.9900000000E+02    0.1227116420E-01    0.4807091524E-02
    0.1000000000E+02    0.1268077188E-02    0.4969659292E-03
    0.3000000000E+02    0.3784630280E-02    0.1483073668E-02
    0.5000000000E+02    0.6275384438E-02    0.2458884233E-02
    0.7000000000E+02    0.8740735761E-02    0.3424556697E-02
    0.9000000000E+02    0.1118107227E-01    0.4380246877E-02
    0.1100000000E+03    0.1359677414E-01    0.5326107423E-02
    0.1300000000E+03    0.1598821383E-01    0.6262287894E-02
    0.1500000000E+03    0.1835575636E-01    0.7188934836E-02
    0.1700000000E+03    0.2069975944E-01    0.8106191859E-02
    0.1900000000E+03    0.2302057369E-01    0.9014199711E-02
    0.2100000000E+03    0.2531854276E-01    0.9913096345E-02
    0.2300000000E+03    0.2759400357E-01    0.1080301699E-01
    0.2500000000E+03    0.2984728642E-01    0.1168409422E-01
    0.2700000000E+03    0.3207871518E-01    0.1255645802E-01
    0.2900000000E+03    0.3428860744E-01    0.1342023584E-01
    0.3100000000E+03    0.3647727467E-01    0.1427555266E-01
    0.3300000000E+03    0.3864502234E-01    0.1512253106E-01
    0.3500000000E+03    0.4079215008E-01    0.1596129126E-01
    0.3700000000E+03    0.4291895184E-01    0.1679195120E-01
    0.3900000000E+03    0.4502571599E-01    0.1761462656E-01
    0.4100000000E+03    0.4711272545E-01    0.1842943085E-01
    0.4300000000E+03    0.4918025787E-01    0.1923647542E-01
    0.4500000000E+03    0.5122858569E-01    0.2003586957E-01
    0.4700000000E+03    0.5325797630E-01    0.2082772054E-01
    0.4900000000E+03    0.5526869213E-01    0.2161213357E-01
    0.5100000000E+03    0.5726099079E-01    0.2238921197E-01
    0.5300000000E+03    0.5923512516E-01    0.2315905716E-01
    0.5500000000E+03    0.6119134353E-01    0.2392176869E-01
    0.5700000000E+03    0.6312988965E-01    0.2467744428E-01
