     Pressure (Pa)     C7-500 (mol/kg)        3mC6-500 (mol/kg)
    0.1000000000E+01    0.1127161332E-03    0.5617484984E-04
    0.3000000000E+01    0.3379807417E-03    0.1684394458E-03
    0.5000000000E+01    0.5630220846E-03    0.2805907122E-03
    0.7000000000E+01    0.7878404950E-03    0.3926288191E-03
    0.9000000000E+01    0.1012436305E-02    0.5045539364E-03
    0.1100000000E+02    0.1236809847E-02    0.6163662335E-03
    0.1300000000E+02    0.1460961452E-02    0.7280658796E-03
    0.1500000000E+02    0.1684891451E-02    0.8396530434E-03
    0.1700000000E+02    0.1908600173E-02    0.9511278935E-03
    0.1900000000E+02    0.2132087947E-02    0.1062490598E-02
    0.2100000000E+02    0.2355355103E-02    0.1173741324E-02
    0.2300000000E+02    0.2578401967E-02    0.1284880240E-02
    0.2500000000E+02    0.2801228868E-02    0.1395907513E-02
    0.2700000000E+02    0.3023836131E-02    0.1506823309E-02
    0.2900000000E+02    0.3246224084E-02    0.1617627796E-02
    0.3100000000E+02    0.3468393050E-02    0.1728321138E-02
    0.3300000000E+02    0.3690343355E-02    0.1838903502E-02
    0.3500000000E+02    0.3912075322E-02    0.1949375053E-02
    0.3700000000E+02    0.4133589276E-02    0.2059735957E-02
    0.3900000000E+02    0.4354885539E-02    0.2169986378E-02
    0.4100000000E+02    0.4575964432E-02    0.2280126481E-02
    0.4300000000E+02    0.4796826278E-02    0.2390156430E-02
    0.4500000000E+02    0.5017471398E-02    0.2500076389E-02
    0.4700000000E+02    0.5237900110E-02    0.2609886521E-02
    0.4900000000E+02    0.5458112736E-02    0.2719586989E-02
    0.5100000000E+02    0.5678109593E-02    0.2829177957E-02
    0.5300000000E+02    0.5897891001E-02    0.2938659586E-02
    0.5500000000E+02    0.6117457277E-02    0.3048032040E-02
    0.5700000000E+02    0.6336808738E-02    0.3157295479E-02
    0.5900000000E+02    0.6555945700E-02    0.3266450066E-02
    0.6100000000E+02    0.6774868479E-02    0.3375495962E-02
