     Pressure (Pa)     C7-500 (mol/kg)        3mC6-500 (mol/kg)
    0.1000000000E+01    0.9353184839E-04    0.6465508671E-04
    0.3000000000E+01    0.2804650524E-03    0.1938733872E-03
    0.5000000000E+01    0.4672244693E-03    0.3229693345E-03
    0.7000000000E+01    0.6538103426E-03    0.4519431010E-03
    0.9000000000E+01    0.8402229153E-03    0.5807948590E-03
    0.1100000000E+02    0.1026462430E-02    0.7095247801E-03
    0.1300000000E+02    0.1212529129E-02    0.8381330359E-03
    0.1500000000E+02    0.1398423253E-02    0.9666197976E-03
    0.1700000000E+02    0.1584145044E-02    0.1094985236E-02
    0.1900000000E+02    0.1769694743E-02    0.1223229522E-02
    0.2100000000E+02    0.1955072590E-02    0.1351352825E-02
    0.2300000000E+02    0.2140278825E-02    0.1479355316E-02
    0.2500000000E+02    0.2325313688E-02    0.1607237163E-02
    0.2700000000E+02    0.2510177416E-02    0.1734998537E-02
    0.2900000000E+02    0.2694870250E-02    0.1862639607E-02
    0.3100000000E+02    0.2879392426E-02    0.1990160539E-02
    0.3300000000E+02    0.3063744183E-02    0.2117561505E-02
    0.3500000000E+02    0.3247925757E-02    0.2244842670E-02
    0.3700000000E+02    0.3431937386E-02    0.2372004203E-02
    0.3900000000E+02    0.3615779306E-02    0.2499046272E-02
    0.4100000000E+02    0.3799451753E-02    0.2625969043E-02
    0.4300000000E+02    0.3982954961E-02    0.2752772683E-02
    0.4500000000E+02    0.4166289167E-02    0.2879457358E-02
    0.4700000000E+02    0.4349454605E-02    0.3006023235E-02
    0.4900000000E+02    0.4532451508E-02    0.3132470480E-02
    0.5100000000E+02    0.4715280111E-02    0.3258799258E-02
    0.5300000000E+02    0.4897940647E-02    0.3385009734E-02
    0.5500000000E+02    0.5080433348E-02    0.3511102073E-02
    0.5700000000E+02    0.5262758448E-02    0.3637076440E-02
    0.5900000000E+02    0.5444916178E-02    0.3762932999E-02
    0.6100000000E+02    0.5626906769E-02    0.3888671914E-02
