     Pressure (Pa)     33mC5-400 (mol/kg)     23mC5-400 (mol/kg)
    0.1000000000E+01    0.1045050976E-02    0.3736089444E-03
    0.3000000000E+01    0.3123465512E-02    0.1117311965E-02
    0.5000000000E+01    0.5186441794E-02    0.1856374703E-02
    0.7000000000E+01    0.7234151470E-02    0.2590851821E-02
    0.9000000000E+01    0.9266763599E-02    0.3320797094E-02
    0.1100000000E+02    0.1128444470E-01    0.4046263431E-02
    0.1300000000E+02    0.1328735879E-01    0.4767302892E-02
    0.1500000000E+02    0.1527566746E-01    0.5483966702E-02
    0.1700000000E+02    0.1724952988E-01    0.6196305274E-02
    0.1900000000E+02    0.1920910288E-01    0.6904368217E-02
    0.2100000000E+02    0.2115454097E-01    0.7608204359E-02
    0.2300000000E+02    0.2308599641E-01    0.8307861761E-02
    0.2500000000E+02    0.2500361922E-01    0.9003387728E-02
    0.2700000000E+02    0.2690755725E-01    0.9694828831E-02
    0.2900000000E+02    0.2879795619E-01    0.1038223091E-01
    0.3100000000E+02    0.3067495964E-01    0.1106563911E-01
    0.3300000000E+02    0.3253870914E-01    0.1174509787E-01
    0.3500000000E+02    0.3438934419E-01    0.1242065094E-01
    0.3700000000E+02    0.3622700232E-01    0.1309234141E-01
    0.3900000000E+02    0.3805181907E-01    0.1376021173E-01
    0.4100000000E+02    0.3986392811E-01    0.1442430367E-01
    0.4300000000E+02    0.4166346119E-01    0.1508465841E-01
    0.4500000000E+02    0.4345054822E-01    0.1574131647E-01
    0.4700000000E+02    0.4522531730E-01    0.1639431779E-01
    0.4900000000E+02    0.4698789474E-01    0.1704370171E-01
    0.1000000000E+02    0.1027746022E-01    0.3684086856E-02
    0.3000000000E+02    0.2973812346E-01    0.1072443145E-01
    0.5000000000E+02    0.4786465058E-01    0.1736704928E-01
    0.7000000000E+02    0.6478922169E-01    0.2365324853E-01
    0.9000000000E+02    0.8062683649E-01    0.2961861305E-01
    0.1100000000E+03    0.9547806177E-01    0.3529397028E-01
    0.1300000000E+03    0.1094312610E+00    0.4070616845E-01
    0.1500000000E+03    0.1225644176E+00    0.4587870568E-01
    0.1700000000E+03    0.1349466366E+00    0.5083224269E-01
    0.1900000000E+03    0.1466393896E+00    0.5558502387E-01
    0.2100000000E+03    0.1576975542E+00    0.6015322502E-01
    0.2300000000E+03    0.1681702849E+00    0.6455124243E-01
    0.2500000000E+03    0.1781017491E+00    0.6879193455E-01
    0.2700000000E+03    0.1875317506E+00    0.7288682504E-01
    0.2900000000E+03    0.1964962607E+00    0.7684627429E-01
    0.3100000000E+03    0.2050278735E+00    0.8067962496E-01
    0.3300000000E+03    0.2131561967E+00    0.8439532607E-01
    0.3500000000E+03    0.2209081884E+00    0.8800103924E-01
    0.3700000000E+03    0.2283084502E+00    0.9150372996E-01
    0.3900000000E+03    0.2353794804E+00    0.9490974642E-01
    0.4100000000E+03    0.2421418962E+00    0.9822488773E-01
    0.4300000000E+03    0.2486146274E+00    0.1014544632E+00
    0.4500000000E+03    0.2548150867E+00    0.1046033442E+00
    0.4700000000E+03    0.2607593197E+00    0.1076760090E+00
    0.4900000000E+03    0.2664621370E+00    0.1106765830E+00
    0.1000000000E+03    0.8816996221E-01    0.3249077931E-01
    0.3000000000E+03    0.2008142630E+00    0.7877816426E-01
    0.5000000000E+03    0.2692273345E+00    0.1121510373E+00
    0.7000000000E+03    0.3146878437E+00    0.1386403667E+00
    0.9000000000E+03    0.3467202055E+00    0.1608870221E+00
    0.1100000000E+04    0.3702394952E+00    0.1802542177E+00
    0.1300000000E+04    0.3880402144E+00    0.1975284867E+00
    0.1500000000E+04    0.4018278097E+00    0.2132018186E+00
    0.1700000000E+04    0.4127011219E+00    0.2276015013E+00
    0.1900000000E+04    0.4213992404E+00    0.2409561064E+00
    0.2100000000E+04    0.4284369472E+00    0.2534316933E+00
    0.2300000000E+04    0.4341833178E+00    0.2651529262E+00
    0.2500000000E+04    0.4389094870E+00    0.2762160207E+00
    0.2700000000E+04    0.4428188193E+00    0.2866970194E+00
    0.2900000000E+04    0.4460666042E+00    0.2966572698E+00
    0.3100000000E+04    0.4487732820E+00    0.3061471619E+00
    0.3300000000E+04    0.4510335487E+00    0.3152087466E+00
    0.3500000000E+04    0.4529227612E+00    0.3238776106E+00
    0.3700000000E+04    0.4545015315E+00    0.3321842480E+00
    0.3900000000E+04    0.4558190784E+00    0.3401550815E+00
    0.4100000000E+04    0.4569157124E+00    0.3478132345E+00
    0.4300000000E+04    0.4578247019E+00    0.3551791238E+00
    0.4500000000E+04    0.4585736946E+00    0.3622709214E+00
    0.4700000000E+04    0.4591858112E+00    0.3691049173E+00
    0.4900000000E+04    0.4596804966E+00    0.3756958086E+00
    0.1000000000E+04    0.3593356066E+00    0.1708722735E+00
    0.3000000000E+04    0.4474811452E+00    0.3014582119E+00
    0.5000000000E+04    0.4598890418E+00    0.3789043057E+00
    0.7000000000E+04    0.4607843282E+00    0.4330071931E+00
    0.9000000000E+04    0.4591125455E+00    0.4729019263E+00
    0.1100000000E+05    0.4569937429E+00    0.5032813234E+00
    0.1300000000E+05    0.4550068810E+00    0.5269826715E+00
    0.1500000000E+05    0.4532931224E+00    0.5458485846E+00
    0.1700000000E+05    0.4518589442E+00    0.5611264905E+00
    0.1900000000E+05    0.4506716301E+00    0.5736863695E+00
    0.2100000000E+05    0.4496910678E+00    0.5841497086E+00
    0.2300000000E+05    0.4488800600E+00    0.5929697298E+00
    0.2500000000E+05    0.4482070638E+00    0.6004830334E+00
    0.2700000000E+05    0.4476462894E+00    0.6069437366E+00
    0.2900000000E+05    0.4471769725E+00    0.6125465541E+00
    0.3100000000E+05    0.4467824847E+00    0.6174427119E+00
    0.3300000000E+05    0.4464495131E+00    0.6217511188E+00
    0.3500000000E+05    0.4461673732E+00    0.6255663349E+00
    0.3700000000E+05    0.4459274554E+00    0.6289643426E+00
    0.3900000000E+05    0.4457227887E+00    0.6320067832E+00
    0.4100000000E+05    0.4455476998E+00    0.6347441070E+00
    0.4300000000E+05    0.4453975468E+00    0.6372179440E+00
