     Pressure (Pa)     33mC5-400 (mol/kg)     23mC5-400 (mol/kg)
    0.1000000000E+01    0.5225353754E-03    0.1120173513E-02
    0.3000000000E+01    0.1561829830E-02    0.3346097964E-02
    0.5000000000E+01    0.2593512563E-02    0.5553022752E-02
    0.7000000000E+01    0.3617689695E-02    0.7741219687E-02
    0.9000000000E+01    0.4634465242E-02    0.9910955310E-02
    0.1100000000E+02    0.5643941163E-02    0.1206249102E-01
    0.1300000000E+02    0.6646217416E-02    0.1419608320E-01
    0.1500000000E+02    0.7641392004E-02    0.1631198334E-01
    0.1700000000E+02    0.8629561024E-02    0.1841043812E-01
    0.1900000000E+02    0.9610818712E-02    0.2049168958E-01
    0.2100000000E+02    0.1058525749E-01    0.2255597519E-01
    0.2300000000E+02    0.1155296802E-01    0.2460352796E-01
    0.2500000000E+02    0.1251403921E-01    0.2663457655E-01
    0.2700000000E+02    0.1346855830E-01    0.2864934538E-01
    0.2900000000E+02    0.1441661088E-01    0.3064805472E-01
    0.3100000000E+02    0.1535828095E-01    0.3263092077E-01
    0.3300000000E+02    0.1629365090E-01    0.3459815578E-01
    0.3500000000E+02    0.1722280162E-01    0.3654996811E-01
    0.3700000000E+02    0.1814581249E-01    0.3848656236E-01
    0.3900000000E+02    0.1906276144E-01    0.4040813942E-01
    0.4100000000E+02    0.1997372496E-01    0.4231489656E-01
    0.4300000000E+02    0.2087877814E-01    0.4420702750E-01
    0.4500000000E+02    0.2177799473E-01    0.4608472254E-01
    0.4700000000E+02    0.2267144712E-01    0.4794816857E-01
    0.4900000000E+02    0.2355920643E-01    0.4979754919E-01
    0.1000000000E+02    0.5140109362E-02    0.1098898201E-01
    0.3000000000E+02    0.1488823854E-01    0.3164145480E-01
    0.5000000000E+02    0.2400097304E-01    0.5071702146E-01
    0.7000000000E+02    0.3255381065E-01    0.6841039767E-01
    0.9000000000E+02    0.4060983353E-01    0.8488472768E-01
    0.1100000000E+03    0.4822219574E-01    0.1002777367E+00
    0.1300000000E+03    0.5543603773E-01    0.1147065041E+00
    0.1500000000E+03    0.6228997509E-01    0.1282712031E+00
    0.1700000000E+03    0.6881726733E-01    0.1410580592E+00
    0.1900000000E+03    0.7504674365E-01    0.1531417091E+00
    0.2100000000E+03    0.8100354246E-01    0.1645870984E+00
    0.2300000000E+03    0.8670970668E-01    0.1754510185E+00
    0.2500000000E+03    0.9218466645E-01    0.1857833601E+00
    0.2700000000E+03    0.9744563343E-01    0.1956281427E+00
    0.2900000000E+03    0.1025079248E+00    0.2050243657E+00
    0.3100000000E+03    0.1073852313E+00    0.2140067144E+00
    0.3300000000E+03    0.1120898403E+00    0.2226061508E+00
    0.3500000000E+03    0.1166328221E+00    0.2308504099E+00
    0.3700000000E+03    0.1210241872E+00    0.2387644175E+00
    0.3900000000E+03    0.1252730187E+00    0.2463706452E+00
    0.4100000000E+03    0.1293875849E+00    0.2536894131E+00
    0.4300000000E+03    0.1333754357E+00    0.2607391473E+00
    0.4500000000E+03    0.1372434849E+00    0.2675366021E+00
    0.4700000000E+03    0.1409980811E+00    0.2740970511E+00
    0.4900000000E+03    0.1446450689E+00    0.2804344527E+00
    0.1000000000E+03    0.4446848235E-01    0.9270864416E-01
    0.3000000000E+03    0.1049689027E+00    0.2095652582E+00
    0.5000000000E+03    0.1464299116E+00    0.2835235486E+00
    0.7000000000E+03    0.1775924296E+00    0.3361972640E+00
    0.9000000000E+03    0.2022352081E+00    0.3762692389E+00
    0.1100000000E+04    0.2223717972E+00    0.4080428866E+00
    0.1300000000E+04    0.2392154596E+00    0.4339623106E+00
    0.1500000000E+04    0.2535574473E+00    0.4555515897E+00
    0.1700000000E+04    0.2659429891E+00    0.4738265229E+00
    0.1900000000E+04    0.2767633974E+00    0.4894981278E+00
    0.2100000000E+04    0.2863085255E+00    0.5030829195E+00
    0.2300000000E+04    0.2947985892E+00    0.5149671506E+00
    0.2500000000E+04    0.3024044371E+00    0.5254464492E+00
    0.2700000000E+04    0.3092609783E+00    0.5347514357E+00
    0.2900000000E+04    0.3154763664E+00    0.5430649159E+00
    0.3100000000E+04    0.3211384522E+00    0.5505337851E+00
    0.3300000000E+04    0.3263194234E+00    0.5572774880E+00
    0.3500000000E+04    0.3310792069E+00    0.5633941645E+00
    0.3700000000E+04    0.3354680075E+00    0.5689651990E+00
    0.3900000000E+04    0.3395282330E+00    0.5740586438E+00
    0.4100000000E+04    0.3432959720E+00    0.5787318325E+00
    0.4300000000E+04    0.3468021445E+00    0.5830333999E+00
    0.4500000000E+04    0.3500734068E+00    0.5870048615E+00
    0.4700000000E+04    0.3531328698E+00    0.5906818612E+00
    0.4900000000E+04    0.3560006767E+00    0.5940951659E+00
    0.1000000000E+04    0.2127780817E+00    0.3930118841E+00
    0.3000000000E+04    0.3183717381E+00    0.5468968994E+00
    0.5000000000E+04    0.3573683089E+00    0.5957114138E+00
    0.7000000000E+04    0.3779715130E+00    0.6191157657E+00
    0.9000000000E+04    0.3907536886E+00    0.6326876715E+00
    0.1100000000E+05    0.3994684050E+00    0.6414930617E+00
    0.1300000000E+05    0.4057943328E+00    0.6476462820E+00
    0.1500000000E+05    0.4105968373E+00    0.6521789194E+00
    0.1700000000E+05    0.4143678529E+00    0.6556517475E+00
    0.1900000000E+05    0.4174078835E+00    0.6583948576E+00
    0.2100000000E+05    0.4199109349E+00    0.6606148038E+00
    0.2300000000E+05    0.4220078854E+00    0.6624472576E+00
    0.2500000000E+05    0.4237902462E+00    0.6639849131E+00
    0.2700000000E+05    0.4253239359E+00    0.6652932037E+00
    0.2900000000E+05    0.4266576475E+00    0.6664196073E+00
    0.3100000000E+05    0.4278281321E+00    0.6673993926E+00
    0.3300000000E+05    0.4288636504E+00    0.6682592961E+00
    0.3500000000E+05    0.4297862917E+00    0.6690199478E+00
    0.3700000000E+05    0.4306135717E+00    0.6696975167E+00
    0.3900000000E+05    0.4313595586E+00    0.6703048514E+00
    0.4100000000E+05    0.4320356818E+00    0.6708522891E+00
    0.4300000000E+05    0.4326513229E+00    0.6713482389E+00
    0.4500000000E+05    0.4332142553E+00    0.6717996109E+00
    0.4700000000E+05    0.4337309742E+00    0.6722121347E+00
    0.4900000000E+05    0.4342069494E+00    0.6725906009E+00
    0.1000000000E+05    0.3954871951E+00    0.6375168328E+00
    0.3000000000E+05    0.4272613593E+00    0.6669259894E+00
    0.5000000000E+05    0.4344311359E+00    0.6727683490E+00
    0.7000000000E+05    0.4376024463E+00    0.6752469574E+00
    0.9000000000E+05    0.4393913632E+00    0.6766146894E+00
    0.1100000000E+06    0.4405401774E+00    0.6774809369E+00
    0.1300000000E+06    0.4413403613E+00    0.6780785396E+00
    0.1500000000E+06    0.4419297250E+00    0.6785155974E+00
    0.1700000000E+06    0.4423818939E+00    0.6788491043E+00
    0.1900000000E+06    0.4427397813E+00    0.6791119456E+00
    0.2100000000E+06    0.4430300917E+00    0.6793244219E+00
    0.2300000000E+06    0.4432703134E+00    0.6794997409E+00
    0.2500000000E+06    0.4434723791E+00    0.6796468657E+00
    0.2700000000E+06    0.4436447098E+00    0.6797720919E+00
    0.2900000000E+06    0.4437934179E+00    0.6798799717E+00
    0.3100000000E+06    0.4439230482E+00    0.6799738775E+00
    0.3300000000E+06    0.4440370494E+00    0.6800563609E+00
    0.3500000000E+06    0.4441380866E+00    0.6801293884E+00
    0.3700000000E+06    0.4442282513E+00    0.6801944994E+00
    0.3900000000E+06    0.4443092080E+00    0.6802529166E+00
    0.4100000000E+06    0.4443822981E+00    0.6803056231E+00
    0.4300000000E+06    0.4444486145E+00    0.6803534188E+00
    0.4500000000E+06    0.4445090563E+00    0.6803969605E+00
    0.4700000000E+06    0.4445643707E+00    0.6804367933E+00
    0.4900000000E+06    0.4446151830E+00    0.6804733726E+00
    0.1000000000E+06    0.4400221945E+00    0.6770915527E+00
    0.3000000000E+06    0.4438603808E+00    0.6799284958E+00
    0.5000000000E+06    0.4446390690E+00    0.6804905646E+00
    0.7000000000E+06    0.4449737138E+00    0.6807313381E+00
    0.9000000000E+06    0.4451597281E+00    0.6808653746E+00
    0.1100000000E+07    0.4452780529E+00    0.6809509611E+00
    0.1300000000E+07    0.4453598921E+00    0.6810104705E+00
    0.1500000000E+07    0.4454198277E+00    0.6810543319E+00
    0.1700000000E+07    0.4454655866E+00    0.6810880630E+00
    0.1900000000E+07    0.4455016451E+00    0.6811148574E+00
    0.2100000000E+07    0.4455307752E+00    0.6811366922E+00
    0.2300000000E+07    0.4455547852E+00    0.6811548566E+00
    0.2500000000E+07    0.4455749051E+00    0.6811702280E+00
    0.2700000000E+07    0.4455920002E+00    0.6811834236E+00
    0.2900000000E+07    0.4456066975E+00    0.6811948909E+00
    0.3100000000E+07    0.4456194618E+00    0.6812049620E+00
    0.3300000000E+07    0.4456306455E+00    0.6812138887E+00
    0.3500000000E+07    0.4456405201E+00    0.6812218653E+00
    0.3700000000E+07    0.4456492987E+00    0.6812290444E+00
    0.3900000000E+07    0.4456571504E+00    0.6812355471E+00
    0.4100000000E+07    0.4456642115E+00    0.6812414712E+00
    0.4300000000E+07    0.4456705926E+00    0.6812468963E+00
    0.4500000000E+07    0.4456763848E+00    0.6812518880E+00
    0.4700000000E+07    0.4456816638E+00    0.6812565007E+00
    0.4900000000E+07    0.4456864927E+00    0.6812607800E+00
    0.1000000000E+07    0.4452248174E+00    0.6809124057E+00
    0.3000000000E+07    0.4456132970E+00    0.6812000837E+00
    0.5000000000E+07    0.4456887554E+00    0.6812628069E+00
    0.7000000000E+07    0.4457197798E+00    0.6812926514E+00
    0.9000000000E+07    0.4457361331E+00    0.6813112136E+00
    0.1100000000E+08    0.4457458943E+00    0.6813244750E+00
    0.1300000000E+08    0.4457521525E+00    0.6813347766E+00
    0.1500000000E+08    0.4457563400E+00    0.6813432326E+00
    0.1700000000E+08    0.4457592098E+00    0.6813504451E+00
    0.1900000000E+08    0.4457611940E+00    0.6813567705E+00
    0.2100000000E+08    0.4457625580E+00    0.6813624346E+00
    0.2300000000E+08    0.4457634734E+00    0.6813675882E+00
    0.2500000000E+08    0.4457640554E+00    0.6813723365E+00
    0.2700000000E+08    0.4457643846E+00    0.6813767554E+00
    0.2900000000E+08    0.4457645184E+00    0.6813809013E+00
    0.3100000000E+08    0.4457644991E+00    0.6813848171E+00
    0.3300000000E+08    0.4457643583E+00    0.6813885364E+00
    0.3500000000E+08    0.4457641200E+00    0.6813920855E+00
    0.3700000000E+08    0.4457638027E+00    0.6813954858E+00
    0.3900000000E+08    0.4457634212E+00    0.6813987549E+00
    0.4100000000E+08    0.4457629869E+00    0.6814019070E+00
    0.4300000000E+08    0.4457625091E+00    0.6814049543E+00
