     Pressure (Pa)     2mC6-400 (mol/kg)     33mC5-400 (mol/kg)     23mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.7876465673E-02    0.6413513087E-04    0.4638087709E-03    0.6781887258E-02
    0.3000000000E+01    0.2272098242E-01    0.1850404129E-03    0.1368562482E-02    0.1958904618E-01
    0.5000000000E+01    0.3646658564E-01    0.2970367602E-03    0.2244447999E-02    0.3148396251E-01
    0.7000000000E+01    0.4923085173E-01    0.4010778376E-03    0.3093257999E-02    0.4256734980E-01
    0.9000000000E+01    0.6111486348E-01    0.4979834105E-03    0.3916632897E-02    0.5292540284E-01
    0.1100000000E+02    0.7220604394E-01    0.5884623692E-03    0.4716076953E-02    0.6263233602E-01
    0.1300000000E+02    0.8258042011E-01    0.6731311185E-03    0.5492972376E-02    0.7175240597E-01
    0.1500000000E+02    0.9230444681E-01    0.7525283915E-03    0.6248591676E-02    0.8034153695E-01
    0.1700000000E+02    0.1014364878E+00    0.8271272770E-03    0.6984108548E-02    0.8844863710E-01
    0.1900000000E+02    0.1100280274E+00    0.8973450590E-03    0.7700607461E-02    0.9611667220E-01
    0.2100000000E+02    0.1181246687E+00    0.9635513194E-03    0.8399092149E-02    0.1033835476E+00
    0.2300000000E+02    0.1257669615E+00    0.1026074656E-02    0.9080493135E-02    0.1102828370E+00
    0.2500000000E+02    0.1329910917E+00    0.1085208285E-02    0.9745674425E-02    0.1168443888E+00
    0.2700000000E+02    0.1398294611E+00    0.1141214739E-02    0.1039543947E-01    0.1230948323E+00
    0.2900000000E+02    0.1463111753E+00    0.1194329827E-02    0.1103053650E-01    0.1290580044E+00
    0.3100000000E+02    0.1524624576E+00    0.1244765995E-02    0.1165166327E-01    0.1347553086E+00
    0.3300000000E+02    0.1583070014E+00    0.1292715184E-02    0.1225947136E-01    0.1402060209E+00
    0.3500000000E+02    0.1638662715E+00    0.1338351271E-02    0.1285457002E-01    0.1454275503E+00
    0.3700000000E+02    0.1691597630E+00    0.1381832173E-02    0.1343752962E-01    0.1504356609E+00
    0.3900000000E+02    0.1742052247E+00    0.1423301655E-02    0.1400888477E-01    0.1552446641E+00
    0.4100000000E+02    0.1790188523E+00    0.1462890898E-02    0.1456913715E-01    0.1598675839E+00
    0.4300000000E+02    0.1836154563E+00    0.1500719861E-02    0.1511875809E-01    0.1643162994E+00
    0.4500000000E+02    0.1880086087E+00    0.1536898466E-02    0.1565819086E-01    0.1686016700E+00
    0.4700000000E+02    0.1922107703E+00    0.1571527640E-02    0.1618785277E-01    0.1727336430E+00
    0.4900000000E+02    0.1962334039E+00    0.1604700218E-02    0.1670813714E-01    0.1767213489E+00
    0.1000000000E+02    0.6675456209E-01    0.5439857126E-03    0.4319257184E-02    0.5785603073E-01
    0.3000000000E+02    0.1494265841E+00    0.1219870330E-02    0.1134280440E-01    0.1319386386E+00
    0.5000000000E+02    0.1981807314E+00    0.1620767284E-02    0.1696487951E-01    0.1786637523E+00
    0.7000000000E+02    0.2298725947E+00    0.1883216694E-02    0.2168727237E-01    0.2116568424E+00
    0.9000000000E+02    0.2517719311E+00    0.2066099501E-02    0.2578879634E-01    0.2366631737E+00
    0.1100000000E+03    0.2675471054E+00    0.2199134428E-02    0.2943844560E-01    0.2565530148E+00
    0.1300000000E+03    0.2792522321E+00    0.2298970930E-02    0.3274553624E-01    0.2729331652E+00
    0.1500000000E+03    0.2881266600E+00    0.2375661547E-02    0.3578444844E-01    0.2867800614E+00
    0.1700000000E+03    0.2949615484E+00    0.2435629144E-02    0.3860788066E-01    0.2987251042E+00
    0.1900000000E+03    0.3002848096E+00    0.2483163907E-02    0.4125442624E-01    0.3091969565E+00
    0.2100000000E+03    0.3044615167E+00    0.2521236186E-02    0.4375313896E-01    0.3184982787E+00
    0.2300000000E+03    0.3077516885E+00    0.2551964366E-02    0.4612640714E-01    0.3268497702E+00
    0.2500000000E+03    0.3103451632E+00    0.2576897324E-02    0.4839183089E-01    0.3344167646E+00
    0.2700000000E+03    0.3123834964E+00    0.2597191833E-02    0.5056348751E-01    0.3413259878E+00
    0.2900000000E+03    0.3139741781E+00    0.2613727807E-02    0.5265280803E-01    0.3476765021E+00
    0.3100000000E+03    0.3152001350E+00    0.2627185346E-02    0.5466919901E-01    0.3535470776E+00
    0.3300000000E+03    0.3161262405E+00    0.2638097551E-02    0.5662049304E-01    0.3590012919E+00
    0.3500000000E+03    0.3168038742E+00    0.2646887545E-02    0.5851328118E-01    0.3640911409E+00
    0.3700000000E+03    0.3172741782E+00    0.2653894912E-02    0.6035316252E-01    0.3688596502E+00
    0.3900000000E+03    0.3175704230E+00    0.2659394931E-02    0.6214493429E-01    0.3733427968E+00
    0.4100000000E+03    0.3177197527E+00    0.2663612773E-02    0.6389273858E-01    0.3775709492E+00
    0.4300000000E+03    0.3177444919E+00    0.2666734135E-02    0.6560017719E-01    0.3815699602E+00
    0.4500000000E+03    0.3176631353E+00    0.2668913303E-02    0.6727040228E-01    0.3853620094E+00
    0.4700000000E+03    0.3174911071E+00    0.2670279339E-02    0.6890618889E-01    0.3889662593E+00
    0.4900000000E+03    0.3172413485E+00    0.2670940888E-02    0.7050999337E-01    0.3923993728E+00
    0.1000000000E+03    0.2602712856E+00    0.2137601951E-02    0.2766224146E-01    0.2471275409E+00
    0.3000000000E+03    0.3146283305E+00    0.2620805112E-02    0.5366959766E-01    0.3506675007E+00
    0.5000000000E+03    0.3170908011E+00    0.2671036786E-02    0.7130059466E-01    0.3940563801E+00
    0.7000000000E+03    0.3119151598E+00    0.2652224222E-02    0.8585693148E-01    0.4209528184E+00
    0.9000000000E+03    0.3050577844E+00    0.2615109934E-02    0.9872095557E-01    0.4401812277E+00
    0.1100000000E+04    0.2979592074E+00    0.2572714879E-02    0.1104747195E+00    0.4549999218E+00
    0.1300000000E+04    0.2910467316E+00    0.2529324131E-02    0.1214240160E+00    0.4669660787E+00
    0.1500000000E+04    0.2844480471E+00    0.2486515379E-02    0.1317517939E+00    0.4769428109E+00
    0.1700000000E+04    0.2781890012E+00    0.2444877529E-02    0.1415773115E+00    0.4854573635E+00
    0.1900000000E+04    0.2722590213E+00    0.2404601795E-02    0.1509831927E+00    0.4928548034E+00
    0.2100000000E+04    0.2666351985E+00    0.2365711556E-02    0.1600293478E+00    0.4993729205E+00
    0.2300000000E+04    0.2612916718E+00    0.2328159414E-02    0.1687607823E+00    0.5051822826E+00
    0.2500000000E+04    0.2562033102E+00    0.2291870411E-02    0.1772122778E+00    0.5104092307E+00
    0.2700000000E+04    0.2513470578E+00    0.2256761795E-02    0.1854113488E+00    0.5151498402E+00
    0.2900000000E+04    0.2467022946E+00    0.2222752024E-02    0.1933801918E+00    0.5194787938E+00
    0.3100000000E+04    0.2422507897E+00    0.2189764668E-02    0.2011370168E+00    0.5234552361E+00
    0.3300000000E+04    0.2379764963E+00    0.2157729851E-02    0.2086969828E+00    0.5271267616E+00
    0.3500000000E+04    0.2338653003E+00    0.2126584496E-02    0.2160728736E+00    0.5305322063E+00
    0.3700000000E+04    0.2299047713E+00    0.2096272020E-02    0.2232755955E+00    0.5337036480E+00
    0.3900000000E+04    0.2260839335E+00    0.2066741805E-02    0.2303145513E+00    0.5366678700E+00
    0.4100000000E+04    0.2223930645E+00    0.2037948573E-02    0.2371979258E+00    0.5394474500E+00
    0.4300000000E+04    0.2188235217E+00    0.2009851788E-02    0.2439329072E+00    0.5420615858E+00
    0.4500000000E+04    0.2153675935E+00    0.1982415080E-02    0.2505258606E+00    0.5445267283E+00
    0.4700000000E+04    0.2120183725E+00    0.1955605736E-02    0.2569824659E+00    0.5468570745E+00
    0.4900000000E+04    0.2087696484E+00    0.1929394243E-02    0.2633078284E+00    0.5490649546E+00
    0.1000000000E+04    0.3015008466E+00    0.2594206289E-02    0.1047135579E+00    0.4480215199E+00
    0.3000000000E+04    0.2444534361E+00    0.2206135072E-02    0.1972840966E+00    0.5215078709E+00
    0.5000000000E+04    0.2071811999E+00    0.1916504244E-02    0.2664227543E+00    0.5501263900E+00
    0.7000000000E+04    0.1795746060E+00    0.1684752869E-02    0.3227662486E+00    0.5669461218E+00
    0.9000000000E+04    0.1579395578E+00    0.1493040281E-02    0.3695484668E+00    0.5784570657E+00
    0.1100000000E+05    0.1405095957E+00    0.1332291168E-02    0.4086374726E+00    0.5870116186E+00
    0.1300000000E+05    0.1262318350E+00    0.1196531805E-02    0.4414191636E+00    0.5937099750E+00
    0.1500000000E+05    0.1143942709E+00    0.1081262524E-02    0.4690105590E+00    0.5991485375E+00
    0.1700000000E+05    0.1044813391E+00    0.9829002442E-03    0.4923295173E+00    0.6036838212E+00
