     Pressure (Pa)     2mC6-400 (mol/kg)     33mC5-400 (mol/kg)     23mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.6289930470E-02    0.6402407542E-04    0.4645197368E-03    0.1014194707E-01
    0.3000000000E+01    0.1808560039E-01    0.1841416879E-03    0.1374709889E-02    0.2912717717E-01
    0.5000000000E+01    0.2894409799E-01    0.2947833465E-03    0.2260868411E-02    0.4656662345E-01
    0.7000000000E+01    0.3897681465E-01    0.3970769492E-03    0.3124233017E-02    0.6265075295E-01
    0.9000000000E+01    0.4827761398E-01    0.4919725973E-03    0.3965953990E-02    0.7753963002E-01
    0.1100000000E+02    0.5692620047E-01    0.5802768136E-03    0.4787101898E-02    0.9136877122E-01
    0.1300000000E+02    0.6499073525E-01    0.6626791036E-03    0.5588674509E-02    0.1042536956E+00
    0.1500000000E+02    0.7252988847E-01    0.7397727920E-03    0.6371602983E-02    0.1162934973E+00
    0.1700000000E+02    0.7959446550E-01    0.8120715268E-03    0.7136757444E-02    0.1275736778E+00
    0.1900000000E+02    0.8622870696E-01    0.8800224700E-03    0.7884951991E-02    0.1381684101E+00
    0.2100000000E+02    0.9247133679E-01    0.9440169284E-03    0.8616949224E-02    0.1481423645E+00
    0.2300000000E+02    0.9835641372E-01    0.1004398988E-02    0.9333464331E-02    0.1575521912E+00
    0.2500000000E+02    0.1039140281E+00    0.1061472579E-02    0.1003516879E-01    0.1664477336E+00
    0.2700000000E+02    0.1091708759E+00    0.1115507294E-02    0.1072269371E-01    0.1748730265E+00
    0.2900000000E+02    0.1141507351E+00    0.1166743212E-02    0.1139663291E-01    0.1828671238E+00
    0.3100000000E+02    0.1188748625E+00    0.1215394920E-02    0.1205754567E-01    0.1904647884E+00
    0.3300000000E+02    0.1233623270E+00    0.1261654889E-02    0.1270595926E-01    0.1976970695E+00
    0.3500000000E+02    0.1276302905E+00    0.1305696319E-02    0.1334237125E-01    0.2045917891E+00
    0.3700000000E+02    0.1316942460E+00    0.1347675545E-02    0.1396725161E-01    0.2111739543E+00
    0.3900000000E+02    0.1355682206E+00    0.1387734095E-02    0.1458104467E-01    0.2174661069E+00
    0.4100000000E+02    0.1392649489E+00    0.1426000442E-02    0.1518417082E-01    0.2234886228E+00
    0.4300000000E+02    0.1427960219E+00    0.1462591511E-02    0.1577702821E-01    0.2292599676E+00
    0.4500000000E+02    0.1461720155E+00    0.1497613981E-02    0.1635999419E-01    0.2347969180E+00
