     Pressure (Pa)     2mC6-400 (mol/kg)     33mC5-400 (mol/kg)     23mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.3189094036E-02    0.4543984094E-03    0.7449342583E-03    0.1717121112E-02
    0.3000000000E+01    0.9416117753E-02    0.1341680978E-02    0.2214399803E-02    0.5081649384E-02
    0.5000000000E+01    0.1544905177E-01    0.2201339976E-02    0.3657459722E-02    0.8356606506E-02
    0.7000000000E+01    0.2129639777E-01    0.3034585343E-02    0.5075031582E-02    0.1154584195E-01
    0.9000000000E+01    0.2696617218E-01    0.3842557948E-02    0.6467989255E-02    0.1465298356E-01
    0.1100000000E+02    0.3246594030E-01    0.4626334445E-02    0.7837165516E-02    0.1768145335E-01
    0.1300000000E+02    0.3780284751E-01    0.5386931714E-02    0.9183354471E-02    0.2063448204E-01
    0.1500000000E+02    0.4298364792E-01    0.6125310950E-02    0.1050731380E-01    0.2351512231E-01
    0.1700000000E+02    0.4801473082E-01    0.6842381411E-02    0.1180976685E-01    0.2632626098E-01
    0.1900000000E+02    0.5290214483E-01    0.7539003875E-02    0.1309140460E-01    0.2907063020E-01
    0.2100000000E+02    0.5765162033E-01    0.8215993820E-02    0.1435288745E-01    0.3175081777E-01
    0.2300000000E+02    0.6226859001E-01    0.8874124357E-02    0.1559484695E-01    0.3436927662E-01
    0.2500000000E+02    0.6675820794E-01    0.9514128937E-02    0.1681788737E-01    0.3692833351E-01
    0.2700000000E+02    0.7112536715E-01    0.1013670386E-01    0.1802258716E-01    0.3943019716E-01
    0.2900000000E+02    0.7537471586E-01    0.1074251059E-01    0.1920950037E-01    0.4187696565E-01
    0.3100000000E+02    0.7951067263E-01    0.1133217790E-01    0.2037915790E-01    0.4427063336E-01
    0.3300000000E+02    0.8353744026E-01    0.1190630385E-01    0.2153206878E-01    0.4661309731E-01
    0.3500000000E+02    0.8745901878E-01    0.1246545765E-01    0.2266872122E-01    0.4890616312E-01
    0.3700000000E+02    0.9127921751E-01    0.1301018136E-01    0.2378958376E-01    0.5115155047E-01
    0.3900000000E+02    0.9500166620E-01    0.1354099151E-01    0.2489510620E-01    0.5335089818E-01
    0.4100000000E+02    0.9862982553E-01    0.1405838052E-01    0.2598572060E-01    0.5550576901E-01
    0.4300000000E+02    0.1021669967E+00    0.1456281817E-01    0.2706184213E-01    0.5761765398E-01
    0.4500000000E+02    0.1056163306E+00    0.1505475281E-01    0.2812386989E-01    0.5968797655E-01
    0.4700000000E+02    0.1089808361E+00    0.1553461259E-01    0.2917218772E-01    0.6171809640E-01
    0.4900000000E+02    0.1122633881E+00    0.1600280660E-01    0.3020716493E-01    0.6370931300E-01
    0.1000000000E+02    0.2973685095E-01    0.4237405804E-02    0.7155499551E-02    0.1617684619E-01
    0.3000000000E+02    0.7745660067E-01    0.1103932360E-01    0.1979645378E-01    0.4308031633E-01
    0.5000000000E+02    0.1138747951E+00    0.1623265181E-01    0.3071976241E-01    0.6469072302E-01
    0.7000000000E+02    0.1424080031E+00    0.2030356491E-01    0.4035111257E-01    0.8255149509E-01
    0.9000000000E+02    0.1652331391E+00    0.2356182323E-01    0.4898129790E-01    0.9764925409E-01
    0.1100000000E+03    0.1838013865E+00    0.2621391723E-01    0.5681635066E-01    0.1106456090E+00
    0.1300000000E+03    0.1991162927E+00    0.2840264360E-01    0.6400674270E-01    0.1220017457E+00
    0.1500000000E+03    0.2118932777E+00    0.3022980340E-01    0.7066521706E-01    0.1320496005E+00
    0.1700000000E+03    0.2226556014E+00    0.3176985728E-01    0.7687811718E-01    0.1410345998E+00
    0.1900000000E+03    0.2317944557E+00    0.3307847578E-01    0.8271283240E-01    0.1491424182E+00
    0.2100000000E+03    0.2396078938E+00    0.3419807800E-01    0.8822283561E-01    0.1565163348E+00
    0.2300000000E+03    0.2463267965E+00    0.3516152606E-01    0.9345117974E-01    0.1632688376E+00
    0.2500000000E+03    0.2521326398E+00    0.3599465281E-01    0.9843297914E-01    0.1694895915E+00
    0.2700000000E+03    0.2571699268E+00    0.3671803060E-01    0.1031972060E+00    0.1752510367E+00
    0.2900000000E+03    0.2615550612E+00    0.3734823363E-01    0.1077680141E+00    0.1806124045E+00
    0.3100000000E+03    0.2653827929E+00    0.3789875497E-01    0.1121657298E+00    0.1856226503E+00
    0.3300000000E+03    0.2687309763E+00    0.3838068348E-01    0.1164076046E+00    0.1903226324E+00
    0.3500000000E+03    0.2716641321E+00    0.3880321062E-01    0.1205083943E+00    0.1947467531E+00
    0.3700000000E+03    0.2742361504E+00    0.3917401495E-01    0.1244808101E+00    0.1989242131E+00
    0.3900000000E+03    0.2764923651E+00    0.3949955727E-01    0.1283358733E+00    0.2028799808E+00
    0.4100000000E+03    0.2784711638E+00    0.3978530973E-01    0.1320831976E+00    0.2066355506E+00
    0.4300000000E+03    0.2802052497E+00    0.4003593530E-01    0.1357312158E+00    0.2102095417E+00
    0.4500000000E+03    0.2817226403E+00    0.4025542990E-01    0.1392873629E+00    0.2136181758E+00
    0.4700000000E+03    0.2830474638E+00    0.4044723575E-01    0.1427582255E+00    0.2168756616E+00
    0.4900000000E+03    0.2842005998E+00    0.4061433248E-01    0.1461496649E+00    0.2199945064E+00
    0.1000000000E+03    0.1749784340E+00    0.2495354665E-01    0.5298775851E-01    0.1043776008E+00
    0.3000000000E+03    0.2635333871E+00    0.3763271174E-01    0.1099873658E+00    0.1831586956E+00
    0.5000000000E+03    0.2847185514E+00    0.4068943805E-01    0.1478172596E+00    0.2215054452E+00
    0.7000000000E+03    0.2894194888E+00    0.4137365635E-01    0.1780200725E+00    0.2465605416E+00
    0.9000000000E+03    0.2882251127E+00    0.4119890373E-01    0.2039238582E+00    0.2651478852E+00
    0.1100000000E+04    0.2845547976E+00    0.4065655968E-01    0.2269423142E+00    0.2799320420E+00
    0.1300000000E+04    0.2797867556E+00    0.3994626892E-01    0.2478130687E+00    0.2922146900E+00
    0.1500000000E+04    0.2745551322E+00    0.3916094084E-01    0.2669750438E+00    0.3027259125E+00
    0.1700000000E+04    0.2691771338E+00    0.3834778849E-01    0.2847149112E+00    0.3119155807E+00
    0.1900000000E+04    0.2638196941E+00    0.3753220891E-01    0.3012335714E+00    0.3200804589E+00
    0.2100000000E+04    0.2585727617E+00    0.3672832011E-01    0.3166798492E+00    0.3274266854E+00
    0.2300000000E+04    0.2534845243E+00    0.3594404766E-01    0.3311690314E+00    0.3341033533E+00
    0.2500000000E+04    0.2485795396E+00    0.3518375786E-01    0.3447937305E+00    0.3402218541E+00
    0.2700000000E+04    0.2438685885E+00    0.3444969893E-01    0.3576305806E+00    0.3458676561E+00
    0.2900000000E+04    0.2393542684E+00    0.3374282662E-01    0.3697445384E+00    0.3511078094E+00
    0.3100000000E+04    0.2350342812E+00    0.3306329509E-01    0.3811917448E+00    0.3559959122E+00
    0.3300000000E+04    0.2309034227E+00    0.3241075812E-01    0.3920214874E+00    0.3605755053E+00
    0.3500000000E+04    0.2269548114E+00    0.3178455870E-01    0.4022775837E+00    0.3648824554E+00
    0.3700000000E+04    0.2231806618E+00    0.3118385088E-01    0.4119993813E+00    0.3689466702E+00
    0.3900000000E+04    0.2195727754E+00    0.3060767943E-01    0.4212224972E+00    0.3727933575E+00
    0.4100000000E+04    0.2161228539E+00    0.3005503252E-01    0.4299793788E+00    0.3764439672E+00
    0.4300000000E+04    0.2128226982E+00    0.2952487684E-01    0.4382997367E+00    0.3799169080E+00
    0.4500000000E+04    0.2096643333E+00    0.2901618102E-01    0.4462108874E+00    0.3832280994E+00
    0.4700000000E+04    0.2066400842E+00    0.2852793122E-01    0.4537380290E+00    0.3863914046E+00
    0.4900000000E+04    0.2037426191E+00    0.2805914133E-01    0.4609044677E+00    0.3894189716E+00
    0.1000000000E+04    0.2865876146E+00    0.4095752252E-01    0.2157379955E+00    0.2729152281E+00
    0.3000000000E+04    0.2371702575E+00    0.3339965580E-01    0.3755482629E+00    0.3535929419E+00
    0.5000000000E+04    0.2023392388E+00    0.2783174493E-01    0.4643592365E+00    0.3908852489E+00
    0.7000000000E+04    0.1794349737E+00    0.2409596530E-01    0.5190089975E+00    0.4151257286E+00
    0.9000000000E+04    0.1634280795E+00    0.2147338829E-01    0.5546498004E+00    0.4329307483E+00
    0.1100000000E+05    0.1515916722E+00    0.1954280806E-01    0.5790697806E+00    0.4468969114E+00
    0.1300000000E+05    0.1424271377E+00    0.1806215433E-01    0.5965212885E+00    0.4583173698E+00
    0.1500000000E+05    0.1350673337E+00    0.1688736113E-01    0.6094435879E+00    0.4679301697E+00
    0.1700000000E+05    0.1289831944E+00    0.1592894872E-01    0.6193020779E+00    0.4761960800E+00
    0.1900000000E+05    0.1238359701E+00    0.1512899888E-01    0.6270149851E+00    0.4834217795E+00
    0.2100000000E+05    0.1193993777E+00    0.1444859195E-01    0.6331796967E+00    0.4898214606E+00
    0.2300000000E+05    0.1155165973E+00    0.1386069197E-01    0.6381979612E+00    0.4955504604E+00
    0.2500000000E+05    0.1120754314E+00    0.1334596153E-01    0.6423479504E+00    0.5007248977E+00
    0.2700000000E+05    0.1089933600E+00    0.1289021024E-01    0.6458272798E+00    0.5054337652E+00
    0.2900000000E+05    0.1062082150E+00    0.1248278712E-01    0.6487795568E+00    0.5097467061E+00
    0.3100000000E+05    0.1036721666E+00    0.1211553686E-01    0.6513112616E+00    0.5137191981E+00
    0.3300000000E+05    0.1013477326E+00    0.1178210397E-01    0.6535027727E+00    0.5173961168E+00
    0.3500000000E+05    0.9920505770E-01    0.1147745709E-01    0.6554157468E+00    0.5208142489E+00
    0.3700000000E+05    0.9722001679E-01    0.1119755687E-01    0.6570981660E+00    0.5240041057E+00
    0.3900000000E+05    0.9537286326E-01    0.1093911931E-01    0.6585878605E+00    0.5269912579E+00
    0.4100000000E+05    0.9364724775E-01    0.1069944401E-01    0.6599150101E+00    0.5297973353E+00
    0.4300000000E+05    0.9202949335E-01    0.1047628761E-01    0.6611039522E+00    0.5324407868E+00
    0.4500000000E+05    0.9050805183E-01    0.1026776897E-01    0.6621745059E+00    0.5349374674E+00
    0.4700000000E+05    0.8907308985E-01    0.1007229729E-01    0.6631429571E+00    0.5373010960E+00
    0.4900000000E+05    0.8771616987E-01    0.9888516812E-02    0.6640227993E+00    0.5395436175E+00
    0.1000000000E+05    0.1571019998E+00    0.2043973911E-01    0.5679399623E+00    0.4402947539E+00
    0.3000000000E+05    0.1049116021E+00    0.1229457336E-01    0.6500924457E+00    0.5117724885E+00
    0.5000000000E+05    0.8706465820E-01    0.9800640591E-02    0.6644330871E+00    0.5406227830E+00
    0.7000000000E+05    0.7678735286E-01    0.8444891975E-02    0.6699421928E+00    0.5578173238E+00
    0.9000000000E+05    0.6976847860E-01    0.7550407439E-02    0.6727931529E+00    0.5696891197E+00
    0.1100000000E+06    0.6453859131E-01    0.6899429466E-02    0.6745197917E+00    0.5785701800E+00
    0.1300000000E+06    0.6042704400E-01    0.6396521110E-02    0.6756722574E+00    0.5855614601E+00
    0.1500000000E+06    0.5707423531E-01    0.5992005767E-02    0.6764939465E+00    0.5912636412E+00
    0.1700000000E+06    0.5426625717E-01    0.5656998575E-02    0.6771084002E+00    0.5960375440E+00
    0.1900000000E+06    0.5186622728E-01    0.5373347741E-02    0.6775847392E+00    0.6001154029E+00
    0.2100000000E+06    0.4978165390E-01    0.5128968973E-02    0.6779645566E+00    0.6036546942E+00
    0.2300000000E+06    0.4794734310E-01    0.4915450145E-02    0.6782743374E+00    0.6067666583E+00
    0.2500000000E+06    0.4631576176E-01    0.4726723118E-02    0.6785317262E+00    0.6095325071E+00
    0.2700000000E+06    0.4485127949E-01    0.4558281336E-02    0.6787489210E+00    0.6120131622E+00
    0.2900000000E+06    0.4352656258E-01    0.4406695814E-02    0.6789346187E+00    0.6142553768E+00
    0.3100000000E+06    0.4232022626E-01    0.4269303363E-02    0.6790951837E+00    0.6162957330E+00
    0.3300000000E+06    0.4121525507E-01    0.4143998807E-02    0.6792353790E+00    0.6181633368E+00
    0.3500000000E+06    0.4019791005E-01    0.4029092443E-02    0.6793588388E+00    0.6198816856E+00
    0.3700000000E+06    0.3925695405E-01    0.3923209759E-02    0.6794683835E+00    0.6214699924E+00
    0.3900000000E+06    0.3838309084E-01    0.3825219338E-02    0.6795662350E+00    0.6229441469E+00
    0.4100000000E+06    0.3756855143E-01    0.3734180002E-02    0.6796541669E+00    0.6243174232E+00
    0.4300000000E+06    0.3680678373E-01    0.3649301402E-02    0.6797336124E+00    0.6256010118E+00
    0.4500000000E+06    0.3609221635E-01    0.3569914181E-02    0.6798057416E+00    0.6268044243E+00
    0.4700000000E+06    0.3542007639E-01    0.3495447063E-02    0.6798715195E+00    0.6279358058E+00
    0.4900000000E+06    0.3478624713E-01    0.3425409053E-02    0.6799317486E+00    0.6290021783E+00
    0.1000000000E+06    0.6698224814E-01    0.7201996729E-02    0.6737516355E+00    0.5744180980E+00
    0.3000000000E+06    0.4290974803E-01    0.4336368186E-02    0.6790177140E+00    0.6152988179E+00
    0.5000000000E+06    0.3448256382E-01    0.3391915970E-02    0.6799599970E+00    0.6295129218E+00
    0.7000000000E+06    0.2975768898E-01    0.2876269073E-02    0.6803515201E+00    0.6374435132E+00
    0.9000000000E+06    0.2661554145E-01    0.2539271839E-02    0.6805659139E+00    0.6427001030E+00
    0.1100000000E+07    0.2432598150E-01    0.2296889064E-02    0.6807012630E+00    0.6465210170E+00
    0.1300000000E+07    0.2255903445E-01    0.2111767546E-02    0.6807945234E+00    0.6494641306E+00
