     Pressure (Pa)     2mC6-400 (mol/kg)     33mC5-400 (mol/kg)     23mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.1591632393E-02    0.5831909122E-03    0.5596439644E-03    0.5134741123E-02
    0.3000000000E+01    0.4682904438E-02    0.1716088633E-02    0.1669123686E-02    0.1510027183E-01
    0.5000000000E+01    0.7657471749E-02    0.2806511676E-02    0.2765770552E-02    0.2468091769E-01
    0.7000000000E+01    0.1052198474E-01    0.3856885072E-02    0.3849870339E-02    0.3389943547E-01
    0.9000000000E+01    0.1328258084E-01    0.4869446386E-02    0.4921700080E-02    0.4277680607E-01
    0.1100000000E+02    0.1594493371E-01    0.5846263749E-02    0.5981528401E-02    0.5133240496E-01
    0.1300000000E+02    0.1851429700E-01    0.6789251843E-02    0.7029615840E-02    0.5958415323E-01
    0.1500000000E+02    0.2099554307E-01    0.7700186092E-02    0.8066215155E-02    0.6754865203E-01
    0.1700000000E+02    0.2339319760E-01    0.8580715308E-02    0.9091571614E-02    0.7524130218E-01
    0.1900000000E+02    0.2571147038E-01    0.9432372967E-02    0.1010592327E-01    0.8267641115E-01
    0.2100000000E+02    0.2795428294E-01    0.1025658730E-01    0.1110950125E-01    0.8986728869E-01
    0.2300000000E+02    0.3012529324E-01    0.1105469033E-01    0.1210252996E-01    0.9682633262E-01
    0.2500000000E+02    0.3222791787E-01    0.1182792599E-01    0.1308522738E-01    0.1035651059E+00
    0.2700000000E+02    0.3426535204E-01    0.1257745744E-01    0.1405780529E-01    0.1100944059E+00
    0.2900000000E+02    0.3624058760E-01    0.1330437363E-01    0.1502046944E-01    0.1164243273E+00
    0.3100000000E+02    0.3815642925E-01    0.1400969525E-01    0.1597341984E-01    0.1225643181E+00
    0.3300000000E+02    0.4001550933E-01    0.1469438010E-01    0.1691685092E-01    0.1285232312E+00
    0.3500000000E+02    0.4182030108E-01    0.1535932800E-01    0.1785095170E-01    0.1343093705E+00
    0.3700000000E+02    0.4357313080E-01    0.1600538516E-01    0.1877590606E-01    0.1399305329E+00
    0.3900000000E+02    0.4527618881E-01    0.1663334823E-01    0.1969189283E-01    0.1453940472E+00
    0.4100000000E+02    0.4693153949E-01    0.1724396795E-01    0.2059908601E-01    0.1507068078E+00
    0.4300000000E+02    0.4854113040E-01    0.1783795249E-01    0.2149765494E-01    0.1558753077E+00
    0.4500000000E+02    0.5010680067E-01    0.1841597049E-01    0.2238776442E-01    0.1609056667E+00
    0.4700000000E+02    0.5163028855E-01    0.1897865385E-01    0.2326957491E-01    0.1658036581E+00
    0.4900000000E+02    0.5311323845E-01    0.1952660028E-01    0.2414324264E-01    0.1705747333E+00
    0.1000000000E+02    0.1462569996E-01    0.5362199971E-02    0.5453097948E-02    0.4709367447E-01
    0.3000000000E+02    0.3720576426E-01    0.1365967248E-01    0.1549814658E-01    0.1195174974E+00
    0.5000000000E+02    0.5384000147E-01    0.1979522517E-01    0.2457707067E-01    0.1729142983E+00
    0.7000000000E+02    0.6658466577E-01    0.2451671851E-01    0.3286117760E-01    0.2141547651E+00
    0.9000000000E+02    0.7662687068E-01    0.2825538870E-01    0.4048210719E-01    0.2471290180E+00
    0.1100000000E+03    0.8470602429E-01    0.3127960432E-01    0.4754281213E-01    0.2742095486E+00
    0.1300000000E+03    0.9130990553E-01    0.3376630665E-01    0.5412506447E-01    0.2969284385E+00
    0.1500000000E+03    0.9677502522E-01    0.3583753043E-01    0.6029470933E-01    0.3163210305E+00
    0.1700000000E+03    0.1013419780E+00    0.3758052326E-01    0.6610541923E-01    0.3331133359E+00
    0.1900000000E+03    0.1051878573E+00    0.3905951604E-01    0.7160142725E-01    0.3478303214E+00
    0.2100000000E+03    0.1084461937E+00    0.4032295685E-01    0.7681955001E-01    0.3608615385E+00
    0.2300000000E+03    0.1112197317E+00    0.4140814298E-01    0.8179070778E-01    0.3725025244E+00
    0.2500000000E+03    0.1135889039E+00    0.4234429146E-01    0.8654108224E-01    0.3829818255E+00
    0.2700000000E+03    0.1156176209E+00    0.4315463573E-01    0.9109300939E-01    0.3924791617E+00
    0.2900000000E+03    0.1173573270E+00    0.4385789421E-01    0.9546567584E-01    0.4011379547E+00
