     Pressure (Pa)     3mC6-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.9409725651E-02    0.3393304482E-02
    0.3000000000E+01    0.2720610517E-01    0.9812754242E-02
    0.5000000000E+01    0.4375756729E-01    0.1578536343E-01
    0.7000000000E+01    0.5919022710E-01    0.2135632737E-01
    0.9000000000E+01    0.7361372469E-01    0.2656494196E-01
    0.1100000000E+02    0.8712383017E-01    0.3144553607E-01
    0.1300000000E+02    0.9980456951E-01    0.3602823245E-01
    0.1500000000E+02    0.1117299710E+00    0.4033957291E-01
    0.1700000000E+02    0.1229655094E+00    0.4440303521E-01
    0.1900000000E+02    0.1335693059E+00    0.4823946292E-01
    0.2100000000E+02    0.1435931330E+00    0.5186742487E-01
    0.2300000000E+02    0.1530832577E+00    0.5530351732E-01
    0.2500000000E+02    0.1620811543E+00    0.5856261915E-01
    0.2700000000E+02    0.1706241097E+00    0.6165810850E-01
    0.2900000000E+02    0.1787457382E+00    0.6460204737E-01
    0.3100000000E+02    0.1864764233E+00    0.6740533960E-01
    0.3300000000E+02    0.1938436963E+00    0.7007786674E-01
    0.3500000000E+02    0.2008725635E+00    0.7262860505E-01
    0.3700000000E+02    0.2075857891E+00    0.7506572697E-01
    0.3900000000E+02    0.2140041408E+00    0.7739668908E-01
    0.4100000000E+02    0.2201466043E+00    0.7962830891E-01
    0.4300000000E+02    0.2260305701E+00    0.8176683190E-01
    0.4500000000E+02    0.2316719975E+00    0.8381799028E-01
    0.4700000000E+02    0.2370855592E+00    0.8578705468E-01
    0.4900000000E+02    0.2422847680E+00    0.8767887972E-01
    0.1000000000E+02    0.8047744668E-01    0.2904426824E-01
    0.3000000000E+02    0.1826581652E+00    0.6602063421E-01
    0.5000000000E+02    0.2448079238E+00    0.8859724081E-01
    0.7000000000E+02    0.2865832346E+00    0.1038314936E+00
    0.9000000000E+02    0.3165833598E+00    0.1148146536E+00
    0.1100000000E+03    0.3391662152E+00    0.1231152118E+00
    0.1300000000E+03    0.3567760218E+00    0.1296139490E+00
    0.1500000000E+03    0.3708897311E+00    0.1348437283E+00
    0.1700000000E+03    0.3824523652E+00    0.1391459081E+00
    0.1900000000E+03    0.3920966681E+00    0.1427493196E+00
    0.2100000000E+03    0.4002622268E+00    0.1458131286E+00
    0.2300000000E+03    0.4072639352E+00    0.1484514875E+00
    0.2500000000E+03    0.4133332684E+00    0.1507484082E+00
    0.2700000000E+03    0.4186441827E+00    0.1527671016E+00
    0.2900000000E+03    0.4233299309E+00    0.1545560455E+00
    0.3100000000E+03    0.4274943055E+00    0.1561530447E+00
    0.3300000000E+03    0.4312193510E+00    0.1575880180E+00
    0.3500000000E+03    0.4345707744E+00    0.1588849547E+00
    0.3700000000E+03    0.4376018170E+00    0.1600633161E+00
    0.3900000000E+03    0.4403560753E+00    0.1611390567E+00
    0.4100000000E+03    0.4428695897E+00    0.1621253816E+00
    0.4300000000E+03    0.4451724124E+00    0.1630333145E+00
    0.4500000000E+03    0.4472898008E+00    0.1638721315E+00
    0.4700000000E+03    0.4492431366E+00    0.1646496943E+00
    0.4900000000E+03    0.4510506413E+00    0.1653727108E+00
    0.1000000000E+03    0.3286190642E+00    0.1192343797E+00
    0.3000000000E+03    0.4254717248E+00    0.1553765096E+00
    0.5000000000E+03    0.4519046781E+00    0.1657155961E+00
    0.7000000000E+03    0.4641609004E+00    0.1707555327E+00
    0.9000000000E+03    0.4711991240E+00    0.1738087085E+00
    0.1100000000E+04    0.4757487440E+00    0.1758972050E+00
    0.1300000000E+04    0.4789207336E+00    0.1774421727E+00
    0.1500000000E+04    0.4812517281E+00    0.1786494933E+00
    0.1700000000E+04    0.4830324088E+00    0.1796320135E+00
    0.1900000000E+04    0.4844337822E+00    0.1804569019E+00
    0.2100000000E+04    0.4855629415E+00    0.1811667141E+00
    0.2300000000E+04    0.4864903272E+00    0.1817897653E+00
    0.2500000000E+04    0.4872641426E+00    0.1823456550E+00
    0.2700000000E+04    0.4879184677E+00    0.1828483988E+00
    0.2900000000E+04    0.4884780661E+00    0.1833082967E+00
    0.3100000000E+04    0.4889613558E+00    0.1837330964E+00
