     Pressure (Pa)     3mC6-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.2042044660E-02    0.2651333136E-01
    0.3000000000E+01    0.5653379444E-02    0.7343137548E-01
    0.5000000000E+01    0.8746983994E-02    0.1136574322E+00
    0.7000000000E+01    0.1142646547E-01    0.1485285089E+00
    0.9000000000E+01    0.1376953201E-01    0.1790476696E+00
    0.1100000000E+02    0.1583560736E-01    0.2059821702E+00
    0.1300000000E+02    0.1767090848E-01    0.2299289077E+00
    0.1500000000E+02    0.1931192032E-01    0.2513592173E+00
    0.1700000000E+02    0.2078782853E-01    0.2706502396E+00
    0.1900000000E+02    0.2212225729E-01    0.2881073321E+00
    0.2100000000E+02    0.2333453330E-01    0.3039803728E+00
    0.2300000000E+02    0.2444062009E-01    0.3184758124E+00
    0.2500000000E+02    0.2545381880E-01    0.3317657166E+00
    0.2700000000E+02    0.2638530071E-01    0.3439946385E+00
    0.2900000000E+02    0.2724451701E-01    0.3552849066E+00
    0.3100000000E+02    0.2803951739E-01    0.3657407378E+00
    0.3300000000E+02    0.2877720041E-01    0.3754514701E+00
    0.3500000000E+02    0.2946351206E-01    0.3844941263E+00
    0.3700000000E+02    0.3010360459E-01    0.3929354657E+00
    0.3900000000E+02    0.3070196463E-01    0.4008336383E+00
    0.4100000000E+02    0.3126251721E-01    0.4082395294E+00
    0.4300000000E+02    0.3178871094E-01    0.4151978602E+00
    0.4500000000E+02    0.3228358811E-01    0.4217480931E+00
    0.4700000000E+02    0.3274984278E-01    0.4279251832E+00
    0.4900000000E+02    0.3318986918E-01    0.4337602038E+00
    0.1000000000E+02    0.1483404237E-01    0.1929223080E+00
    0.3000000000E+02    0.2764958860E-01    0.3606112273E+00
    0.5000000000E+02    0.3340072310E-01    0.4365582177E+00
    0.7000000000E+02    0.3665378825E-01    0.4799239122E+00
    0.9000000000E+02    0.3873944024E-01    0.5079992434E+00
    0.1100000000E+03    0.4018670038E-01    0.5276781608E+00
    0.1300000000E+03    0.4124736874E-01    0.5422512497E+00
    0.1500000000E+03    0.4205647424E-01    0.5534880339E+00
    0.1700000000E+03    0.4269287957E-01    0.5624248667E+00
    0.1900000000E+03    0.4320570483E-01    0.5697090390E+00
    0.2100000000E+03    0.4362712404E-01    0.5757657059E+00
    0.2300000000E+03    0.4397908219E-01    0.5808856581E+00
    0.2500000000E+03    0.4427705433E-01    0.5852745215E+00
    0.2700000000E+03    0.4453226170E-01    0.5890818133E+00
    0.2900000000E+03    0.4475303625E-01    0.5924188604E+00
    0.3100000000E+03    0.4494569213E-01    0.5953702630E+00
    0.3300000000E+03    0.4511510002E-01    0.5980014632E+00
    0.3500000000E+03    0.4526507614E-01    0.6003638777E+00
    0.3700000000E+03    0.4539865205E-01    0.6024984660E+00
    0.3900000000E+03    0.4551826580E-01    0.6044382601E+00
    0.4100000000E+03    0.4562589984E-01    0.6062101947E+00
    0.4300000000E+03    0.4572318231E-01    0.6078364528E+00
    0.4500000000E+03    0.4581146245E-01    0.6093354688E+00
    0.4700000000E+03    0.4589186761E-01    0.6107226893E+00
