     Pressure (Pa)     3mC6-400 (mol/kg)     C7-400 (mol/kg)
    0.1700000000E+03    0.1992288043E-01    0.5909127325E+00
    0.1900000000E+03    0.2014451157E-01    0.5980574097E+00
    0.2100000000E+03    0.2032616698E-01    0.6039903190E+00
    0.2300000000E+03    0.2047752336E-01    0.6090006023E+00
    0.2500000000E+03    0.2060538446E-01    0.6132921676E+00
    0.2700000000E+03    0.2071467134E-01    0.6170129426E+00
    0.2900000000E+03    0.2080902991E-01    0.6202728533E+00
    0.3100000000E+03    0.2089121769E-01    0.6231552914E+00
    0.3300000000E+03    0.2096335811E-01    0.6257246659E+00
    0.3500000000E+03    0.2102711223E-01    0.6280315141E+00
    0.3700000000E+03    0.2108379767E-01    0.6301160457E+00
    0.3900000000E+03    0.2113447269E-01    0.6320106528E+00
    0.4100000000E+03    0.2117999671E-01    0.6337417224E+00
    0.4300000000E+03    0.2122107476E-01    0.6353309661E+00
    0.4500000000E+03    0.2125829046E-01    0.6367964124E+00
    0.4700000000E+03    0.2129213095E-01    0.6381531553E+00
    0.4900000000E+03    0.2132300594E-01    0.6394139289E+00
    0.1000000000E+03    0.1854131554E-01    0.5477178577E+00
    0.3000000000E+03    0.2085149990E-01    0.6217568551E+00
    0.5000000000E+03    0.2133744193E-01    0.6400117725E+00
    0.7000000000E+03    0.2153210925E-01    0.6488627581E+00
    0.9000000000E+03    0.2163012413E-01    0.6544247216E+00
    0.1100000000E+04    0.2168543061E-01    0.6584518209E+00
    0.1300000000E+04    0.2171862118E-01    0.6616368824E+00
    0.1500000000E+04    0.2173913856E-01    0.6643087556E+00
    0.1700000000E+04    0.2175186705E-01    0.6666436489E+00
    0.1900000000E+04    0.2175955885E-01    0.6687445212E+00
    0.2100000000E+04    0.2176386731E-01    0.6706755830E+00
    0.2300000000E+04    0.2176583616E-01    0.6724789724E+00
    0.2500000000E+04    0.2176615091E-01    0.6741834998E+00
    0.2700000000E+04    0.2176527644E-01    0.6758095390E+00
    0.2900000000E+04    0.2176353653E-01    0.6773719110E+00
    0.3100000000E+04    0.2176116169E-01    0.6788816602E+00
    0.3300000000E+04    0.2175831913E-01    0.6803471894E+00
    0.3500000000E+04    0.2175513206E-01    0.6817750083E+00
    0.3700000000E+04    0.2175169251E-01    0.6831702417E+00
    0.3900000000E+04    0.2174806998E-01    0.6845369810E+00
    0.4100000000E+04    0.2174431746E-01    0.6858785349E+00
    0.4300000000E+04    0.2174047567E-01    0.6871976101E+00
    0.4500000000E+04    0.2173657612E-01    0.6884964432E+00
    0.4700000000E+04    0.2173264330E-01    0.6897769010E+00
    0.4900000000E+04    0.2172869632E-01    0.6910405545E+00
    0.1000000000E+04    0.2166143639E-01    0.6565741239E+00
    0.3000000000E+04    0.2176241681E-01    0.6781327866E+00
    0.5000000000E+04    0.2172672232E-01    0.6916665042E+00
    0.7000000000E+04    0.2168875747E-01    0.7035419844E+00
    0.9000000000E+04    0.2165530415E-01    0.7145234187E+00
    0.1100000000E+05    0.2162622940E-01    0.7248475598E+00
    0.1300000000E+05    0.2160074826E-01    0.7346254012E+00
    0.1500000000E+05    0.2157815830E-01    0.7439237775E+00
    0.1700000000E+05    0.2155791168E-01    0.7527897911E+00
    0.1900000000E+05    0.2153959010E-01    0.7612600395E+00
    0.2100000000E+05    0.2152287236E-01    0.7693647195E+00
    0.2300000000E+05    0.2150750858E-01    0.7771296986E+00
    0.2500000000E+05    0.2149330143E-01    0.7845776750E+00
    0.2700000000E+05    0.2148009286E-01    0.7917288852E+00
    0.2900000000E+05    0.2146775455E-01    0.7986015706E+00
    0.3100000000E+05    0.2145618104E-01    0.8052123044E+00
    0.3300000000E+05    0.2144528467E-01    0.8115762323E+00
    0.3500000000E+05    0.2143499184E-01    0.8177072592E+00
    0.3700000000E+05    0.2142524022E-01    0.8236181966E+00
    0.3900000000E+05    0.2141597655E-01    0.8293208845E+00
    0.4100000000E+05    0.2140715498E-01    0.8348262924E+00
    0.4300000000E+05    0.2139873580E-01    0.8401446059E+00
    0.4500000000E+05    0.2139068434E-01    0.8452853012E+00
    0.4700000000E+05    0.2138297022E-01    0.8502572093E+00
    0.4900000000E+05    0.2137556663E-01    0.8550685736E+00
    0.1000000000E+05    0.2164026794E-01    0.7197591960E+00
    0.3000000000E+05    0.2146187805E-01    0.8019387038E+00
    0.5000000000E+05    0.2137197376E-01    0.8574164796E+00
    0.7000000000E+05    0.2131185379E-01    0.8975751404E+00
    0.9000000000E+05    0.2126671093E-01    0.9280078278E+00
    0.1100000000E+06    0.2123058629E-01    0.9518705275E+00
    0.1300000000E+06    0.2120048754E-01    0.9710851226E+00
    0.1500000000E+06    0.2117469967E-01    0.9868899323E+00
    0.1700000000E+06    0.2115214851E-01    0.1000119068E+01
    0.1900000000E+06    0.2113211682E-01    0.1011355003E+01
    0.2100000000E+06    0.2111410190E-01    0.1021016844E+01
    0.2300000000E+06    0.2109773782E-01    0.1029413866E+01
    0.2500000000E+06    0.2108274986E-01    0.1036779288E+01
    0.2700000000E+06    0.2106892661E-01    0.1043292301E+01
    0.2900000000E+06    0.2105610182E-01    0.1049092860E+01
    0.3100000000E+06    0.2104414245E-01    0.1054291864E+01
    0.3300000000E+06    0.2103294036E-01    0.1058978329E+01
    0.3500000000E+06    0.2102240646E-01    0.1063224529E+01
    0.3700000000E+06    0.2101246648E-01    0.1067089758E+01
    0.3900000000E+06    0.2100305787E-01    0.1070623117E+01
    0.4100000000E+06    0.2099412744E-01    0.1073865618E+01
    0.4300000000E+06    0.2098562960E-01    0.1076851779E+01
    0.4500000000E+06    0.2097752496E-01    0.1079610863E+01
    0.4700000000E+06    0.2096977928E-01    0.1082167842E+01
    0.4900000000E+06    0.2096236258E-01    0.1084544156E+01
    0.1000000000E+06    0.2124774993E-01    0.9406196977E+00
    0.3000000000E+06    0.2105002122E-01    0.1051761548E+01
    0.5000000000E+06    0.2095876924E-01    0.1085670447E+01
    0.7000000000E+06    0.2089915950E-01    0.1102103279E+01
    0.9000000000E+06    0.2085497138E-01    0.1111806762E+01
    0.1100000000E+07    0.2081992888E-01    0.1118214309E+01
    0.1300000000E+07    0.2079093928E-01    0.1122762787E+01
    0.1500000000E+07    0.2076625008E-01    0.1126159650E+01
    0.1700000000E+07    0.2074477215E-01    0.1128793709E+01
    0.1900000000E+07    0.2072578256E-01    0.1130896388E+01
    0.2100000000E+07    0.2070877699E-01    0.1132614057E+01
    0.2300000000E+07    0.2069338979E-01    0.1134043824E+01
    0.2500000000E+07    0.2067934741E-01    0.1135252652E+01
    0.2700000000E+07    0.2066643997E-01    0.1136288221E+01
    0.2900000000E+07    0.2065450289E-01    0.1137185402E+01
    0.3100000000E+07    0.2064340479E-01    0.1137970288E+01
    0.3300000000E+07    0.2063303914E-01    0.1138662795E+01
    0.3500000000E+07    0.2062331836E-01    0.1139278390E+01
    0.3700000000E+07    0.2061416958E-01    0.1139829263E+01
    0.3900000000E+07    0.2060553157E-01    0.1140325156E+01
    0.4100000000E+07    0.2059735235E-01    0.1140773948E+01
    0.4300000000E+07    0.2058958742E-01    0.1141182078E+01
    0.4500000000E+07    0.2058219844E-01    0.1141554861E+01
    0.4700000000E+07    0.2057515210E-01    0.1141896724E+01
    0.4900000000E+07    0.2056841929E-01    0.1142211382E+01
    0.1000000000E+07    0.2083654411E-01    0.1115307682E+01
    0.3000000000E+07    0.2064885613E-01    0.1137590516E+01
    0.5000000000E+07    0.2056516235E-01    0.1142359510E+01
    0.7000000000E+07    0.2051163496E-01    0.1144451385E+01
    0.9000000000E+07    0.2047260799E-01    0.1145631497E+01
    0.1100000000E+08    0.2044209184E-01    0.1146391781E+01
    0.1300000000E+08    0.2041716089E-01    0.1146923827E+01
    0.1500000000E+08    0.2039616915E-01    0.1147317844E+01
    0.1700000000E+08    0.2037809993E-01    0.1147621930E+01
    0.1900000000E+08    0.2036228198E-01    0.1147864100E+01
    0.2100000000E+08    0.2034824933E-01    0.1148061787E+01
    0.2300000000E+08    0.2033566559E-01    0.1148226415E+01
    0.2500000000E+08    0.2032428015E-01    0.1148365787E+01
    0.2700000000E+08    0.2031390144E-01    0.1148485416E+01
    0.2900000000E+08    0.2030437979E-01    0.1148589311E+01
    0.3100000000E+08    0.2029559614E-01    0.1148680458E+01
    0.3300000000E+08    0.2028745423E-01    0.1148761126E+01
    0.3500000000E+08    0.2027987519E-01    0.1148833072E+01
    0.3700000000E+08    0.2027279361E-01    0.1148897679E+01
    0.3900000000E+08    0.2026615463E-01    0.1148956048E+01
    0.4100000000E+08    0.2025991185E-01    0.1149009070E+01
    0.4300000000E+08    0.2025402566E-01    0.1149057472E+01
    0.4500000000E+08    0.2024846197E-01    0.1149101852E+01
    0.4700000000E+08    0.2024319129E-01    0.1149142710E+01
    0.4900000000E+08    0.2023818789E-01    0.1149180465E+01
    0.1000000000E+08    0.2045651093E-01    0.1146048591E+01
    0.3000000000E+08    0.2029990219E-01    0.1148636322E+01
    0.5000000000E+08    0.2023577926E-01    0.1149198292E+01
    0.7000000000E+08    0.2019738192E-01    0.1149454769E+01
    0.9000000000E+08    0.2017099031E-01    0.1149605173E+01
    0.1100000000E+09    0.2015147139E-01    0.1149705584E+01
    0.1300000000E+09    0.2013636265E-01    0.1149778163E+01
    0.1500000000E+09    0.2012430061E-01    0.1149833516E+01
    0.1700000000E+09    0.2011445530E-01    0.1149877391E+01
    0.1900000000E+09    0.2010628613E-01    0.1149913191E+01
    0.2100000000E+09    0.2009942265E-01    0.1149943070E+01
    0.2300000000E+09    0.2009360068E-01    0.1149968461E+01
    0.2500000000E+09    0.2008862572E-01    0.1149990358E+01
    0.2700000000E+09    0.2008435075E-01    0.1150009474E+01
    0.2900000000E+09    0.2008066219E-01    0.1150026335E+01
    0.3100000000E+09    0.2007747064E-01    0.1150041338E+01
    0.3300000000E+09    0.2007470457E-01    0.1150054790E+01
    0.3500000000E+09    0.2007230598E-01    0.1150066931E+01
    0.3700000000E+09    0.2007022724E-01    0.1150077952E+01
    0.3900000000E+09    0.2006842880E-01    0.1150088009E+01
    0.4100000000E+09    0.2006687752E-01    0.1150097227E+01
    0.4300000000E+09    0.2006554540E-01    0.1150105711E+01
    0.4500000000E+09    0.2006440856E-01    0.1150113548E+01
    0.4700000000E+09    0.2006344652E-01    0.1150120812E+01
    0.4900000000E+09    0.2006264158E-01    0.1150127564E+01
    0.1000000000E+09    0.2016056194E-01    0.1149659839E+01
