     Pressure (Pa)     3mC6-400 (mol/kg)     C7-400 (mol/kg)
    0.3000000000E+03    0.1925340615E+00    0.4233670685E+00
    0.5000000000E+03    0.2001621245E+00    0.4423067555E+00
    0.7000000000E+03    0.2034898549E+00    0.4513749526E+00
    0.9000000000E+03    0.2053118446E+00    0.4568813375E+00
    0.1100000000E+04    0.2064393891E+00    0.4606953690E+00
    0.1300000000E+04    0.2071927506E+00    0.4635697558E+00
    0.1500000000E+04    0.2077230666E+00    0.4658667325E+00
    0.1700000000E+04    0.2081106266E+00    0.4677825252E+00
    0.1900000000E+04    0.2084018576E+00    0.4694328415E+00
    0.2100000000E+04    0.2086253774E+00    0.4708904185E+00
    0.2300000000E+04    0.2087997295E+00    0.4722033292E+00
    0.2500000000E+04    0.2089374228E+00    0.4734046523E+00
    0.2700000000E+04    0.2090471781E+00    0.4745179169E+00
    0.2900000000E+04    0.2091352457E+00    0.4755603308E+00
    0.3100000000E+04    0.2092062117E+00    0.4765447798E+00
    0.3300000000E+04    0.2092635092E+00    0.4774811114E+00
    0.3500000000E+04    0.2093097540E+00    0.4783769857E+00
    0.3700000000E+04    0.2093469695E+00    0.4792384544E+00
    0.3900000000E+04    0.2093767425E+00    0.4800703649E+00
    0.4100000000E+04    0.2094003323E+00    0.4808766479E+00
    0.4300000000E+04    0.2094187492E+00    0.4816605263E+00
    0.4500000000E+04    0.2094328116E+00    0.4824246685E+00
    0.4700000000E+04    0.2094431882E+00    0.4831713043E+00
    0.4900000000E+04    0.2094504297E+00    0.4839023122E+00
    0.1000000000E+04    0.2059365045E+00    0.4589392963E+00
    0.3000000000E+04    0.2091726294E+00    0.4760591258E+00
    0.5000000000E+04    0.2094530208E+00    0.4842624636E+00
    0.7000000000E+04    0.2094185022E+00    0.4909300228E+00
    0.9000000000E+04    0.2093142804E+00    0.4969677128E+00
    0.1100000000E+05    0.2091942099E+00    0.5026411420E+00
    0.1300000000E+05    0.2090740742E+00    0.5080602114E+00
    0.1500000000E+05    0.2089589583E+00    0.5132805101E+00
    0.1700000000E+05    0.2088503533E+00    0.5183342810E+00
    0.1900000000E+05    0.2087484293E+00    0.5232422243E+00
    0.2100000000E+05    0.2086528636E+00    0.5280187208E+00
    0.2300000000E+05    0.2085631676E+00    0.5326744088E+00
    0.2500000000E+05    0.2084788196E+00    0.5372175652E+00
    0.2700000000E+05    0.2083993200E+00    0.5416548965E+00
    0.2900000000E+05    0.2083242108E+00    0.5459920172E+00
    0.3100000000E+05    0.2082530809E+00    0.5502337515E+00
    0.3300000000E+05    0.2081855651E+00    0.5543843327E+00
    0.3500000000E+05    0.2081213403E+00    0.5584475385E+00
    0.3700000000E+05    0.2080601204E+00    0.5624267853E+00
    0.3900000000E+05    0.2080016527E+00    0.5663251971E+00
    0.4100000000E+05    0.2079457125E+00    0.5701456552E+00
    0.4300000000E+05    0.2078921006E+00    0.5738908362E+00
    0.4500000000E+05    0.2078406388E+00    0.5775632416E+00
    0.4700000000E+05    0.2077911683E+00    0.5811652202E+00
    0.4900000000E+05    0.2077435462E+00    0.5846989865E+00
    0.1000000000E+05    0.2092548403E+00    0.4998412097E+00
    0.3000000000E+05    0.2082881723E+00    0.5481245310E+00
    0.5000000000E+05    0.2077203877E+00    0.5864409490E+00
    0.7000000000E+05    0.2073289898E+00    0.6181566370E+00
    0.9000000000E+05    0.2070314938E+00    0.6449155187E+00
    0.1100000000E+06    0.2067919562E+00    0.6678162648E+00
    0.1300000000E+06    0.2065916592E+00    0.6876453983E+00
    0.1500000000E+06    0.2064196530E+00    0.7049860274E+00
    0.1700000000E+06    0.2062689922E+00    0.7202811505E+00
    0.1900000000E+06    0.2061350002E+00    0.7338739076E+00
    0.2100000000E+06    0.2060143810E+00    0.7460344458E+00
    0.2300000000E+06    0.2059047255E+00    0.7569784541E+00
    0.2500000000E+06    0.2058042205E+00    0.7668802802E+00
    0.2700000000E+06    0.2057114673E+00    0.7758824113E+00
    0.2900000000E+06    0.2056253648E+00    0.7841024499E+00
    0.3100000000E+06    0.2055450304E+00    0.7916383287E+00
    0.3300000000E+06    0.2054697464E+00    0.7985722638E+00
    0.3500000000E+06    0.2053989209E+00    0.8049737900E+00
    0.3700000000E+06    0.2053320603E+00    0.8109021174E+00
    0.3900000000E+06    0.2052687486E+00    0.8164079811E+00
    0.4100000000E+06    0.2052086319E+00    0.8215351062E+00
    0.4300000000E+06    0.2051514069E+00    0.8263213790E+00
    0.4500000000E+06    0.2050968114E+00    0.8307997912E+00
    0.4700000000E+06    0.2050446173E+00    0.8349992054E+00
    0.4900000000E+06    0.2049946249E+00    0.8389449825E+00
    0.1000000000E+06    0.2069058998E+00    0.6567932668E+00
    0.3000000000E+06    0.2055845248E+00    0.7879504418E+00
    0.5000000000E+06    0.2049703986E+00    0.8408298536E+00
    0.7000000000E+06    0.2045680344E+00    0.8694610603E+00
    0.9000000000E+06    0.2042692592E+00    0.8874354759E+00
    0.1100000000E+07    0.2040320981E+00    0.8997820407E+00
    0.1300000000E+07    0.2038358116E+00    0.9087937897E+00
    0.1500000000E+07    0.2036686198E+00    0.9156660653E+00
    0.1700000000E+07    0.2035231866E+00    0.9210833540E+00
    0.1900000000E+07    0.2033946338E+00    0.9254659544E+00
    0.2100000000E+07    0.2032795534E+00    0.9290862798E+00
    0.2300000000E+07    0.2031754710E+00    0.9321286781E+00
    0.2500000000E+07    0.2030805335E+00    0.9347223804E+00
    0.2700000000E+07    0.2029933176E+00    0.9369606824E+00
    0.2900000000E+07    0.2029127063E+00    0.9389126330E+00
    0.3100000000E+07    0.2028378074E+00    0.9406304381E+00
    0.3300000000E+07    0.2027678967E+00    0.9421543060E+00
    0.3500000000E+07    0.2027023788E+00    0.9435157102E+00
    0.3700000000E+07    0.2026407579E+00    0.9447396422E+00
    0.3900000000E+07    0.2025826171E+00    0.9458462006E+00
    0.4100000000E+07    0.2025276025E+00    0.9468517340E+00
    0.4300000000E+07    0.2024754112E+00    0.9477696781E+00
    0.4500000000E+07    0.2024257817E+00    0.9486111777E+00
    0.4700000000E+07    0.2023784871E+00    0.9493855559E+00
    0.4900000000E+07    0.2023333290E+00    0.9501006723E+00
    0.1000000000E+07    0.2041445663E+00    0.8941322063E+00
    0.3000000000E+07    0.2028745915E+00    0.9397980538E+00
    0.5000000000E+07    0.2023114958E+00    0.9504381326E+00
    0.7000000000E+07    0.2019539274E+00    0.9552673770E+00
    0.9000000000E+07    0.2016950491E+00    0.9580578815E+00
    0.1100000000E+08    0.2014939915E+00    0.9598914013E+00
    0.1300000000E+08    0.2013308008E+00    0.9611968103E+00
    0.1500000000E+08    0.2011942600E+00    0.9621787582E+00
    0.1700000000E+08    0.2010774483E+00    0.9629475636E+00
    0.1900000000E+08    0.2009758013E+00    0.9635680947E+00
    0.2100000000E+08    0.2008861547E+00    0.9640810679E+00
    0.2300000000E+08    0.2008062266E+00    0.9645133760E+00
    0.2500000000E+08    0.2007343194E+00    0.9648835229E+00
    0.2700000000E+08    0.2006691371E+00    0.9652046754E+00
    0.2900000000E+08    0.2006096682E+00    0.9654864696E+00
    0.3100000000E+08    0.2005551094E+00    0.9657361274E+00
    0.3300000000E+08    0.2005048117E+00    0.9659591738E+00
    0.3500000000E+08    0.2004582443E+00    0.9661599114E+00
    0.3700000000E+08    0.2004149674E+00    0.9663417434E+00
    0.3900000000E+08    0.2003746125E+00    0.9665073993E+00
    0.4100000000E+08    0.2003368685E+00    0.9666590951E+00
    0.4300000000E+08    0.2003014700E+00    0.9667986503E+00
    0.4500000000E+08    0.2002681889E+00    0.9669275729E+00
    0.4700000000E+08    0.2002368281E+00    0.9670471250E+00
    0.4900000000E+08    0.2002072159E+00    0.9671583709E+00
    0.1000000000E+08    0.2015888267E+00    0.9590596408E+00
    0.3000000000E+08    0.2005818187E+00    0.9656149369E+00
    0.5000000000E+08    0.2001930178E+00    0.9672111671E+00
    0.7000000000E+08    0.1999725328E+00    0.9679929833E+00
    0.9000000000E+08    0.1998292064E+00    0.9684752282E+00
    0.1100000000E+09    0.1997293281E+00    0.9688096213E+00
    0.1300000000E+09    0.1996568956E+00    0.9690584672E+00
    0.1500000000E+09    0.1996031361E+00    0.9692525839E+00
    0.1700000000E+09    0.1995627596E+00    0.9694091721E+00
    0.1900000000E+09    0.1995323525E+00    0.9695386858E+00
    0.2100000000E+09    0.1995095962E+00    0.9696478951E+00
    0.2300000000E+09    0.1994928519E+00    0.9697414048E+00
    0.2500000000E+09    0.1994809235E+00    0.9698224721E+00
    0.2700000000E+09    0.1994729146E+00    0.9698934762E+00
    0.2900000000E+09    0.1994681387E+00    0.9699562012E+00
    0.3100000000E+09    0.1994660599E+00    0.9700120158E+00
    0.3300000000E+09    0.1994662533E+00    0.9700619900E+00
    0.3500000000E+09    0.1994683770E+00    0.9701069747E+00
    0.3700000000E+09    0.1994721528E+00    0.9701476560E+00
    0.3900000000E+09    0.1994773517E+00    0.9701845946E+00
    0.4100000000E+09    0.1994837833E+00    0.9702182538E+00
    0.4300000000E+09    0.1994912883E+00    0.9702490202E+00
    0.4500000000E+09    0.1994997318E+00    0.9702772196E+00
    0.4700000000E+09    0.1995089994E+00    0.9703031286E+00
    0.4900000000E+09    0.1995189929E+00    0.9703269840E+00
    0.1000000000E+09    0.1997750756E+00    0.9686559243E+00
