     Pressure (Pa)     3mC6-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.8335626033E-02    0.6763537442E-02
    0.3000000000E+01    0.2394581617E-01    0.1943381332E-01
    0.5000000000E+01    0.3828503515E-01    0.3107761211E-01
    0.7000000000E+01    0.5150223507E-01    0.4181504157E-01
    0.9000000000E+01    0.6372397512E-01    0.5174816722E-01
    0.1100000000E+02    0.7505847663E-01    0.6096427800E-01
    0.1300000000E+02    0.8559882794E-01    0.6953846746E-01
    0.1500000000E+02    0.9542553979E-01    0.7753569202E-01
    0.1700000000E+02    0.1046085999E+00    0.8501242601E-01
    0.1900000000E+02    0.1132091375E+00    0.9201800263E-01
    0.2100000000E+02    0.1212807817E+00    0.9859570833E-01
    0.2300000000E+02    0.1288707774E+00    0.1047836819E+00
    0.2500000000E+02    0.1360209077E+00    0.1106156577E+00
    0.2700000000E+02    0.1427682606E+00    0.1161215838E+00
    0.2900000000E+02    0.1491458706E+00    0.1213281388E+00
    0.3100000000E+02    0.1551832576E+00    0.1262591662E+00
    0.3300000000E+02    0.1609068821E+00    0.1309360415E+00
    0.3500000000E+02    0.1663405314E+00    0.1353779832E+00
    0.3700000000E+02    0.1715056488E+00    0.1396023187E+00
    0.3900000000E+02    0.1764216154E+00    0.1436247110E+00
    0.4100000000E+02    0.1811059921E+00    0.1474593542E+00
    0.4300000000E+02    0.1855747281E+00    0.1511191416E+00
    0.4500000000E+02    0.1898423421E+00    0.1546158116E+00
    0.4700000000E+02    0.1939220786E+00    0.1579600739E+00
    0.4900000000E+02    0.1978260451E+00    0.1611617201E+00
    0.1000000000E+02    0.6949599069E-01    0.5644089663E-01
    0.3000000000E+02    0.1522053713E+00    0.1238267036E+00
    0.5000000000E+02    0.1997156169E+00    0.1627118950E+00
    0.7000000000E+02    0.2305310043E+00    0.1880500033E+00
    0.9000000000E+02    0.2521227183E+00    0.2058874834E+00
    0.1100000000E+03    0.2680843398E+00    0.2191368471E+00
    0.1300000000E+03    0.2803581904E+00    0.2293745593E+00
    0.1500000000E+03    0.2900858663E+00    0.2375285066E+00
    0.1700000000E+03    0.2979822086E+00    0.2441805360E+00
    0.1900000000E+03    0.3045176129E+00    0.2497140700E+00
    0.2100000000E+03    0.3100142504E+00    0.2543920838E+00
    0.2300000000E+03    0.3147001637E+00    0.2584009822E+00
    0.2500000000E+03    0.3187412872E+00    0.2618765932E+00
    0.2700000000E+03    0.3222612321E+00    0.2649202435E+00
    0.2900000000E+03    0.3253539638E+00    0.2676090663E+00
    0.3100000000E+03    0.3280921804E+00    0.2700028218E+00
    0.3300000000E+03    0.3305330032E+00    0.2721485312E+00
