     Pressure (Pa)     3mC6-400 (mol/kg)     C7-400 (mol/kg)
    0.1300000000E+04    0.2738590516E+00    0.3931148177E+00
    0.1500000000E+04    0.2747165564E+00    0.3952291874E+00
    0.1700000000E+04    0.2753538059E+00    0.3969767074E+00
    0.1900000000E+04    0.2758413679E+00    0.3984682902E+00
    0.2100000000E+04    0.2762229596E+00    0.3997738092E+00
    0.2300000000E+04    0.2765270460E+00    0.4009395316E+00
    0.2500000000E+04    0.2767729195E+00    0.4019973476E+00
    0.2700000000E+04    0.2769740934E+00    0.4029699752E+00
    0.2900000000E+04    0.2771402985E+00    0.4038740525E+00
    0.3100000000E+04    0.2772787079E+00    0.4047220550E+00
    0.3300000000E+04    0.2773947169E+00    0.4055235281E+00
    0.3500000000E+04    0.2774924559E+00    0.4062859051E+00
    0.3700000000E+04    0.2775751358E+00    0.4070150654E+00
    0.3900000000E+04    0.2776452868E+00    0.4077157227E+00
    0.4100000000E+04    0.2777049270E+00    0.4083917032E+00
    0.4300000000E+04    0.2777556840E+00    0.4090461466E+00
    0.4500000000E+04    0.2777988830E+00    0.4096816552E+00
    0.4700000000E+04    0.2778356126E+00    0.4103004048E+00
    0.4900000000E+04    0.2778667746E+00    0.4109042301E+00
    0.1000000000E+04    0.2718681638E+00    0.3888060325E+00
    0.3000000000E+04    0.2772126058E+00    0.4043044090E+00
    0.5000000000E+04    0.2778805077E+00    0.4112010425E+00
    0.7000000000E+04    0.2779930675E+00    0.4166326000E+00
    0.9000000000E+04    0.2779596411E+00    0.4214853262E+00
    0.1100000000E+05    0.2778776109E+00    0.4260198632E+00
    0.1300000000E+05    0.2777789468E+00    0.4303436610E+00
    0.1500000000E+05    0.2776760137E+00    0.4345104746E+00
    0.1700000000E+05    0.2775740072E+00    0.4385509088E+00
    0.1900000000E+05    0.2774751549E+00    0.4424841126E+00
    0.2100000000E+05    0.2773803527E+00    0.4463229734E+00
    0.2300000000E+05    0.2772898704E+00    0.4500766872E+00
    0.2500000000E+05    0.2772036777E+00    0.4537521391E+00
    0.2700000000E+05    0.2771216030E+00    0.4573546945E+00
    0.2900000000E+05    0.2770434133E+00    0.4608886778E+00
    0.3100000000E+05    0.2769688548E+00    0.4643576741E+00
    0.3300000000E+05    0.2768976745E+00    0.4677647282E+00
    0.3500000000E+05    0.2768296300E+00    0.4711124779E+00
    0.3700000000E+05    0.2767644945E+00    0.4744032477E+00
    0.3900000000E+05    0.2767020583E+00    0.4776391158E+00
    0.4100000000E+05    0.2766421293E+00    0.4808219621E+00
    0.4300000000E+05    0.2765845318E+00    0.4839535049E+00
    0.4500000000E+05    0.2765291057E+00    0.4870353281E+00
    0.4700000000E+05    0.2764757051E+00    0.4900689022E+00
    0.4900000000E+05    0.2764241969E+00    0.4930556010E+00
    0.1000000000E+05    0.2779219882E+00    0.4237837951E+00
    0.3000000000E+05    0.2770056961E+00    0.4626310982E+00
    0.5000000000E+05    0.2763991141E+00    0.4945317783E+00
    0.7000000000E+05    0.2759724277E+00    0.5218737282E+00
    0.9000000000E+05    0.2756456182E+00    0.5456635435E+00
    0.1100000000E+06    0.2753815443E+00    0.5665790463E+00
    0.1300000000E+06    0.2751603412E+00    0.5851226055E+00
    0.1500000000E+06    0.2749702148E+00    0.6016814011E+00
    0.1700000000E+06    0.2748036140E+00    0.6165608094E+00
    0.1900000000E+06    0.2746554228E+00    0.6300057305E+00
    0.2100000000E+06    0.2745220202E+00    0.6422151973E+00
    0.2300000000E+06    0.2744007515E+00    0.6533527952E+00
    0.2500000000E+06    0.2742896144E+00    0.6635542995E+00
    0.2700000000E+06    0.2741870623E+00    0.6729333893E+00
    0.2900000000E+06    0.2740918759E+00    0.6815859920E+00
    0.3100000000E+06    0.2740030778E+00    0.6895936334E+00
    0.3300000000E+06    0.2739198724E+00    0.6970260523E+00
    0.3500000000E+06    0.2738416036E+00    0.7039432622E+00
    0.3700000000E+06    0.2737677241E+00    0.7103971937E+00
    0.3900000000E+06    0.2736977728E+00    0.7164330136E+00
    0.4100000000E+06    0.2736313574E+00    0.7220901931E+00
    0.4300000000E+06    0.2735681415E+00    0.7274033801E+00
    0.4500000000E+06    0.2735078346E+00    0.7324031144E+00
    0.4700000000E+06    0.2734501840E+00    0.7371164200E+00
    0.4900000000E+06    0.2733949684E+00    0.7415672978E+00
    0.1000000000E+06    0.2755072379E+00    0.5564459725E+00
    0.3000000000E+06    0.2740467318E+00    0.6856658244E+00
    0.5000000000E+06    0.2733682120E+00    0.7437011024E+00
    0.7000000000E+06    0.2729239114E+00    0.7767333539E+00
    0.9000000000E+06    0.2725940898E+00    0.7980798358E+00
    0.1100000000E+07    0.2723323579E+00    0.8130220943E+00
    0.1300000000E+07    0.2721158111E+00    0.8240738639E+00
    0.1500000000E+07    0.2719314404E+00    0.8325845970E+00
    0.1700000000E+07    0.2717711428E+00    0.8393437869E+00
    0.1900000000E+07    0.2716295281E+00    0.8448442198E+00
    0.2100000000E+07    0.2715028291E+00    0.8494094483E+00
    0.2300000000E+07    0.2713883094E+00    0.8532607319E+00
    0.2500000000E+07    0.2712839191E+00    0.8565545241E+00
    0.2700000000E+07    0.2711880827E+00    0.8594045958E+00
    0.2900000000E+07    0.2710995639E+00    0.8618956716E+00
    0.3100000000E+07    0.2710173745E+00    0.8640921507E+00
    0.3300000000E+07    0.2709407124E+00    0.8660438624E+00
    0.3500000000E+07    0.2708689177E+00    0.8677899698E+00
    0.3700000000E+07    0.2708014411E+00    0.8693616815E+00
    0.3900000000E+07    0.2707378206E+00    0.8707841760E+00
    0.4100000000E+07    0.2706776638E+00    0.8720779926E+00
    0.4300000000E+07    0.2706206347E+00    0.8732600542E+00
    0.4500000000E+07    0.2705664435E+00    0.8743444306E+00
    0.4700000000E+07    0.2705148386E+00    0.8753429165E+00
    0.4900000000E+07    0.2704655998E+00    0.8762654740E+00
    0.1000000000E+07    0.2724564681E+00    0.8061559714E+00
    0.3000000000E+07    0.2710577320E+00    0.8630273327E+00
    0.5000000000E+07    0.2704418064E+00    0.8767009777E+00
    0.7000000000E+07    0.2700534829E+00    0.8829414343E+00
    0.9000000000E+07    0.2697742714E+00    0.8865498931E+00
    0.1100000000E+08    0.2695588569E+00    0.8889184004E+00
    0.1300000000E+08    0.2693851332E+00    0.8906016391E+00
    0.1500000000E+08    0.2692406870E+00    0.8918649959E+00
    0.1700000000E+08    0.2691178683E+00    0.8928517345E+00
    0.1900000000E+08    0.2690116382E+00    0.8936461546E+00
    0.2100000000E+08    0.2689185076E+00    0.8943011827E+00
    0.2300000000E+08    0.2688359637E+00    0.8948517742E+00
    0.2500000000E+08    0.2687621397E+00    0.8953219743E+00
    0.2700000000E+08    0.2686956117E+00    0.8957288854E+00
    0.2900000000E+08    0.2686352705E+00    0.8960850170E+00
    0.3100000000E+08    0.2685802356E+00    0.8963997392E+00
    0.3300000000E+08    0.2685297970E+00    0.8966802149E+00
    0.3500000000E+08    0.2684833745E+00    0.8969320184E+00
    0.3700000000E+08    0.2684404879E+00    0.8971595554E+00
    0.3900000000E+08    0.2684007355E+00    0.8973663564E+00
    0.4100000000E+08    0.2683637785E+00    0.8975552858E+00
    0.4300000000E+08    0.2683293281E+00    0.8977286926E+00
    0.4500000000E+08    0.2682971367E+00    0.8978885230E+00
    0.4700000000E+08    0.2682669900E+00    0.8980364037E+00
    0.4900000000E+08    0.2682387022E+00    0.8981737056E+00
    0.1000000000E+08    0.2696602895E+00    0.8878443993E+00
    0.3000000000E+08    0.2686071376E+00    0.8962470633E+00
    0.5000000000E+08    0.2682252036E+00    0.8982387602E+00
    0.7000000000E+08    0.2680222133E+00    0.8991925570E+00
    0.9000000000E+08    0.2678997958E+00    0.8997694938E+00
    0.1100000000E+09    0.2678219860E+00    0.9001625386E+00
    0.1300000000E+09    0.2677718895E+00    0.9004502607E+00
    0.1500000000E+09    0.2677403361E+00    0.9006712217E+00
    0.1700000000E+09    0.2677218502E+00    0.9008467907E+00
    0.1900000000E+09    0.2677129316E+00    0.9009898695E+00
    0.2100000000E+09    0.2677112255E+00    0.9011087614E+00
    0.2300000000E+09    0.2677150833E+00    0.9012090818E+00
    0.2500000000E+09    0.2677233128E+00    0.9012947808E+00
    0.2700000000E+09    0.2677350295E+00    0.9013687285E+00
    0.2900000000E+09    0.2677495622E+00    0.9014330669E+00
    0.3100000000E+09    0.2677663921E+00    0.9014894312E+00
    0.3300000000E+09    0.2677851119E+00    0.9015390943E+00
    0.3500000000E+09    0.2678053975E+00    0.9015830637E+00
    0.3700000000E+09    0.2678269875E+00    0.9016221484E+00
    0.3900000000E+09    0.2678496691E+00    0.9016570072E+00
    0.4100000000E+09    0.2678732674E+00    0.9016881818E+00
    0.4300000000E+09    0.2678976375E+00    0.9017161230E+00
    0.4500000000E+09    0.2679226584E+00    0.9017412090E+00
    0.4700000000E+09    0.2679482281E+00    0.9017637598E+00
    0.4900000000E+09    0.2679742608E+00    0.9017840483E+00
    0.1000000000E+09    0.2678566272E+00    0.8999827067E+00
