     Pressure (Pa)     2mC6-400 (mol/kg)     23mC5-400 (mol/kg)
    0.1000000000E+01    0.9505963821E-02    0.7407085643E-03
    0.3000000000E+01    0.2772063693E-01    0.2177820673E-02
    0.5000000000E+01    0.4494402184E-01    0.3559638411E-02
    0.7000000000E+01    0.6125426820E-01    0.4890282941E-02
    0.9000000000E+01    0.7672152558E-01    0.6173457651E-02
    0.1100000000E+02    0.9140894210E-01    0.7412500671E-02
    0.1300000000E+02    0.1053735170E+00    0.8610429597E-02
    0.1500000000E+02    0.1186668315E+00    0.9769979747E-02
    0.1700000000E+02    0.1313356777E+00    0.1089363701E-01
    0.1900000000E+02    0.1434226020E+00    0.1198366618E-01
    0.2100000000E+02    0.1549663758E+00    0.1304213548E-01
    0.2300000000E+02    0.1660024053E+00    0.1407093783E-01
    0.2500000000E+02    0.1765630889E+00    0.1507180944E-01
    0.2700000000E+02    0.1866781298E+00    0.1604634602E-01
    0.2900000000E+02    0.1963748103E+00    0.1699601700E-01
    0.3100000000E+02    0.2056782340E+00    0.1792217807E-01
    0.3300000000E+02    0.2146115385E+00    0.1882608219E-01
    0.3500000000E+02    0.2231960844E+00    0.1970888941E-01
    0.3700000000E+02    0.2314516224E+00    0.2057167545E-01
    0.3900000000E+02    0.2393964425E+00    0.2141543947E-01
    0.4100000000E+02    0.2470475060E+00    0.2224111089E-01
    0.4300000000E+02    0.2544205643E+00    0.2304955554E-01
    0.4500000000E+02    0.2615302647E+00    0.2384158112E-01
    0.4700000000E+02    0.2683902457E+00    0.2461794213E-01
    0.4900000000E+02    0.2750132218E+00    0.2537934431E-01
    0.1000000000E+02    0.8415901648E-01    0.6798299987E-02
    0.3000000000E+02    0.2010741894E+00    0.1746195567E-01
    0.5000000000E+02    0.2782395729E+00    0.2575464403E-01
    0.7000000000E+02    0.3328230115E+00    0.3261552455E-01
    0.9000000000E+02    0.3733609484E+00    0.3852766307E-01
    0.1100000000E+03    0.4045754481E+00    0.4376852879E-01
    0.1300000000E+03    0.4292895114E+00    0.4851070067E-01
    0.1500000000E+03    0.4492938664E+00    0.5286818035E-01
    0.1700000000E+03    0.4657788623E+00    0.5691991229E-01
    0.1900000000E+03    0.4795663523E+00    0.6072267927E-01
    0.2100000000E+03    0.4912418652E+00    0.6431861778E-01
    0.2300000000E+03    0.5012337294E+00    0.6773982181E-01
    0.2500000000E+03    0.5098624230E+00    0.7101128275E-01
    0.2700000000E+03    0.5173724467E+00    0.7415283396E-01
    0.2900000000E+03    0.5239535327E+00    0.7718047634E-01
    0.3100000000E+03    0.5297551326E+00    0.8010730599E-01
    0.3300000000E+03    0.5348965416E+00    0.8294417833E-01
    0.3500000000E+03    0.5394741194E+00    0.8570019334E-01
    0.3700000000E+03    0.5435665327E+00    0.8838305655E-01
    0.3900000000E+03    0.5472386258E+00    0.9099935191E-01
    0.4100000000E+03    0.5505443182E+00    0.9355475105E-01
    0.4300000000E+03    0.5535288039E+00    0.9605417600E-01
    0.4500000000E+03    0.5562302413E+00    0.9850192705E-01
    0.4700000000E+03    0.5586810654E+00    0.1009017845E+00
    0.4900000000E+03    0.5609090173E+00    0.1032570902E+00
    0.1000000000E+03    0.3899258407E+00    0.4121945987E-01
    0.3000000000E+03    0.5269437017E+00    0.7865576818E-01
    0.5000000000E+03    0.5619470060E+00    0.1044189773E+00
    0.7000000000E+03    0.5753504147E+00    0.1258922471E+00
