     Pressure (Pa)     2mC6-400 (mol/kg)     23mC5-400 (mol/kg)
    0.1000000000E+01    0.3195487909E-02    0.1488909927E-02
    0.3000000000E+01    0.9472288014E-02    0.4420363810E-02
    0.5000000000E+01    0.1560140114E-01    0.7291999546E-02
    0.7000000000E+01    0.2158805083E-01    0.1010610975E-01
    0.9000000000E+01    0.2743720895E-01    0.1286486750E-01
    0.1100000000E+02    0.3315361111E-01    0.1557033411E-01
    0.1300000000E+02    0.3874177096E-01    0.1822446622E-01
    0.1500000000E+02    0.4420599338E-01    0.2082912248E-01
    0.1700000000E+02    0.4955038677E-01    0.2338606961E-01
    0.1900000000E+02    0.5477887442E-01    0.2589698804E-01
    0.2100000000E+02    0.5989520515E-01    0.2836347724E-01
    0.2300000000E+02    0.6490296314E-01    0.3078706049E-01
    0.2500000000E+02    0.6980557709E-01    0.3316918945E-01
    0.2700000000E+02    0.7460632885E-01    0.3551124836E-01
    0.2900000000E+02    0.7930836136E-01    0.3781455794E-01
    0.3100000000E+02    0.8391468611E-01    0.4008037899E-01
    0.3300000000E+02    0.8842819015E-01    0.4230991586E-01
    0.3500000000E+02    0.9285164261E-01    0.4450431953E-01
    0.3700000000E+02    0.9718770081E-01    0.4666469062E-01
    0.3900000000E+02    0.1014389160E+00    0.4879208209E-01
    0.4100000000E+02    0.1056077386E+00    0.5088750187E-01
    0.4300000000E+02    0.1096965235E+00    0.5295191525E-01
    0.4500000000E+02    0.1137075347E+00    0.5498624713E-01
    0.4700000000E+02    0.1176429496E+00    0.5699138413E-01
    0.4900000000E+02    0.1215048633E+00    0.5896817660E-01
    0.1000000000E+02    0.3031171738E-01    0.1422413753E-01
    0.3000000000E+02    0.8162330392E-01    0.3895207797E-01
    0.5000000000E+02    0.1234088904E+00    0.5994619990E-01
    0.7000000000E+02    0.1580833990E+00    0.7820047138E-01
    0.9000000000E+02    0.1872976819E+00    0.9437277793E-01
    0.1100000000E+03    0.2122226680E+00    0.1089170288E+00
    0.1300000000E+03    0.2337140929E+00    0.1221573026E+00
    0.1500000000E+03    0.2524130273E+00    0.1343317180E+00
    0.1700000000E+03    0.2688098598E+00    0.1456195580E+00
    0.1900000000E+03    0.2832864761E+00    0.1561586768E+00
    0.2100000000E+03    0.2961449050E+00    0.1660570331E+00
    0.2300000000E+03    0.3076272752E+00    0.1754005455E+00
    0.2500000000E+03    0.3179300333E+00    0.1842585757E+00
    0.2700000000E+03    0.3272142704E+00    0.1926878377E+00
    0.2900000000E+03    0.3356133544E+00    0.2007352387E+00
    0.3100000000E+03    0.3432386570E+00    0.2084399793E+00
    0.3300000000E+03    0.3501839125E+00    0.2158351304E+00
    0.3500000000E+03    0.3565285747E+00    0.2229488330E+00
    0.3700000000E+03    0.3623404342E+00    0.2298052239E+00
    0.3900000000E+03    0.3676776779E+00    0.2364251568E+00
    0.4100000000E+03    0.3725905267E+00    0.2428267713E+00
    0.4300000000E+03    0.3771225484E+00    0.2490259456E+00
    0.4500000000E+03    0.3813117185E+00    0.2550366597E+00
    0.4700000000E+03    0.3851912852E+00    0.2608712901E+00
    0.4900000000E+03    0.3887904774E+00    0.2665408497E+00
    0.1000000000E+03    0.2002368715E+00    0.1018257319E+00
    0.3000000000E+03    0.3395165001E+00    0.2046282466E+00
    0.5000000000E+03    0.3904931142E+00    0.2693168460E+00
    0.7000000000E+03    0.4147233507E+00    0.3180976069E+00
    0.9000000000E+03    0.4278289786E+00    0.3573180406E+00
    0.1100000000E+04    0.4355012014E+00    0.3898351602E+00
    0.1300000000E+04    0.4402485523E+00    0.4172833373E+00
    0.1500000000E+04    0.4433154363E+00    0.4407375575E+00
    0.1700000000E+04    0.4453706018E+00    0.4609660875E+00
    0.1900000000E+04    0.4467947116E+00    0.4785463981E+00
    0.2100000000E+04    0.4478140139E+00    0.4939265818E+00
    0.2300000000E+04    0.4485675798E+00    0.5074617766E+00
    0.2500000000E+04    0.4491432269E+00    0.5194377022E+00
    0.2700000000E+04    0.4495976457E+00    0.5300868518E+00
    0.2900000000E+04    0.4499681120E+00    0.5396001397E+00
    0.3100000000E+04    0.4502795217E+00    0.5481355494E+00
    0.3300000000E+04    0.4505487260E+00    0.5558247015E+00
    0.3500000000E+04    0.4507872648E+00    0.5627779243E+00
    0.3700000000E+04    0.4510031221E+00    0.5690882201E+00
    0.3900000000E+04    0.4512018725E+00    0.5748343985E+00
    0.4100000000E+04    0.4513874413E+00    0.5800835724E+00
    0.4300000000E+04    0.4515626141E+00    0.5848931618E+00
    0.4500000000E+04    0.4517293830E+00    0.5893125121E+00
    0.4700000000E+04    0.4518891837E+00    0.5933842089E+00
    0.4900000000E+04    0.4520430596E+00    0.5971451527E+00
    0.1000000000E+04    0.4321449471E+00    0.3742946649E+00
    0.3000000000E+04    0.4501299952E+00    0.5439813008E+00
    0.5000000000E+04    0.4521180234E+00    0.5989192894E+00
    0.7000000000E+04    0.4534166102E+00    0.6240173864E+00
    0.9000000000E+04    0.4544333581E+00    0.6379228793E+00
    0.1100000000E+05    0.4552412536E+00    0.6466150656E+00
    0.1300000000E+05    0.4558913587E+00    0.6525095520E+00
    0.1500000000E+05    0.4564223332E+00    0.6567466731E+00
    0.1700000000E+05    0.4568625164E+00    0.6599280805E+00
    0.1900000000E+05    0.4572325187E+00    0.6623987330E+00
    0.2100000000E+05    0.4575474319E+00    0.6643695680E+00
    0.2300000000E+05    0.4578184507E+00    0.6659763577E+00
    0.2500000000E+05    0.4580540031E+00    0.6673102212E+00
    0.2700000000E+05    0.4582605306E+00    0.6684344666E+00
    0.2900000000E+05    0.4584430276E+00    0.6693943834E+00
    0.3100000000E+05    0.4586054195E+00    0.6702231890E+00
    0.3300000000E+05    0.4587508295E+00    0.6709457772E+00
    0.3500000000E+05    0.4588817717E+00    0.6715811573E+00
    0.3700000000E+05    0.4590002908E+00    0.6721440872E+00
    0.3900000000E+05    0.4591080661E+00    0.6726461930E+00
    0.4100000000E+05    0.4592064891E+00    0.6730967540E+00
    0.4300000000E+05    0.4592967219E+00    0.6735032639E+00
    0.4500000000E+05    0.4593797428E+00    0.6738718384E+00
    0.4700000000E+05    0.4594563808E+00    0.6742075170E+00
    0.4900000000E+05    0.4595273427E+00    0.6745144889E+00
    0.1000000000E+05    0.4548599141E+00    0.6427254064E+00
    0.3000000000E+05    0.4585265253E+00    0.6698234576E+00
    0.5000000000E+05    0.4595608882E+00    0.6746583293E+00
