     Pressure (Pa)     2mC6-400 (mol/kg)     23mC5-400 (mol/kg)
    0.1000000000E+01    0.6364026244E-02    0.1113863325E-02
    0.3000000000E+01    0.1870954030E-01    0.3290766280E-02
    0.5000000000E+01    0.3056980416E-01    0.5403205541E-02
    0.7000000000E+01    0.4197258335E-01    0.7454866973E-02
    0.9000000000E+01    0.5294355660E-01    0.9449149469E-02
    0.1100000000E+02    0.6350650940E-01    0.1138919274E-01
    0.1300000000E+02    0.7368350616E-01    0.1327790189E-01
    0.1500000000E+02    0.8349504390E-01    0.1511796929E-01
    0.1700000000E+02    0.9296018966E-01    0.1691189395E-01
    0.1900000000E+02    0.1020967036E+00    0.1866199886E-01
    0.2100000000E+02    0.1109211497E+00    0.2037044647E-01
    0.2300000000E+02    0.1194489949E+00    0.2203925254E-01
    0.2500000000E+02    0.1276946990E+00    0.2367029856E-01
    0.2700000000E+02    0.1356717959E+00    0.2526534295E-01
    0.2900000000E+02    0.1433929661E+00    0.2682603114E-01
    0.3100000000E+02    0.1508701039E+00    0.2835390465E-01
    0.3300000000E+02    0.1581143771E+00    0.2985040931E-01
    0.3500000000E+02    0.1651362819E+00    0.3131690272E-01
    0.3700000000E+02    0.1719456929E+00    0.3275466098E-01
    0.3900000000E+02    0.1785519085E+00    0.3416488486E-01
    0.4100000000E+02    0.1849636926E+00    0.3554870536E-01
    0.4300000000E+02    0.1911893120E+00    0.3690718883E-01
    0.4500000000E+02    0.1972365720E+00    0.3824134158E-01
    0.4700000000E+02    0.2031128477E+00    0.3955211417E-01
    0.4900000000E+02    0.2088251135E+00    0.4084040527E-01
    0.1000000000E+02    0.5827461808E-01    0.1042576421E-01
    0.3000000000E+02    0.1471613248E+00    0.2759397721E-01
    0.5000000000E+02    0.2116218192E+00    0.4147638779E-01
    0.7000000000E+02    0.2603747815E+00    0.5319992601E-01
    0.9000000000E+02    0.2984329070E+00    0.6341114464E-01
    0.1100000000E+03    0.3288843173E+00    0.7251051258E-01
    0.1300000000E+03    0.3537355549E+00    0.8076101550E-01
    0.1500000000E+03    0.3743468892E+00    0.8834351355E-01
    0.1700000000E+03    0.3916729696E+00    0.9538712400E-01
    0.1900000000E+03    0.4064033856E+00    0.1019869150E+00
    0.2100000000E+03    0.4190485706E+00    0.1082147236E+00
    0.2300000000E+03    0.4299943415E+00    0.1141260445E+00
    0.2500000000E+03    0.4395376672E+00    0.1197645713E+00
    0.2700000000E+03    0.4479107949E+00    0.1251652801E+00
    0.2900000000E+03    0.4552979259E+00    0.1303565789E+00
    0.3100000000E+03    0.4618469935E+00    0.1353618392E+00
    0.3300000000E+03    0.4676781424E+00    0.1402005106E+00
    0.3500000000E+03    0.4728899383E+00    0.1448889457E+00
    0.3700000000E+03    0.4775639859E+00    0.1494410206E+00
    0.3900000000E+03    0.4817684121E+00    0.1538686096E+00
    0.4100000000E+03    0.4855605257E+00    0.1581819508E+00
    0.4300000000E+03    0.4889888724E+00    0.1623899337E+00
    0.4500000000E+03    0.4920948398E+00    0.1665003261E+00
    0.4700000000E+03    0.4949139226E+00    0.1705199554E+00
    0.4900000000E+03    0.4974767291E+00    0.1744548553E+00
    0.1000000000E+03    0.3144650806E+00    0.6808096570E-01
    0.3000000000E+03    0.4586691392E+00    0.1328811671E+00
    0.5000000000E+03    0.4986704599E+00    0.1763922300E+00
    0.7000000000E+03    0.5139791012E+00    0.2117265376E+00
    0.9000000000E+03    0.5200656559E+00    0.2422584491E+00
    0.1100000000E+04    0.5219381941E+00    0.2693966404E+00
    0.1300000000E+04    0.5216723264E+00    0.2938871325E+00
    0.1500000000E+04    0.5202652121E+00    0.3161891589E+00
    0.1700000000E+04    0.5182443246E+00    0.3366171207E+00
    0.1900000000E+04    0.5159073628E+00    0.3554038176E+00
    0.2100000000E+04    0.5134297153E+00    0.3727319540E+00
    0.2300000000E+04    0.5109174182E+00    0.3887511800E+00
    0.2500000000E+04    0.5084352543E+00    0.4035879234E+00
    0.2700000000E+04    0.5060225648E+00    0.4173513818E+00
    0.2900000000E+04    0.5037025763E+00    0.4301373593E+00
    0.3100000000E+04    0.5014881192E+00    0.4420308425E+00
    0.3300000000E+04    0.4993852420E+00    0.4531078114E+00
    0.3500000000E+04    0.4973955549E+00    0.4634365687E+00
    0.3700000000E+04    0.4955177785E+00    0.4730787591E+00
    0.3900000000E+04    0.4937487826E+00    0.4820901777E+00
    0.4100000000E+04    0.4920842900E+00    0.4905214341E+00
    0.4300000000E+04    0.4905193574E+00    0.4984185094E+00
    0.4500000000E+04    0.4890487023E+00    0.5058232356E+00
    0.4700000000E+04    0.4876669269E+00    0.5127737124E+00
    0.4900000000E+04    0.4863686682E+00    0.5193046739E+00
    0.1000000000E+04    0.5213619315E+00    0.2561958163E+00
    0.3000000000E+04    0.5025816516E+00    0.4361907203E+00
    0.5000000000E+04    0.4857492164E+00    0.5224228515E+00
    0.7000000000E+04    0.4766046280E+00    0.5691165552E+00
    0.9000000000E+04    0.4714262276E+00    0.5969238164E+00
    0.1100000000E+05    0.4683007727E+00    0.6148111843E+00
    0.1300000000E+05    0.4663047189E+00    0.6270387662E+00
    0.1500000000E+05    0.4649691528E+00    0.6358083187E+00
    0.1700000000E+05    0.4640409013E+00    0.6423436240E+00
    0.1900000000E+05    0.4633753233E+00    0.6473677302E+00
    0.2100000000E+05    0.4628856261E+00    0.6513302267E+00
    0.2300000000E+05    0.4625174913E+00    0.6545229301E+00
    0.2500000000E+05    0.4622356763E+00    0.6571422690E+00
    0.2700000000E+05    0.4620165935E+00    0.6593246419E+00
    0.2900000000E+05    0.4618440251E+00    0.6611673396E+00
    0.3100000000E+05    0.4617065547E+00    0.6627413974E+00
    0.3300000000E+05    0.4615959781E+00    0.6640997539E+00
    0.3500000000E+05    0.4615062903E+00    0.6652825812E+00
    0.3700000000E+05    0.4614330240E+00    0.6663208577E+00
    0.3900000000E+05    0.4613728069E+00    0.6672388181E+00
    0.4100000000E+05    0.4613230597E+00    0.6680556680E+00
    0.4300000000E+05    0.4612817864E+00    0.6687868066E+00
    0.4500000000E+05    0.4612474250E+00    0.6694447122E+00
    0.4700000000E+05    0.4612187419E+00    0.6700395949E+00
    0.4900000000E+05    0.4611947535E+00    0.6705798830E+00
    0.1000000000E+05    0.4696795221E+00    0.6067734086E+00
    0.3000000000E+05    0.4617714767E+00    0.6619842887E+00
    0.5000000000E+05    0.4611842665E+00    0.6708317929E+00
    0.7000000000E+05    0.4610923599E+00    0.6742159116E+00
    0.9000000000E+05    0.4610879136E+00    0.6759733593E+00
    0.1100000000E+06    0.4611035282E+00    0.6770425170E+00
    0.1300000000E+06    0.4611230886E+00    0.6777591510E+00
    0.1500000000E+06    0.4611421184E+00    0.6782719965E+00
    0.1700000000E+06    0.4611594071E+00    0.6786567315E+00
    0.1900000000E+06    0.4611747620E+00    0.6789558149E+00
    0.2100000000E+06    0.4611883112E+00    0.6791948680E+00
    0.2300000000E+06    0.4612002689E+00    0.6793902492E+00
    0.2500000000E+06    0.4612108537E+00    0.6795528840E+00
    0.2700000000E+06    0.4612202632E+00    0.6796903433E+00
    0.2900000000E+06    0.4612286671E+00    0.6798080365E+00
    0.3100000000E+06    0.4612362087E+00    0.6799099303E+00
    0.3300000000E+06    0.4612430076E+00    0.6799989985E+00
    0.3500000000E+06    0.4612491643E+00    0.6800775144E+00
    0.3700000000E+06    0.4612547625E+00    0.6801472446E+00
    0.3900000000E+06    0.4612598729E+00    0.6802095831E+00
    0.4100000000E+06    0.4612645550E+00    0.6802656443E+00
    0.4300000000E+06    0.4612688592E+00    0.6803163295E+00
    0.4500000000E+06    0.4612728288E+00    0.6803623757E+00
    0.4700000000E+06    0.4612765006E+00    0.6804043912E+00
    0.4900000000E+06    0.4612799063E+00    0.6804428824E+00
    0.1000000000E+06    0.4610946802E+00    0.6765662835E+00
    0.3000000000E+06    0.4612325377E+00    0.6798607532E+00
    0.5000000000E+06    0.4612815182E+00    0.6804609421E+00
    0.7000000000E+06    0.4613048274E+00    0.6807116810E+00
    0.9000000000E+06    0.4613183610E+00    0.6808493125E+00
    0.1100000000E+07    0.4613271716E+00    0.6809363109E+00
    0.1300000000E+07    0.4613333475E+00    0.6809963026E+00
    0.1500000000E+07    0.4613379058E+00    0.6810401945E+00
    0.1700000000E+07    0.4613414004E+00    0.6810737172E+00
    0.1900000000E+07    0.4613441587E+00    0.6811001697E+00
    0.2100000000E+07    0.4613463866E+00    0.6811215854E+00
    0.2300000000E+07    0.4613482199E+00    0.6811392860E+00
    0.2500000000E+07    0.4613497518E+00    0.6811541675E+00
    0.2700000000E+07    0.4613510484E+00    0.6811668593E+00
    0.2900000000E+07    0.4613521579E+00    0.6811778160E+00
    0.3100000000E+07    0.4613531162E+00    0.6811873745E+00
    0.3300000000E+07    0.4613539507E+00    0.6811957898E+00
    0.3500000000E+07    0.4613546824E+00    0.6812032582E+00
    0.3700000000E+07    0.4613553280E+00    0.6812099335E+00
    0.3900000000E+07    0.4613559008E+00    0.6812159378E+00
    0.4100000000E+07    0.4613564114E+00    0.6812213693E+00
    0.4300000000E+07    0.4613568686E+00    0.6812263080E+00
    0.4500000000E+07    0.4613572795E+00    0.6812308196E+00
    0.4700000000E+07    0.4613576501E+00    0.6812349584E+00
    0.4900000000E+07    0.4613579854E+00    0.6812387701E+00
    0.1000000000E+07    0.4613231892E+00    0.6808972150E+00
    0.3000000000E+07    0.4613526541E+00    0.6811827525E+00
    0.5000000000E+07    0.4613581411E+00    0.6812405655E+00
    0.7000000000E+07    0.4613601444E+00    0.6812660791E+00
    0.9000000000E+07    0.4613610143E+00    0.6812807755E+00
    0.1100000000E+08    0.4613613883E+00    0.6812905156E+00
    0.1300000000E+08    0.4613615079E+00    0.6812975604E+00
    0.1500000000E+08    0.4613614834E+00    0.6813029696E+00
    0.1700000000E+08    0.4613613719E+00    0.6813073073E+00
