     Pressure (Pa)     2mC6-400 (mol/kg)     23mC5-400 (mol/kg)
    0.1000000000E+01    0.1601134693E-02    0.1677148587E-02
    0.3000000000E+01    0.4766096739E-02    0.4991561330E-02
    0.5000000000E+01    0.7882383441E-02    0.8254046045E-02
    0.7000000000E+01    0.1095123495E-01    0.1146605388E-01
    0.9000000000E+01    0.1397384634E-01    0.1462898091E-01
    0.1100000000E+02    0.1695136974E-01    0.1774417078E-01
    0.1300000000E+02    0.1988491631E-01    0.2081291708E-01
    0.1500000000E+02    0.2277555810E-01    0.2383646571E-01
    0.1700000000E+02    0.2562432985E-01    0.2681601700E-01
    0.1900000000E+02    0.2843223063E-01    0.2975272783E-01
    0.2100000000E+02    0.3120022547E-01    0.3264771356E-01
    0.2300000000E+02    0.3392924683E-01    0.3550204988E-01
    0.2500000000E+02    0.3662019602E-01    0.3831677453E-01
    0.2700000000E+02    0.3927394455E-01    0.4109288902E-01
    0.2900000000E+02    0.4189133541E-01    0.4383136015E-01
    0.3100000000E+02    0.4447318429E-01    0.4653312153E-01
    0.3300000000E+02    0.4702028068E-01    0.4919907498E-01
    0.3500000000E+02    0.4953338900E-01    0.5183009190E-01
    0.3700000000E+02    0.5201324964E-01    0.5442701450E-01
    0.3900000000E+02    0.5446057989E-01    0.5699065708E-01
    0.4100000000E+02    0.5687607495E-01    0.5952180710E-01
    0.4300000000E+02    0.5926040873E-01    0.6202122636E-01
    0.4500000000E+02    0.6161423478E-01    0.6448965198E-01
    0.4700000000E+02    0.6393818700E-01    0.6692779744E-01
    0.4900000000E+02    0.6623288051E-01    0.6933635349E-01
    0.1000000000E+02    0.1546817365E-01    0.1619246100E-01
    0.3000000000E+02    0.4318665266E-01    0.4518677246E-01
    0.5000000000E+02    0.6736944250E-01    0.7052974536E-01
    0.7000000000E+02    0.8870107898E-01    0.9299627586E-01
    0.9000000000E+02    0.1076899804E+00    0.1131492242E+00
    0.1100000000E+03    0.1247236101E+00    0.1314075724E+00
    0.1300000000E+03    0.1401037659E+00    0.1480898986E+00
    0.1500000000E+03    0.1540699420E+00    0.1634429880E+00
    0.1700000000E+03    0.1668152634E+00    0.1776611839E+00
    0.1900000000E+03    0.1784976435E+00    0.1908997929E+00
    0.2100000000E+03    0.1892477801E+00    0.2032845705E+00
    0.2300000000E+03    0.1991750048E+00    0.2149185623E+00
    0.2500000000E+03    0.2083716422E+00    0.2258871222E+00
    0.2700000000E+03    0.2169163111E+00    0.2362616507E+00
    0.2900000000E+03    0.2248764633E+00    0.2461024188E+00
    0.3100000000E+03    0.2323103608E+00    0.2554607288E+00
    0.3300000000E+03    0.2392686357E+00    0.2643805859E+00
    0.3500000000E+03    0.2457955333E+00    0.2729000071E+00
    0.3700000000E+03    0.2519299135E+00    0.2810520546E+00
    0.3900000000E+03    0.2577060641E+00    0.2888656599E+00
    0.4100000000E+03    0.2631543680E+00    0.2963662871E+00
    0.4300000000E+03    0.2683018536E+00    0.3035764691E+00
    0.4500000000E+03    0.2731726523E+00    0.3105162472E+00
    0.4700000000E+03    0.2777883826E+00    0.3172035311E+00
    0.4900000000E+03    0.2821684719E+00    0.3236543974E+00
    0.1000000000E+03    0.1164306525E+00    0.1224933500E+00
    0.3000000000E+03    0.2286558664E+00    0.2508389766E+00
    0.5000000000E+03    0.2842756916E+00    0.3267957586E+00
    0.7000000000E+03    0.3175026012E+00    0.3800864299E+00
    0.9000000000E+03    0.3395865702E+00    0.4202346327E+00
    0.1100000000E+04    0.3553545559E+00    0.4516919767E+00
    0.1300000000E+04    0.3672112178E+00    0.4769875910E+00
    0.1500000000E+04    0.3764814631E+00    0.4977248314E+00
    0.1700000000E+04    0.3839519244E+00    0.5149898456E+00
    0.1900000000E+04    0.3901178312E+00    0.5295511687E+00
    0.2100000000E+04    0.3953061427E+00    0.5419697304E+00
    0.2300000000E+04    0.3997414147E+00    0.5526647496E+00
    0.2500000000E+04    0.4035830901E+00    0.5619555816E+00
    0.2700000000E+04    0.4069476367E+00    0.5700894460E+00
    0.2900000000E+04    0.4099222320E+00    0.5772603981E+00
    0.3100000000E+04    0.4125735238E+00    0.5836226413E+00
    0.3300000000E+04    0.4149534138E+00    0.5893000647E+00
    0.3500000000E+04    0.4171029795E+00    0.5943931969E+00
