     Pressure (Pa)     2mC6-400 (mol/kg)     3mC6-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.1567930086E-02    0.5172587664E-02    0.1343098607E-01
    0.3000000000E+01    0.4487344822E-02    0.1466399044E-01    0.3808659751E-01
    0.5000000000E+01    0.7157686467E-02    0.2316653440E-01    0.6018617242E-01
    0.7000000000E+01    0.9617801359E-02    0.3082822570E-01    0.8011168250E-01
    0.9000000000E+01    0.1189887598E-01    0.3776887970E-01    0.9817240204E-01
    0.1100000000E+02    0.1402621599E-01    0.4408653143E-01    0.1146214311E+00
    0.1300000000E+02    0.1602055461E-01    0.4986217272E-01    0.1296679072E+00
    0.1500000000E+02    0.1789902890E-01    0.5516330423E-01    0.1434861624E+00
    0.1700000000E+02    0.1967591804E-01    0.6004663456E-01    0.1562226836E+00
    0.1900000000E+02    0.2136320813E-01    0.6456015610E-01    0.1680014646E+00
    0.2100000000E+02    0.2297102939E-01    0.6874475934E-01    0.1789281700E+00
    0.2300000000E+02    0.2450799767E-01    0.7263550112E-01    0.1890934063E+00
    0.2500000000E+02    0.2598148401E-01    0.7626261033E-01    0.1985753159E+00
    0.2700000000E+02    0.2739782903E-01    0.7965229243E-01    0.2074416529E+00
    0.2900000000E+02    0.2876251498E-01    0.8282737817E-01    0.2157514569E+00
    0.3100000000E+02    0.3008030470E-01    0.8580785069E-01    0.2235564128E+00
    0.3300000000E+02    0.3135535473E-01    0.8861127673E-01    0.2309019640E+00
    0.3500000000E+02    0.3259130796E-01    0.9125316172E-01    0.2378282288E+00
    0.3700000000E+02    0.3379136992E-01    0.9374724408E-01    0.2443707600E+00
    0.3900000000E+02    0.3495837210E-01    0.9610574033E-01    0.2505611778E+00
    0.4100000000E+02    0.3609482458E-01    0.9833955062E-01    0.2564277000E+00
    0.4300000000E+02    0.3720296021E-01    0.1004584317E+00    0.2619955891E+00
    0.4500000000E+02    0.3828477175E-01    0.1024711432E+00    0.2672875303E+00
    0.4700000000E+02    0.3934204323E-01    0.1043855723E+00    0.2723239527E+00
    0.4900000000E+02    0.4037637662E-01    0.1062088399E+00    0.2771233037E+00
    0.1000000000E+02    0.1298037261E-01    0.4100016588E-01    0.1065843962E+00
    0.3000000000E+02    0.2942699905E-01    0.8434079102E-01    0.2197140659E+00
    0.5000000000E+02    0.4088539802E-01    0.1070883265E+00    0.2794393591E+00
    0.7000000000E+02    0.5014569379E-01    0.1211728721E+00    0.3166341315E+00
    0.9000000000E+02    0.5813398846E-01    0.1307843269E+00    0.3421623490E+00
    0.1100000000E+03    0.6525253991E-01    0.1377785627E+00    0.3608451585E+00
    0.1300000000E+03    0.7171180855E-01    0.1431060177E+00    0.3751561907E+00
