     Pressure (Pa)     2mC6-400 (mol/kg)     3mC6-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.4733500773E-02    0.6266400124E-02    0.3389649885E-02
    0.3000000000E+01    0.1369871285E-01    0.1808285104E-01    0.9783206169E-02
    0.5000000000E+01    0.2205716184E-01    0.2903528981E-01    0.1571143632E-01
    0.7000000000E+01    0.2987387404E-01    0.3921886518E-01    0.2122551047E-01
    0.9000000000E+01    0.3720457457E-01    0.4871512076E-01    0.2636928737E-01
    0.1100000000E+02    0.4409731050E-01    0.5759434986E-01    0.3118057929E-01
    0.1300000000E+02    0.5059374489E-01    0.6591747706E-01    0.3569216280E-01
    0.1500000000E+02    0.5673019692E-01    0.7373757395E-01    0.3993259306E-01
    0.1700000000E+02    0.6253848446E-01    0.8110108946E-01    0.4392686490E-01
    0.1900000000E+02    0.6804661149E-01    0.8804885559E-01    0.4769695319E-01
    0.2100000000E+02    0.7327933268E-01    0.9461691500E-01    0.5126225756E-01
    0.2300000000E+02    0.7825862006E-01    0.1008372062E+00    0.5463997066E-01
    0.2500000000E+02    0.8300405106E-01    0.1067381343E+00    0.5784538481E-01
    0.2700000000E+02    0.8753313286E-01    0.1123450486E+00    0.6089214889E-01
    0.2900000000E+02    0.9186157516E-01    0.1176806451E+00    0.6379248448E-01
    0.3100000000E+02    0.9600352043E-01    0.1227653064E+00    0.6655736873E-01
    0.3300000000E+02    0.9997173944E-01    0.1276173910E+00    0.6919668977E-01
    0.3500000000E+02    0.1037777979E+00    0.1322534794E+00    0.7171937927E-01
    0.3700000000E+02    0.1074321992E+00    0.1366885863E+00    0.7413352613E-01
    0.3900000000E+02    0.1109445071E+00    0.1409363417E+00    0.7644647423E-01
    0.4100000000E+02    0.1143234511E+00    0.1450091481E+00    0.7866490687E-01
    0.4300000000E+02    0.1175770190E+00    0.1489183167E+00    0.8079491991E-01
    0.4500000000E+02    0.1207125359E+00    0.1526741858E+00    0.8284208545E-01
    0.4700000000E+02    0.1237367336E+00    0.1562862233E+00    0.8481150727E-01
    0.4900000000E+02    0.1266558119E+00    0.1597631180E+00    0.8670786945E-01
    0.1000000000E+02    0.4070294782E-01    0.5322785558E-01    0.2881433778E-01
    0.3000000000E+02    0.9395503168E-01    0.1202531509E+00    0.6519121615E-01
    0.5000000000E+02    0.1280777365E+00    0.1614534085E+00    0.8763001277E-01
    0.7000000000E+02    0.1521773206E+00    0.1897984983E+00    0.1031186056E+00
    0.9000000000E+02    0.1702272038E+00    0.2107452521E+00    0.1146004930E+00
    0.1100000000E+03    0.1842874207E+00    0.2270070130E+00    0.1235409637E+00
    0.1300000000E+03    0.1955532375E+00    0.2400936338E+00    0.1307562915E+00
    0.1500000000E+03    0.2047748513E+00    0.2509164647E+00    0.1367397174E+00
    0.1700000000E+03    0.2124510485E+00    0.2600605865E+00    0.1418082375E+00
    0.1900000000E+03    0.2189283636E+00    0.2679202474E+00    0.1461756797E+00
    0.2100000000E+03    0.2244560334E+00    0.2747716784E+00    0.1499920174E+00
    0.2300000000E+03    0.2292184035E+00    0.2808147407E+00    0.1533658713E+00
    0.2500000000E+03    0.2333550125E+00    0.2861979843E+00    0.1563780560E+00
    0.2700000000E+03    0.2369735575E+00    0.2910343747E+00    0.1590900877E+00
    0.2900000000E+03    0.2401585532E+00    0.2954115229E+00    0.1615497219E+00
    0.3100000000E+03    0.2429772828E+00    0.2993985463E+00    0.1637946691E+00
    0.3300000000E+03    0.2454839902E+00    0.3030507956E+00    0.1658551572E+00
    0.3500000000E+03    0.2477228961E+00    0.3064131868E+00    0.1677557380E+00
    0.3700000000E+03    0.2497304090E+00    0.3095226002E+00    0.1695165892E+00
    0.3900000000E+03    0.2515367735E+00    0.3124096391E+00    0.1711544691E+00
    0.4100000000E+03    0.2531673163E+00    0.3150999399E+00    0.1726834287E+00
    0.4300000000E+03    0.2546434013E+00    0.3176151637E+00    0.1741153501E+00
    0.4500000000E+03    0.2559831700E+00    0.3199737562E+00    0.1754603606E+00
    0.4700000000E+03    0.2572021220E+00    0.3221915372E+00    0.1767271529E+00
    0.4900000000E+03    0.2583135745E+00    0.3242821635E+00    0.1779232374E+00
    0.1000000000E+03    0.1776675864E+00    0.2193486692E+00    0.1193272869E+00
    0.3000000000E+03    0.2416100454E+00    0.2974500626E+00    0.1626969909E+00
    0.5000000000E+03    0.2588326450E+00    0.3252835616E+00    0.1784968379E+00
    0.7000000000E+03    0.2656757955E+00    0.3408365780E+00    0.1874697422E+00
    0.9000000000E+03    0.2687822310E+00    0.3511441322E+00    0.1934964574E+00
    0.1100000000E+04    0.2702229840E+00    0.3586313375E+00    0.1979253043E+00
    0.1300000000E+04    0.2708250463E+00    0.3643925489E+00    0.2013688176E+00
    0.1500000000E+04    0.2709716519E+00    0.3690052251E+00    0.2041521429E+00
    0.1700000000E+04    0.2708590497E+00    0.3728072949E+00    0.2064665860E+00
    0.1900000000E+04    0.2705951449E+00    0.3760116876E+00    0.2084332902E+00
    0.2100000000E+04    0.2702424573E+00    0.3787602431E+00    0.2101333285E+00
    0.2300000000E+04    0.2698386527E+00    0.3811516405E+00    0.2116233496E+00
    0.2500000000E+04    0.2694070881E+00    0.3832569692E+00    0.2129443326E+00
    0.2700000000E+04    0.2689625467E+00    0.3851289333E+00    0.2141267768E+00
    0.2900000000E+04    0.2685145061E+00    0.3868075550E+00    0.2151939296E+00
    0.3100000000E+04    0.2680690735E+00    0.3883238525E+00    0.2161638725E+00
    0.3300000000E+04    0.2676301700E+00    0.3897022907E+00    0.2170509162E+00
    0.3500000000E+04    0.2672002741E+00    0.3909624626E+00    0.2178665595E+00
    0.3700000000E+04    0.2667809004E+00    0.3921202711E+00    0.2186201651E+00
    0.3900000000E+04    0.2663729142E+00    0.3931887775E+00    0.2193194470E+00
    0.4100000000E+04    0.2659767402E+00    0.3941788235E+00    0.2199708273E+00
    0.4300000000E+04    0.2655925046E+00    0.3950994941E+00    0.2205797031E+00
    0.4500000000E+04    0.2652201322E+00    0.3959584673E+00    0.2211506489E+00
    0.4700000000E+04    0.2648594130E+00    0.3967622830E+00    0.2216875717E+00
    0.4900000000E+04    0.2645100491E+00    0.3975165507E+00    0.2221938317E+00
    0.1000000000E+04    0.2696437292E+00    0.3551545093E+00    0.1958626903E+00
    0.3000000000E+04    0.2682911778E+00    0.3875843343E+00    0.2156900824E+00
    0.5000000000E+04    0.2643395165E+00    0.3978766437E+00    0.2224363876E+00
    0.7000000000E+04    0.2614304648E+00    0.4033671740E+00    0.2262147570E+00
    0.9000000000E+04    0.2592393710E+00    0.4068948917E+00    0.2287418107E+00
    0.1100000000E+05    0.2575194738E+00    0.4093975605E+00    0.2305985401E+00
    0.1300000000E+05    0.2561231385E+00    0.4112867580E+00    0.2320450836E+00
    0.1500000000E+05    0.2549593174E+00    0.4127750790E+00    0.2332181771E+00
    0.1700000000E+05    0.2539690238E+00    0.4139847746E+00    0.2341976951E+00
    0.1900000000E+05    0.2531122870E+00    0.4149917367E+00    0.2350339435E+00
    0.2100000000E+05    0.2523609707E+00    0.4158458684E+00    0.2357604481E+00
    0.2300000000E+05    0.2516946277E+00    0.4165814923E+00    0.2364005598E+00
    0.2500000000E+05    0.2510979937E+00    0.4172230820E+00    0.2369711286E+00
    0.2700000000E+05    0.2505594099E+00    0.4177886143E+00    0.2374846725E+00
    0.2900000000E+05    0.2500697956E+00    0.4182916252E+00    0.2379507197E+00
    0.3100000000E+05    0.2496219563E+00    0.4187425242E+00    0.2383766742E+00
    0.3300000000E+05    0.2492101071E+00    0.4191494629E+00    0.2387683922E+00
    0.3500000000E+05    0.2488295348E+00    0.4195189263E+00    0.2391305778E+00
    0.3700000000E+05    0.2484763548E+00    0.4198561453E+00    0.2394670608E+00
    0.3900000000E+05    0.2481473317E+00    0.4201653910E+00    0.2397809970E+00
    0.4100000000E+05    0.2478397460E+00    0.4204501895E+00    0.2400750142E+00
    0.4300000000E+05    0.2475512921E+00    0.4207134801E+00    0.2403513221E+00
    0.4500000000E+05    0.2472800005E+00    0.4209577349E+00    0.2406117945E+00
    0.4700000000E+05    0.2470241771E+00    0.4211850495E+00    0.2408580330E+00
    0.4900000000E+05    0.2467823552E+00    0.4213972138E+00    0.2410914158E+00
    0.1000000000E+05    0.2583314783E+00    0.4082418925E+00    0.2297335496E+00
    0.3000000000E+05    0.2498410442E+00    0.4185230342E+00    0.2381683115E+00
    0.5000000000E+05    0.2466662892E+00    0.4214981039E+00    0.2412036660E+00
    0.7000000000E+05    0.2448419698E+00    0.4230011858E+00    0.2429946920E+00
    0.9000000000E+05    0.2436059380E+00    0.4239258138E+00    0.2442487872E+00
    0.1100000000E+06    0.2426902447E+00    0.4245570906E+00    0.2452085910E+00
    0.1300000000E+06    0.2419724974E+00    0.4250170487E+00    0.2459843669E+00
    0.1500000000E+06    0.2413875576E+00    0.4253674507E+00    0.2466349369E+00
    0.1700000000E+06    0.2408970508E+00    0.4256431941E+00    0.2471951600E+00
    0.1900000000E+06    0.2404766612E+00    0.4258656041E+00    0.2476872969E+00
    0.2100000000E+06    0.2401101101E+00    0.4260485026E+00    0.2481263814E+00
    0.2300000000E+06    0.2397860200E+00    0.4262012688E+00    0.2485230191E+00
    0.2500000000E+06    0.2394961588E+00    0.4263305064E+00    0.2488849572E+00
    0.2700000000E+06    0.2392343978E+00    0.4264410074E+00    0.2492180191E+00
    0.2900000000E+06    0.2389960640E+00    0.4265363387E+00    0.2495266882E+00
    0.3100000000E+06    0.2387775212E+00    0.4266192125E+00    0.2498144865E+00
    0.3300000000E+06    0.2385758902E+00    0.4266917299E+00    0.2500842291E+00
    0.3500000000E+06    0.2383888560E+00    0.4267555447E+00    0.2503382006E+00
    0.3700000000E+06    0.2382145325E+00    0.4268119774E+00    0.2505782795E+00
    0.3900000000E+06    0.2380513645E+00    0.4268620951E+00    0.2508060283E+00
    0.4100000000E+06    0.2378980563E+00    0.4269067701E+00    0.2510227606E+00
    0.4300000000E+06    0.2377535179E+00    0.4269467227E+00    0.2512295908E+00
    0.4500000000E+06    0.2376168247E+00    0.4269825525E+00    0.2514274722E+00
    0.4700000000E+06    0.2374871860E+00    0.4270147634E+00    0.2516172266E+00
    0.4900000000E+06    0.2373639214E+00    0.4270437815E+00    0.2517995673E+00
    0.1000000000E+06    0.2431176159E+00    0.4242684380E+00    0.2447568575E+00
    0.3000000000E+06    0.2388845138E+00    0.4265791894E+00    0.2496730061E+00
    0.5000000000E+06    0.2373044919E+00    0.4270572088E+00    0.2518881553E+00
    0.7000000000E+06    0.2363413870E+00    0.4272232259E+00    0.2533876596E+00
    0.9000000000E+06    0.2356457316E+00    0.4272830803E+00    0.2545485995E+00
    0.1100000000E+07    0.2350974852E+00    0.4272964019E+00    0.2555101442E+00
    0.1300000000E+07    0.2346420232E+00    0.4272864896E+00    0.2563393379E+00
    0.1500000000E+07    0.2342501500E+00    0.4272641092E+00    0.2570737559E+00
