     Pressure (Pa)     2mC6-400 (mol/kg)     3mC6-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.7851219093E-02    0.3120292994E-02    0.6751481647E-02
    0.3000000000E+01    0.2251557638E-01    0.8935580883E-02    0.1933825523E-01
    0.5000000000E+01    0.3594863354E-01    0.1424865599E-01    0.3084295964E-01
    0.7000000000E+01    0.4830576255E-01    0.1912528518E-01    0.4140709948E-01
    0.9000000000E+01    0.5971644746E-01    0.2362009591E-01    0.5114822877E-01
    0.1100000000E+02    0.7028954294E-01    0.2777884804E-01    0.6016483331E-01
    0.1300000000E+02    0.8011729237E-01    0.3164017057E-01    0.6854006358E-01
    0.1500000000E+02    0.8927843484E-01    0.3523690496E-01    0.7634462208E-01
    0.1700000000E+02    0.9784063415E-01    0.3859715518E-01    0.8363902079E-01
    0.1900000000E+02    0.1058623969E+00    0.4174511674E-01    0.9047536339E-01
    0.2100000000E+02    0.1133946013E+00    0.4470173707E-01    0.9689876534E-01
    0.2300000000E+02    0.1204817268E+00    0.4748524613E-01    0.1029484947E+00
    0.2500000000E+02    0.1271628501E+00    0.5011158603E-01    0.1086588962E+00
    0.2700000000E+02    0.1334724587E+00    0.5259476135E-01    0.1140601443E+00
    0.2900000000E+02    0.1394411203E+00    0.5494712690E-01    0.1191788628E+00
    0.3100000000E+02    0.1450960364E+00    0.5717962548E-01    0.1240386356E+00
    0.3300000000E+02    0.1504615036E+00    0.5930198555E-01    0.1286604325E+00
    0.3500000000E+02    0.1555592999E+00    0.6132288647E-01    0.1330629642E+00
    0.3700000000E+02    0.1604090103E+00    0.6325009742E-01    0.1372629816E+00
    0.3900000000E+02    0.1650283021E+00    0.6509059468E-01    0.1412755281E+00
    0.4100000000E+02    0.1694331596E+00    0.6685066118E-01    0.1451141536E+00
    0.4300000000E+02    0.1736380838E+00    0.6853597138E-01    0.1487910975E+00
    0.4500000000E+02    0.1776562651E+00    0.7015166390E-01    0.1523174448E+00
    0.4700000000E+02    0.1814997308E+00    0.7170240393E-01    0.1557032606E+00
    0.4900000000E+02    0.1851794737E+00    0.7319243715E-01    0.1589577060E+00
    0.1000000000E+02    0.6510157955E-01    0.2573891524E-01    0.5574157767E-01
    0.3000000000E+02    0.1423062148E+00    0.5607772515E-01    0.1216397500E+00
    0.5000000000E+02    0.1869611290E+00    0.7391591236E-01    0.1605383054E+00
    0.7000000000E+02    0.2160459398E+00    0.8597917802E-01    0.1869389345E+00
    0.9000000000E+02    0.2363729624E+00    0.9484910866E-01    0.2064155789E+00
    0.1100000000E+03    0.2512629784E+00    0.1017423398E+00    0.2215984900E+00
