     Pressure (Pa)     2mC6-400 (mol/kg)     3mC6-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.1572273484E-02    0.6228225674E-02    0.1010734622E-01
    0.3000000000E+01    0.4522166354E-02    0.1776755750E-01    0.2884076191E-01
    0.5000000000E+01    0.7244344258E-02    0.2822837207E-01    0.4583187213E-01
    0.7000000000E+01    0.9770759320E-02    0.3775645700E-01    0.6131582500E-01
    0.9000000000E+01    0.1212765112E-01    0.4647239621E-01    0.7548714788E-01
    0.1100000000E+02    0.1433675571E-01    0.5447679433E-01    0.8850816359E-01
    0.1300000000E+02    0.1641622204E-01    0.6185425311E-01    0.1005153968E+00
    0.1500000000E+02    0.1838131475E-01    0.6867643430E-01    0.1116245090E+00
    0.1700000000E+02    0.2024495920E-01    0.7500444481E-01    0.1219341424E+00
    0.1900000000E+02    0.2201816822E-01    0.8089071297E-01    0.1315289430E+00
    0.2100000000E+02    0.2371037951E-01    0.8638047807E-01    0.1404819620E+00
    0.2300000000E+02    0.2532972461E-01    0.9151298327E-01    0.1488565782E+00
    0.2500000000E+02    0.2688324496E-01    0.9632243841E-01    0.1567080504E+00
    0.2700000000E+02    0.2837706686E-01    0.1008388031E+00    0.1640847798E+00
    0.2900000000E+02    0.2981654408E-01    0.1050884278E+00    0.1710293436E+00
    0.3100000000E+02    0.3120637483E-01    0.1090945823E+00    0.1775793471E+00
    0.3300000000E+02    0.3255069826E-01    0.1128778940E+00    0.1837681309E+00
    0.3500000000E+02    0.3385317464E-01    0.1164567131E+00    0.1896253595E+00
    0.3700000000E+02    0.3511705219E-01    0.1198474191E+00    0.1951775158E+00
    0.3900000000E+02    0.3634522317E-01    0.1230646789E+00    0.2004483176E+00
    0.4100000000E+02    0.3754027107E-01    0.1261216654E+00    0.2054590701E+00
    0.4300000000E+02    0.3870451070E-01    0.1290302435E+00    0.2102289661E+00
    0.4500000000E+02    0.3984002208E-01    0.1318011286E+00    0.2147753416E+00
    0.4700000000E+02    0.4094867952E-01    0.1344440233E+00    0.2191138965E+00
    0.4900000000E+02    0.4203217643E-01    0.1369677340E+00    0.2232588830E+00
    0.1000000000E+02    0.1324946755E-01    0.5055791492E-01    0.8213237065E-01
    0.3000000000E+02    0.3051739448E-01    0.1071205923E+00    0.1743514891E+00
    0.5000000000E+02    0.4256497475E-01    0.1381874277E+00    0.2252628869E+00
    0.7000000000E+02    0.5220530103E-01    0.1579310490E+00    0.2577824747E+00
    0.9000000000E+02    0.6043938752E-01    0.1716393521E+00    0.2804747518E+00
    0.1100000000E+03    0.6771872809E-01    0.1817408217E+00    0.2972794875E+00
    0.1300000000E+03    0.7428365397E-01    0.1895098775E+00    0.3102675706E+00
    0.1500000000E+03    0.8027908442E-01    0.1956809204E+00    0.3206343177E+00
    0.1700000000E+03    0.8580120715E-01    0.2007076345E+00    0.3291193450E+00
    0.1900000000E+03    0.9091874460E-01    0.2048857795E+00    0.3362055936E+00
    0.2100000000E+03    0.9568362223E-01    0.2084166165E+00    0.3422222302E+00
    0.2300000000E+03    0.1001367649E+00    0.2114419853E+00    0.3474016114E+00
    0.2500000000E+03    0.1043114680E+00    0.2140648072E+00    0.3519126106E+00
    0.2700000000E+03    0.1082354789E+00    0.2163616280E+00    0.3558810264E+00
    0.2900000000E+03    0.1119323492E+00    0.2183905929E+00    0.3594025711E+00
    0.3100000000E+03    0.1154223565E+00    0.2201966860E+00    0.3625514109E+00
    0.3300000000E+03    0.1187231559E+00    0.2218152709E+00    0.3653859444E+00
    0.3500000000E+03    0.1218502591E+00    0.2232745438E+00    0.3679528084E+00
    0.3700000000E+03    0.1248173950E+00    0.2245972707E+00    0.3702897176E+00
    0.3900000000E+03    0.1276367899E+00    0.2258020402E+00    0.3724275160E+00
    0.4100000000E+03    0.1303193889E+00    0.2269041848E+00    0.3743916850E+00
    0.4300000000E+03    0.1328750341E+00    0.2279164675E+00    0.3762034687E+00
    0.4500000000E+03    0.1353126108E+00    0.2288496008E+00    0.3778807268E+00
    0.4700000000E+03    0.1376401686E+00    0.2297126449E+00    0.3794385879E+00
    0.4900000000E+03    0.1398650226E+00    0.2305133163E+00    0.3808899569E+00
    0.1000000000E+03    0.6418030379E-01    0.1770440512E+00    0.2894556943E+00
    0.3000000000E+03    0.1137020521E+00    0.2193190957E+00    0.3610196135E+00
    0.5000000000E+03    0.1409410422E+00    0.2308923666E+00    0.3815792311E+00
    0.7000000000E+03    0.1584131219E+00    0.2363977482E+00    0.3917879612E+00
    0.9000000000E+03    0.1705671380E+00    0.2396356491E+00    0.3980381498E+00
    0.1100000000E+04    0.1794984315E+00    0.2417724679E+00    0.4023242284E+00
    0.1300000000E+04    0.1863297581E+00    0.2432891463E+00    0.4054812214E+00
    0.1500000000E+04    0.1917174360E+00    0.2444211931E+00    0.4079240020E+00
