     Pressure (Pa)     2mC6-400 (mol/kg)     3mC6-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.6304924403E-02    0.5220127665E-02    0.3388433415E-02
    0.3000000000E+01    0.1821026205E-01    0.1505394669E-01    0.9773394493E-02
    0.5000000000E+01    0.2926517623E-01    0.2415839436E-01    0.1568693450E-01
    0.7000000000E+01    0.3956229546E-01    0.3261583491E-01    0.2118221448E-01
    0.9000000000E+01    0.4918082521E-01    0.4049653781E-01    0.2630459460E-01
    0.1100000000E+02    0.5818893090E-01    0.4786082754E-01    0.3109302012E-01
    0.1300000000E+02    0.6664562750E-01    0.5476078988E-01    0.3558112151E-01
    0.1500000000E+02    0.7460229136E-01    0.6124163807E-01    0.3979809532E-01
    0.1700000000E+02    0.8210387957E-01    0.6734281528E-01    0.4376941510E-01
    0.1900000000E+02    0.8918992116E-01    0.7309889113E-01    0.4751740958E-01
    0.2100000000E+02    0.9589532841E-01    0.7854029576E-01    0.5106173608E-01
    0.2300000000E+02    0.1022510656E+00    0.8369392473E-01    0.5441977070E-01
    0.2500000000E+02    0.1082847036E+00    0.8858364075E-01    0.5760693194E-01
    0.2700000000E+02    0.1140208822E+00    0.9323069199E-01    0.6063695053E-01
    0.2900000000E+02    0.1194816989E+00    0.9765406287E-01    0.6352209580E-01
    0.3100000000E+02    0.1246870354E+00    0.1018707697E+00    0.6627336637E-01
    0.3300000000E+02    0.1296548354E+00    0.1058961112E+00    0.6890065175E-01
    0.3500000000E+02    0.1344013406E+00    0.1097438810E+00    0.7141286969E-01
    0.3700000000E+02    0.1389412930E+00    0.1134265502E+00    0.7381808370E-01
    0.3900000000E+02    0.1432881079E+00    0.1169554231E+00    0.7612360368E-01
    0.4100000000E+02    0.1474540238E+00    0.1203407716E+00    0.7833607277E-01
    0.4300000000E+02    0.1514502319E+00    0.1235919515E+00    0.8046154230E-01
    0.4500000000E+02    0.1552869885E+00    0.1267175035E+00    0.8250553687E-01
    0.4700000000E+02    0.1589737132E+00    0.1297252403E+00    0.8447311096E-01
    0.4900000000E+02    0.1625190743E+00    0.1326223238E+00    0.8636889839E-01
    0.1000000000E+02    0.5375729749E-01    0.4423980333E-01    0.2873833647E-01
    0.3000000000E+02    0.1221151382E+00    0.9978725555E-01    0.6491382305E-01
    0.5000000000E+02    0.1642412659E+00    0.1340314474E+00    0.8729121591E-01
    0.7000000000E+02    0.1929089002E+00    0.1577479341E+00    0.1028382038E+00
    0.9000000000E+02    0.2136458406E+00    0.1754169273E+00    0.1144551605E+00
    0.1100000000E+03    0.2292828903E+00    0.1892530390E+00    0.1235773626E+00
    0.1300000000E+03    0.2414365805E+00    0.2004852202E+00    0.1310021401E+00
    0.1500000000E+03    0.2511032834E+00    0.2098546314E+00    0.1372108506E+00
    0.1700000000E+03    0.2589328924E+00    0.2178372630E+00    0.1425129472E+00
    0.1900000000E+03    0.2653682592E+00    0.2247542336E+00    0.1471174037E+00
    0.2100000000E+03    0.2707218696E+00    0.2308309316E+00    0.1511710379E+00
    0.2300000000E+03    0.2752206054E+00    0.2362307873E+00    0.1547804089E+00
    0.2500000000E+03    0.2790331688E+00    0.2410755737E+00    0.1580249884E+00
    0.2700000000E+03    0.2822875636E+00    0.2454581442E+00    0.1609654294E+00
    0.2900000000E+03    0.2850826183E+00    0.2494507176E+00    0.1636489481E+00
    0.3100000000E+03    0.2874958002E+00    0.2531104388E+00    0.1661129380E+00
    0.3300000000E+03    0.2895886461E+00    0.2564832106E+00    0.1683874620E+00
    0.3500000000E+03    0.2914106178E+00    0.2596063990E+00    0.1704970124E+00
