     Pressure (Pa)     C7-500 (mol/kg)        3mC6-500 (mol/kg)
    0.1000000000E+01    0.6505568941E-02    0.6376553434E-02
    0.3000000000E+01    0.1880048116E-01    0.1843019409E-01
    0.5000000000E+01    0.3022484200E-01    0.2963355412E-01
    0.7000000000E+01    0.4086784601E-01    0.4007364255E-01
    0.9000000000E+01    0.5080690866E-01    0.4982598512E-01
    0.1100000000E+02    0.6010954842E-01    0.5895645842E-01
    0.1300000000E+02    0.6883491916E-01    0.6752278332E-01
    0.1500000000E+02    0.7703506642E-01    0.7557574938E-01
    0.1700000000E+02    0.8475596387E-01    0.8316022508E-01
    0.1900000000E+02    0.9203837353E-01    0.9031599631E-01
    0.2100000000E+02    0.9891856389E-01    0.9707846640E-01
    0.2300000000E+02    0.1054289124E+00    0.1034792434E+00
    0.2500000000E+02    0.1115984134E+00    0.1095466355E+00
    0.2700000000E+02    0.1174531090E+00    0.1153060707E+00
    0.2900000000E+02    0.1230164552E+00    0.1207804543E+00
    0.3100000000E+02    0.1283096353E+00    0.1259904739E+00
    0.3300000000E+02    0.1333518281E+00    0.1309548618E+00
    0.3500000000E+02    0.1381604403E+00    0.1356906203E+00
    0.3700000000E+02    0.1427513057E+00    0.1402132177E+00
    0.3900000000E+02    0.1471388595E+00    0.1445367565E+00
    0.4100000000E+02    0.1513362890E+00    0.1486741218E+00
    0.4300000000E+02    0.1553556657E+00    0.1526371096E+00
    0.4500000000E+02    0.1592080609E+00    0.1564365392E+00
    0.4700000000E+02    0.1629036471E+00    0.1600823527E+00
    0.4900000000E+02    0.1664517874E+00    0.1635837021E+00
    0.5100000000E+02    0.1698611143E+00    0.1669490260E+00
    0.5300000000E+02    0.1731395998E+00    0.1701861180E+00
    0.5500000000E+02    0.1762946172E+00    0.1733021871E+00
    0.5700000000E+02    0.1793329964E+00    0.1763039117E+00
    0.5900000000E+02    0.1822610728E+00    0.1791974873E+00
    0.6100000000E+02    0.1850847316E+00    0.1819886695E+00
    0.6300000000E+02    0.1878094468E+00    0.1846828124E+00
    0.6500000000E+02    0.1904403164E+00    0.1872849029E+00
    0.6700000000E+02    0.1929820946E+00    0.1897995918E+00
    0.6900000000E+02    0.1954392199E+00    0.1922312216E+00
    0.7100000000E+02    0.1978158409E+00    0.1945838516E+00
    0.7300000000E+02    0.2001158396E+00    0.1968612806E+00
    0.7500000000E+02    0.2023428527E+00    0.1990670677E+00
    0.7700000000E+02    0.2045002905E+00    0.2012045504E+00
    0.7900000000E+02    0.2065913540E+00    0.2032768623E+00
    0.8100000000E+02    0.2086190511E+00    0.2052869478E+00
    0.8300000000E+02    0.2105862109E+00    0.2072375766E+00
    0.8500000000E+02    0.2124954965E+00    0.2091313561E+00
    0.8700000000E+02    0.2143494171E+00    0.2109707436E+00
    0.8900000000E+02    0.2161503394E+00    0.2127580564E+00
    0.9100000000E+02    0.2179004967E+00    0.2144954822E+00
    0.9300000000E+02    0.2196019990E+00    0.2161850875E+00
    0.9500000000E+02    0.2212568410E+00    0.2178288263E+00
    0.9700000000E+02    0.2228669099E+00    0.2194285473E+00
    0.9900000000E+02    0.2244339925E+00    0.2209860013E+00
    0.1000000000E+02    0.5553390416E-01    0.5446517224E-01
    0.3000000000E+02    0.1256955732E+00    0.1234172959E+00
    0.5000000000E+02    0.1681732895E+00    0.1652828658E+00
    0.7000000000E+02    0.1966373448E+00    0.1934171683E+00
    0.9000000000E+02    0.2170316290E+00    0.2136328733E+00
    0.1100000000E+03    0.2323560093E+00    0.2288664856E+00
    0.1300000000E+03    0.2442880006E+00    0.2407616782E+00
    0.1500000000E+03    0.2538389454E+00    0.2503103462E+00
    0.1700000000E+03    0.2616547689E+00    0.2581466026E+00
    0.1900000000E+03    0.2681673066E+00    0.2646947921E+00
    0.2100000000E+03    0.2736761911E+00    0.2702496311E+00
    0.2300000000E+03    0.2783958296E+00    0.2750222107E+00
    0.2500000000E+03    0.2824836829E+00    0.2791677041E+00
    0.2700000000E+03    0.2860579859E+00    0.2828027396E+00
    0.2900000000E+03    0.2892092410E+00    0.2860166751E+00
    0.3100000000E+03    0.2920078947E+00    0.2888791320E+00
    0.3300000000E+03    0.2945095983E+00    0.2914451627E+00
    0.3500000000E+03    0.2967588963E+00    0.2937588738E+00
    0.3700000000E+03    0.2987918635E+00    0.2958560196E+00
    0.3900000000E+03    0.3006380254E+00    0.2977658914E+00
    0.4100000000E+03    0.3023217791E+00    0.2995127152E+00
    0.4300000000E+03    0.3038634592E+00    0.3011167028E+00
    0.4500000000E+03    0.3052801492E+00    0.3025948501E+00
    0.4700000000E+03    0.3065863054E+00    0.3039615536E+00
    0.4900000000E+03    0.3077942433E+00    0.3052290887E+00
    0.5100000000E+03    0.3089145186E+00    0.3064079875E+00
    0.5300000000E+03    0.3099562310E+00    0.3075073376E+00
