     Pressure (Pa)     C7-500 (mol/kg)        3mC6-500 (mol/kg)
    0.1000000000E+01    0.2674661269E-02    0.8799544484E-02
    0.3000000000E+01    0.7760893641E-02    0.2553623192E-01
    0.5000000000E+01    0.1252413080E-01    0.4121404024E-01
    0.7000000000E+01    0.1699413886E-01    0.5593043043E-01
    0.9000000000E+01    0.2119713700E-01    0.6977125730E-01
    0.1100000000E+02    0.2515631044E-01    0.8281244728E-01
    0.1300000000E+02    0.2889223684E-01    0.9512139333E-01
    0.1500000000E+02    0.3242324278E-01    0.1067581211E+00
    0.1700000000E+02    0.3576570335E-01    0.1177762690E+00
    0.1900000000E+02    0.3893429511E-01    0.1282239156E+00
    0.2100000000E+02    0.4194221070E-01    0.1381442823E+00
    0.2300000000E+02    0.4480134173E-01    0.1475763309E+00
    0.2500000000E+02    0.4752243525E-01    0.1565552767E+00
    0.2700000000E+02    0.5011522820E-01    0.1651130274E+00
    0.2900000000E+02    0.5258856336E-01    0.1732785632E+00
    0.3100000000E+02    0.5495048959E-01    0.1810782645E+00
    0.3300000000E+02    0.5720834904E-01    0.1885361975E+00
    0.3500000000E+02    0.5936885297E-01    0.1956743625E+00
    0.3700000000E+02    0.6143814807E-01    0.2025129105E+00
    0.3900000000E+02    0.6342187463E-01    0.2090703341E+00
    0.4100000000E+02    0.6532521758E-01    0.2153636343E+00
    0.4300000000E+02    0.6715295156E-01    0.2214084680E+00
    0.4500000000E+02    0.6890948067E-01    0.2272192784E+00
    0.4700000000E+02    0.7059887372E-01    0.2328094103E+00
    0.4900000000E+02    0.7222489559E-01    0.2381912125E+00
    0.5100000000E+02    0.7379103501E-01    0.2433761291E+00
    0.5300000000E+02    0.7530052943E-01    0.2483747809E+00
    0.5500000000E+02    0.7675638728E-01    0.2531970382E+00
    0.5700000000E+02    0.7816140782E-01    0.2578520856E+00
    0.5900000000E+02    0.7951819901E-01    0.2623484810E+00
    0.6100000000E+02    0.8082919358E-01    0.2666942078E+00
    0.6300000000E+02    0.8209666350E-01    0.2708967226E+00
    0.6500000000E+02    0.8332273302E-01    0.2749629977E+00
    0.6700000000E+02    0.8450939050E-01    0.2788995600E+00
    0.6900000000E+02    0.8565849911E-01    0.2827125258E+00
    0.7100000000E+02    0.8677180650E-01    0.2864076327E+00
    0.7300000000E+02    0.8785095362E-01    0.2899902688E+00
    0.7500000000E+02    0.8889748275E-01    0.2934654981E+00
    0.7700000000E+02    0.8991284478E-01    0.2968380854E+00
    0.7900000000E+02    0.9089840592E-01    0.3001125174E+00
