     Pressure (Pa)     C7-500 (mol/kg)        3mC6-500 (mol/kg)
    0.1000000000E+01    0.8166084035E-02    0.5326291197E-02
    0.3000000000E+01    0.2355793482E-01    0.1536778713E-01
    0.5000000000E+01    0.3781178491E-01    0.2466963653E-01
    0.7000000000E+01    0.5104922964E-01    0.3331077202E-01
    0.9000000000E+01    0.6337514066E-01    0.4135927697E-01
    0.1100000000E+02    0.7488044526E-01    0.4887418784E-01
    0.1300000000E+02    0.8564436922E-01    0.5590694879E-01
    0.1500000000E+02    0.9573626036E-01    0.6250259429E-01
    0.1700000000E+02    0.1052170813E+00    0.6870071744E-01
    0.1900000000E+02    0.1141406395E+00    0.7453626780E-01
    0.2100000000E+02    0.1225546070E+00    0.8004021287E-01
    0.2300000000E+02    0.1305013706E+00    0.8524008961E-01
    0.2500000000E+02    0.1380187445E+00    0.9016046675E-01
    0.2700000000E+02    0.1451405705E+00    0.9482333433E-01
    0.2900000000E+02    0.1518972263E+00    0.9924843340E-01
    0.3100000000E+02    0.1583160577E+00    0.1034535364E+00
    0.3300000000E+02    0.1644217474E+00    0.1074546868E+00
    0.3500000000E+02    0.1702366317E+00    0.1112664041E+00
    0.3700000000E+02    0.1757809726E+00    0.1149018609E+00
    0.3900000000E+02    0.1810731932E+00    0.1183730354E+00
    0.4100000000E+02    0.1861300814E+00    0.1216908439E+00
    0.4300000000E+02    0.1909669680E+00    0.1248652560E+00
    0.4500000000E+02    0.1955978806E+00    0.1279053949E+00
    0.4700000000E+02    0.2000356797E+00    0.1308196255E+00
    0.4900000000E+02    0.2042921774E+00    0.1336156315E+00
    0.5100000000E+02    0.2083782421E+00    0.1363004836E+00
    0.5300000000E+02    0.2123038910E+00    0.1388806991E+00
    0.5500000000E+02    0.2160783716E+00    0.1413622955E+00
    0.5700000000E+02    0.2197102345E+00    0.1437508370E+00
    0.5900000000E+02    0.2232073973E+00    0.1460514767E+00
    0.6100000000E+02    0.2265772029E+00    0.1482689939E+00
    0.6300000000E+02    0.2298264700E+00    0.1504078273E+00
    0.6500000000E+02    0.2329615394E+00    0.1524721048E+00
    0.6700000000E+02    0.2359883149E+00    0.1544656704E+00
    0.6900000000E+02    0.2389123008E+00    0.1563921080E+00
    0.7100000000E+02    0.2417386344E+00    0.1582547632E+00
    0.7300000000E+02    0.2444721166E+00    0.1600567628E+00
    0.7500000000E+02    0.2471172390E+00    0.1618010321E+00
    0.7700000000E+02    0.2496782079E+00    0.1634903113E+00
    0.7900000000E+02    0.2521589673E+00    0.1651271698E+00
    0.8100000000E+02    0.2545632185E+00    0.1667140190E+00
    0.8300000000E+02    0.2568944386E+00    0.1682531246E+00
    0.8500000000E+02    0.2591558974E+00    0.1697466176E+00
    0.8700000000E+02    0.2613506724E+00    0.1711965034E+00
    0.8900000000E+02    0.2634816628E+00    0.1726046720E+00
    0.9100000000E+02    0.2655516023E+00    0.1739729052E+00
    0.9300000000E+02    0.2675630708E+00    0.1753028848E+00
    0.9500000000E+02    0.2695185046E+00    0.1765961995E+00
    0.9700000000E+02    0.2714202070E+00    0.1778543509E+00
    0.9900000000E+02    0.2732703565E+00    0.1790787599E+00
    0.1000000000E+02    0.6922516607E-01    0.4518005349E-01
    0.3000000000E+02    0.1551472689E+00    0.1013774437E+00
    0.5000000000E+02    0.2063558688E+00    0.1349715321E+00
    0.7000000000E+02    0.2403373665E+00    0.1573312081E+00
    0.9000000000E+02    0.2645240992E+00    0.1732936731E+00
    0.1100000000E+03    0.2826116270E+00    0.1852665786E+00
    0.1300000000E+03    0.2966447142E+00    0.1945834382E+00
    0.1500000000E+03    0.3078463702E+00    0.2020426554E+00
    0.1700000000E+03    0.3169929040E+00    0.2081515295E+00
    0.1900000000E+03    0.3246007648E+00    0.2132478863E+00
    0.2100000000E+03    0.3310268514E+00    0.2175654187E+00
    0.2300000000E+03    0.3365256918E+00    0.2212709551E+00
    0.2500000000E+03    0.3412836807E+00    0.2244867886E+00
    0.2700000000E+03    0.3454404396E+00    0.2273046159E+00
    0.2900000000E+03    0.3491026165E+00    0.2297945481E+00
    0.3100000000E+03    0.3523530732E+00    0.2320111136E+00
    0.3300000000E+03    0.3552571636E+00    0.2339973621E+00
    0.3500000000E+03    0.3578671233E+00    0.2357877365E+00
    0.3700000000E+03    0.3602252023E+00    0.2374101230E+00
    0.3900000000E+03    0.3623659407E+00    0.2388873418E+00
    0.4100000000E+03    0.3643178500E+00    0.2402382489E+00
    0.4300000000E+03    0.3661046719E+00    0.2414785612E+00
    0.4500000000E+03    0.3677463357E+00    0.2426214852E+00
    0.4700000000E+03    0.3692596929E+00    0.2436781987E+00
    0.4900000000E+03    0.3706590893E+00    0.2446582269E+00
    0.5100000000E+03    0.3719568133E+00    0.2455697373E+00
    0.5300000000E+03    0.3731634517E+00    0.2464197731E+00
    0.5500000000E+03    0.3742881744E+00    0.2472144411E+00
    0.5700000000E+03    0.3753389632E+00    0.2479590622E+00
    0.5900000000E+03    0.3763227981E+00    0.2486582939E+00
    0.6100000000E+03    0.3772458098E+00    0.2493162311E+00
    0.6300000000E+03    0.3781134045E+00    0.2499364884E+00
    0.6500000000E+03    0.3789303680E+00    0.2505222690E+00
    0.6700000000E+03    0.3797009522E+00    0.2510764211E+00
    0.6900000000E+03    0.3804289471E+00    0.2516014863E+00
    0.7100000000E+03    0.3811177422E+00    0.2520997399E+00
    0.7300000000E+03    0.3817703776E+00    0.2525732245E+00
    0.7500000000E+03    0.3823895881E+00    0.2530237796E+00
    0.7700000000E+03    0.3829778404E+00    0.2534530660E+00
    0.7900000000E+03    0.3835373652E+00    0.2538625868E+00
    0.8100000000E+03    0.3840701847E+00    0.2542537062E+00
    0.8300000000E+03    0.3845781363E+00    0.2546276650E+00
    0.8500000000E+03    0.3850628934E+00    0.2549855943E+00
    0.8700000000E+03    0.3855259830E+00    0.2553285271E+00
    0.8900000000E+03    0.3859688015E+00    0.2556574092E+00
    0.9100000000E+03    0.3863926284E+00    0.2559731081E+00
    0.9300000000E+03    0.3867986381E+00    0.2562764207E+00
    0.9500000000E+03    0.3871879107E+00    0.2565680807E+00
    0.9700000000E+03    0.3875614409E+00    0.2568487644E+00
    0.9900000000E+03    0.3879201467E+00    0.2571190965E+00
    0.1000000000E+03    0.2741767478E+00    0.1796787341E+00
    0.3000000000E+03    0.3507748737E+00    0.2309340805E+00
    0.5000000000E+03    0.3713199625E+00    0.2451220827E+00
    0.7000000000E+03    0.3807780470E+00    0.2518538318E+00
    0.9000000000E+03    0.3861830131E+00    0.2558168552E+00
    0.1100000000E+04    0.3896629630E+00    0.2584447055E+00
    0.1300000000E+04    0.3920805334E+00    0.2603245407E+00
    0.1500000000E+04    0.3938511802E+00    0.2617420386E+00
    0.1700000000E+04    0.3951994257E+00    0.2628531503E+00
    0.1900000000E+04    0.3962571014E+00    0.2637503651E+00
    0.2100000000E+04    0.3971066284E+00    0.2644920859E+00
    0.2300000000E+04    0.3978021374E+00    0.2651170509E+00
    0.2500000000E+04    0.3983806192E+00    0.2656519951E+00
    0.2700000000E+04    0.3988681924E+00    0.2661159826E+00
    0.2900000000E+04    0.3992838123E+00    0.2665229851E+00
    0.3100000000E+04    0.3996415602E+00    0.2668834842E+00
    0.3300000000E+04    0.3999521094E+00    0.2672055028E+00
    0.3500000000E+04    0.4002236929E+00    0.2674952900E+00
    0.3700000000E+04    0.4004627599E+00    0.2677577891E+00
    0.3900000000E+04    0.4006744315E+00    0.2679969634E+00
    0.4100000000E+04    0.4008628238E+00    0.2682160301E+00
    0.4300000000E+04    0.4010312819E+00    0.2684176286E+00
    0.4500000000E+04    0.4011825506E+00    0.2686039461E+00
    0.4700000000E+04    0.4013189027E+00    0.2687768113E+00
    0.4900000000E+04    0.4014422354E+00    0.2689377654E+00
    0.5100000000E+04    0.4015541445E+00    0.2690881171E+00
    0.5300000000E+04    0.4016559808E+00    0.2692289855E+00
    0.5500000000E+04    0.4017488957E+00    0.2693613332E+00
    0.5700000000E+04    0.4018338760E+00    0.2694859933E+00
    0.5900000000E+04    0.4019117719E+00    0.2696036908E+00
    0.6100000000E+04    0.4019833199E+00    0.2697150593E+00
    0.6300000000E+04    0.4020491608E+00    0.2698206558E+00
    0.6500000000E+04    0.4021098546E+00    0.2699209715E+00
    0.6700000000E+04    0.4021658928E+00    0.2700164419E+00
    0.6900000000E+04    0.4022177082E+00    0.2701074541E+00
    0.7100000000E+04    0.4022656836E+00    0.2701943536E+00
    0.7300000000E+04    0.4023101586E+00    0.2702774499E+00
    0.7500000000E+04    0.4023514353E+00    0.2703570213E+00
    0.7700000000E+04    0.4023897835E+00    0.2704333183E+00
