     Pressure (Pa)     C7-500 (mol/kg)        3mC6-500 (mol/kg)
    0.1000000000E+01    0.1048563824E-01    0.3859180323E-02
    0.3000000000E+01    0.3017577515E-01    0.1110773862E-01
    0.5000000000E+01    0.4832473985E-01    0.1779106485E-01
    0.7000000000E+01    0.6510655211E-01    0.2397290192E-01
    0.9000000000E+01    0.8066998690E-01    0.2970775143E-01
    0.1100000000E+02    0.9514299175E-01    0.3504249009E-01
    0.1300000000E+02    0.1086362078E+00    0.4001765832E-01
    0.1500000000E+02    0.1212458002E+00    0.4466849603E-01
    0.1700000000E+02    0.1330557502E+00    0.4902578162E-01
    0.1900000000E+02    0.1441397255E+00    0.5311651652E-01
    0.2100000000E+02    0.1545626164E+00    0.5696448745E-01
    0.2300000000E+02    0.1643818048E+00    0.6059073105E-01
    0.2500000000E+02    0.1736482197E+00    0.6401392030E-01
    0.2700000000E+02    0.1824072196E+00    0.6725068743E-01
    0.2900000000E+02    0.1906993334E+00    0.7031589542E-01
    0.3100000000E+02    0.1985608869E+00    0.7322286717E-01
    0.3300000000E+02    0.2060245335E+00    0.7598358004E-01
    0.3500000000E+02    0.2131197068E+00    0.7860883149E-01
    0.3700000000E+02    0.2198730084E+00    0.8110838102E-01
    0.3900000000E+02    0.2263085396E+00    0.8349107193E-01
    0.4100000000E+02    0.2324481893E+00    0.8576493639E-01
    0.4300000000E+02    0.2383118812E+00    0.8793728645E-01
    0.4500000000E+02    0.2439177905E+00    0.9001479293E-01
    0.4700000000E+02    0.2492825307E+00    0.9200355424E-01
    0.4900000000E+02    0.2544213182E+00    0.9390915654E-01
    0.5100000000E+02    0.2593481162E+00    0.9573672639E-01
    0.5300000000E+02    0.2640757608E+00    0.9749097709E-01
    0.5500000000E+02    0.2686160726E+00    0.9917624954E-01
    0.5700000000E+02    0.2729799553E+00    0.1007965483E+00
    0.5900000000E+02    0.2771774828E+00    0.1023555735E+00
    0.6100000000E+02    0.2812179765E+00    0.1038567494E+00
    0.6300000000E+02    0.2851100744E+00    0.1053032495E+00
    0.6500000000E+02    0.2888617926E+00    0.1066980190E+00
    0.6700000000E+02    0.2924805805E+00    0.1080437954E+00
    0.6900000000E+02    0.2959733694E+00    0.1093431258E+00
    0.7100000000E+02    0.2993466174E+00    0.1105983839E+00
    0.7300000000E+02    0.3026063486E+00    0.1118117840E+00
    0.7500000000E+02    0.3057581894E+00    0.1129853945E+00
    0.7700000000E+02    0.3088074005E+00    0.1141211495E+00
    0.7900000000E+02    0.3117589061E+00    0.1152208596E+00
    0.8100000000E+02    0.3146173204E+00    0.1162862217E+00
    0.8300000000E+02    0.3173869720E+00    0.1173188276E+00
    0.8500000000E+02    0.3200719251E+00    0.1183201722E+00
    0.8700000000E+02    0.3226759996E+00    0.1192916606E+00
    0.8900000000E+02    0.3252027892E+00    0.1202346151E+00
    0.9100000000E+02    0.3276556781E+00    0.1211502806E+00
    0.9300000000E+02    0.3300378555E+00    0.1220398307E+00
    0.9500000000E+02    0.3323523302E+00    0.1229043727E+00
    0.9700000000E+02    0.3346019424E+00    0.1237449519E+00
    0.9900000000E+02    0.3367893759E+00    0.1245625562E+00
    0.1000000000E+02    0.8803550850E-01    0.3242246555E-01
    0.3000000000E+02    0.1946818089E+00    0.7178838277E-01
    0.5000000000E+02    0.2569103886E+00    0.9483239176E-01
    0.7000000000E+02    0.2976745498E+00    0.1099761219E+00
    0.9000000000E+02    0.3264382675E+00    0.1206957840E+00
    0.1100000000E+03    0.3478156819E+00    0.1286880467E+00
    0.1300000000E+03    0.3643247190E+00    0.1348797797E+00
    0.1500000000E+03    0.3774559650E+00    0.1398202702E+00
    0.1700000000E+03    0.3881480652E+00    0.1438557832E+00
    0.1900000000E+03    0.3970215115E+00    0.1472154618E+00
    0.2100000000E+03    0.4045028880E+00    0.1500570081E+00
