     Pressure (Pa)     C7-500 (mol/kg)        3mC6-500 (mol/kg)
    0.1000000000E+01    0.1527134726E-01    0.8321905966E-03
    0.3000000000E+01    0.4372830084E-01    0.2383324736E-02
    0.5000000000E+01    0.6970696854E-01    0.3799878450E-02
    0.7000000000E+01    0.9351755079E-01    0.5098675757E-02
    0.9000000000E+01    0.1154205537E+00    0.6293847142E-02
    0.1100000000E+02    0.1356363569E+00    0.7397347967E-02
    0.1300000000E+02    0.1543526532E+00    0.8419361573E-02
    0.1500000000E+02    0.1717302918E+00    0.9368615941E-02
    0.1700000000E+02    0.1879079116E+00    0.1025263477E-01
    0.1900000000E+02    0.2030056468E+00    0.1107793832E-01
    0.2100000000E+02    0.2171281142E+00    0.1185020533E-01
    0.2300000000E+02    0.2303668407E+00    0.1257440459E-01
    0.2500000000E+02    0.2428022483E+00    0.1325490255E-01
    0.2700000000E+02    0.2545052885E+00    0.1389555191E-01
    0.2900000000E+02    0.2655387966E+00    0.1449976510E-01
    0.3100000000E+02    0.2759586199E+00    0.1507057538E-01
    0.3300000000E+02    0.2858145631E+00    0.1561068815E-01
    0.3500000000E+02    0.2951511835E+00    0.1612252404E-01
    0.3700000000E+02    0.3040084648E+00    0.1660825550E-01
    0.3900000000E+02    0.3124223889E+00    0.1706983777E-01
    0.4100000000E+02    0.3204254245E+00    0.1750903539E-01
    0.4300000000E+02    0.3280469458E+00    0.1792744492E-01
    0.4500000000E+02    0.3353135921E+00    0.1832651444E-01
    0.4700000000E+02    0.3422495794E+00    0.1870756046E-01
    0.4900000000E+02    0.3488769693E+00    0.1907178253E-01
    0.5100000000E+02    0.3552159039E+00    0.1942027591E-01
    0.5300000000E+02    0.3612848096E+00    0.1975404274E-01
    0.5500000000E+02    0.3671005762E+00    0.2007400168E-01
    0.5700000000E+02    0.3726787140E+00    0.2038099644E-01
    0.5900000000E+02    0.3780334915E+00    0.2067580329E-01
    0.6100000000E+02    0.3831780572E+00    0.2095913766E-01
    0.6300000000E+02    0.3881245478E+00    0.2123165998E-01
    0.6500000000E+02    0.3928841832E+00    0.2149398088E-01
    0.6700000000E+02    0.3974673518E+00    0.2174666581E-01
    0.6900000000E+02    0.4018836858E+00    0.2199023911E-01
    0.7100000000E+02    0.4061421293E+00    0.2222518773E-01
    0.7300000000E+02    0.4102509980E+00    0.2245196444E-01
    0.7500000000E+02    0.4142180340E+00    0.2267099085E-01
    0.7700000000E+02    0.4180504540E+00    0.2288266001E-01
    0.7900000000E+02    0.4217549935E+00    0.2308733878E-01
    0.8100000000E+02    0.4253379459E+00    0.2328537001E-01
    0.8300000000E+02    0.4288051985E+00    0.2347707443E-01
