pressure,muc,muc_err,molkg,molkg_err,_
2mC5-525-0.01,0.0000003571,0.0000009914,0.0000000619,0.0000001719,
2mC5-525-0.05,0.0000053571,0.0000035918,0.0000009288,0.0000006227,
2mC5-525-0.1,0.0000089286,0.0000032317,0.0000015479,0.0000005603,
2mC5-525-0.5,0.0000416071,0.0000073777,0.0000072133,0.0000012790,
2mC5-525-1,0.0000950000,0.0000117726,0.0000164699,0.0000020410,
2mC5-525-10,0.0009198214,0.0000334322,0.0001594671,0.0000057961,
2mC5-525-1e2,0.0095053571,0.0001842381,0.0016479201,0.0000319409,
2mC5-525-1e3,0.0939973214,0.0011901585,0.0162960811,0.0002063348,
2mC5-525-1e4,0.8239741071,0.0098706750,0.1428503352,0.0017112543,
2mC5-525-1e5,2.9551025000,0.0118076680,0.5123187475,0.0020470659,
2mC5-525-1e6,3.8652262500,0.0030106561,0.6701046313,0.0005219499,
2mC5-525-1e7,3.9690969643,0.0032080955,0.6881124379,0.0005561795,
2mC5-525-1e8,4.1314844643,0.0188804013,0.7162651536,0.0032732481,
2mC5-525-5,0.0004498214,0.0000445343,0.0000779844,0.0000077208,
2mC5-525-50,0.0046830357,0.0001168141,0.0008118862,0.0000202518,
2mC5-525-5e2,0.0474116071,0.0009348293,0.0082196320,0.0001620690,
2mC5-525-5e3,0.4423271429,0.0046729242,0.0766851532,0.0008101332,
2mC5-525-5e4,2.3285132143,0.0147940718,0.4036885264,0.0025648113,
2mC5-525-5e5,3.7379078571,0.0098634008,0.6480317592,0.0017099932,
2mC5-525-5e6,3.9590701786,0.0050414684,0.6863741191,0.0008740268,
2mC5-525-5e7,4.0200664286,0.0100459739,0.6969488868,0.0017416454,
