pressure,muc,muc_err,molkg,molkg_err,_
2mC5-400-0.01,0.0001123214,0.0000033621,0.0000194729,0.0000005829,
2mC5-400-0.05,0.0005407143,0.0000302203,0.0000937423,0.0000052392,
2mC5-400-0.1,0.0011008929,0.0000671185,0.0001908590,0.0000116362,
2mC5-400-0.5,0.0056816071,0.0001767981,0.0009850061,0.0000306510,
2mC5-400-1,0.0114191071,0.0002195343,0.0019797021,0.0000380601,
2mC5-400-10,0.1148048214,0.0023293562,0.0199034255,0.0004038347,
2mC5-400-1e2,0.9881769643,0.0124114334,0.1713177748,0.0021517392,
2mC5-400-1e3,3.1850494643,0.0231165779,0.5521840790,0.0040076634,
2mC5-400-1e4,3.9089555357,0.0037257500,0.6776858685,0.0006459240,
2mC5-400-1e5,4.0022725000,0.0079703004,0.6938639978,0.0013817911,
2mC5-400-1e6,4.0595657143,0.0219689592,0.7037967794,0.0038087036,
2mC5-400-1e7,4.0929844643,0.0085745666,0.7095905047,0.0014865512,
2mC5-400-1e8,5.6648396429,0.3269223597,0.9820991153,0.0566777138,
2mC5-400-5,0.0579569643,0.0007249241,0.0100478543,0.0001256783,
2mC5-400-50,0.5388403571,0.0057446198,0.0934174083,0.0009959304,
2mC5-400-5e2,2.6200969643,0.0153363303,0.4542396736,0.0026588213,
2mC5-400-5e3,3.8191983929,0.0088022361,0.6621248966,0.0015260217,
2mC5-400-5e4,3.9876442857,0.0012574610,0.6913279408,0.0002180029,
2mC5-400-5e5,4.0480403571,0.0140939119,0.7017986570,0.0024434263,
2mC5-400-5e6,4.0583257143,0.0121018435,0.7035818037,0.0020980664,
2mC5-400-5e7,4.4407233929,0.0525456623,0.7698771352,0.0091097104,
