pressure,muc,muc_err,molkg,molkg_err,_
0.01,0.0000008929,0.0000019199,0.0000001548,0.0000003328,
0.05,0.0000012500,0.0000009914,0.0000002167,0.0000001719,
0.1,0.0000041071,0.0000033803,0.0000007120,0.0000005860,
0.5,0.0000200000,0.0000113203,0.0000034674,0.0000019626,
1,0.0000487500,0.0000099329,0.0000084517,0.0000017220,
10,0.0004439286,0.0000198812,0.0000769628,0.0000034467,
1e2,0.0046803571,0.0000874342,0.0008114218,0.0000151583,
1e3,0.0472007143,0.0005741633,0.0081830701,0.0000995413,
1e4,0.4384016071,0.0082072220,0.0760045928,0.0014228656,
1e5,2.3119039286,0.0090495474,0.4008090160,0.0015688975,
1e6,3.7239280357,0.0035222731,0.6456081125,0.0006106477,
1e7,3.9443489286,0.0054615173,0.6838219327,0.0009468496,
1e8,4.0880337500,0.0058650749,0.7087322117,0.0010168134,
5,0.0002169643,0.0000200289,0.0000376146,0.0000034724,
50,0.0023200000,0.0001071609,0.0004022126,0.0000185782,
5e2,0.0236358929,0.0003267331,0.0040976958,0.0000566449,
5e3,0.2293600000,0.0034148660,0.0397635710,0.0005920268,
5e4,1.5949391071,0.0103047373,0.2765106137,0.0017865066,
5e5,3.5026742857,0.0125051767,0.6072499018,0.0021679913,
5e6,3.9196969643,0.0042769353,0.6795480832,0.0007414816,
5e7,4.0037246429,0.0019390512,0.6941157522,0.0003361685,
