pressure,muc,muc_err,molkg,molkg_err,_
2mC5-600-0.01,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
2mC5-600-0.05,0.0000005357,0.0000006071,0.0000000929,0.0000001053,
2mC5-600-0.1,0.0000012500,0.0000006071,0.0000002167,0.0000001053,
2mC5-600-0.5,0.0000094643,0.0000043357,0.0000016408,0.0000007517,
2mC5-600-1,0.0000150000,0.0000028692,0.0000026005,0.0000004974,
2mC5-600-10,0.0001316071,0.0000127977,0.0000228164,0.0000022187,
2mC5-600-1e2,0.0013337500,0.0000385209,0.0002312289,0.0000066783,
2mC5-600-1e3,0.0140435714,0.0002907338,0.0024346989,0.0000504038,
2mC5-600-1e4,0.1386989286,0.0035864443,0.0240458872,0.0006217729,
2mC5-600-1e5,1.0990169643,0.0122113424,0.1905338291,0.0021170500,
2mC5-600-1e6,3.1819957143,0.0129814864,0.5516546580,0.0022505679,
2mC5-600-1e7,3.8417135714,0.0028277488,0.6660282969,0.0004902398,
2mC5-600-1e8,4.0289544643,0.0093229561,0.6984897834,0.0016162976,
2mC5-600-5,0.0000623214,0.0000162417,0.0000108045,0.0000028158,
2mC5-600-50,0.0006742857,0.0000280681,0.0001168992,0.0000048661,
2mC5-600-5e2,0.0069764286,0.0002086327,0.0012094860,0.0000361701,
2mC5-600-5e3,0.0697507143,0.0010828508,0.0120925073,0.0001877311,
2mC5-600-5e4,0.6247103571,0.0078365859,0.1083044760,0.0013586093,
2mC5-600-5e5,2.6455953571,0.0173224280,0.4586602664,0.0030031461,
2mC5-600-5e6,3.7589608929,0.0077044058,0.6516816715,0.0013356936,
2mC5-600-5e7,3.9744891071,0.0040595133,0.6890472603,0.0007037877,
