pressure,muc,muc_err,molkg,molkg_err,_
2mC5-576-0.01,0.0000001786,0.0000004957,0.0000000310,0.0000000859,
2mC5-576-0.05,0.0000005357,0.0000006071,0.0000000929,0.0000001053,
2mC5-576-0.1,0.0000017857,0.0000028260,0.0000003096,0.0000004899,
2mC5-576-0.5,0.0000133929,0.0000028260,0.0000023219,0.0000004899,
2mC5-576-1,0.0000214286,0.0000062212,0.0000037150,0.0000010785,
2mC5-576-10,0.0002450000,0.0000197136,0.0000424750,0.0000034177,
2mC5-576-1e2,0.0024437500,0.0000858924,0.0004236668,0.0000148910,
2mC5-576-1e3,0.0245814286,0.0004525212,0.0042616209,0.0000784525,
2mC5-576-1e4,0.2360151786,0.0036963074,0.0409173627,0.0006408196,
2mC5-576-1e5,1.6171910714,0.0078535605,0.2803683812,0.0013615522,
2mC5-576-1e6,3.4973683929,0.0076517585,0.6063300324,0.0013265663,
2mC5-576-1e7,3.8981173214,0.0039227059,0.6758068743,0.0006800697,
2mC5-576-1e8,4.0523982143,0.0117190725,0.7025541678,0.0020317064,
2mC5-576-5,0.0001119643,0.0000163773,0.0000194110,0.0000028393,
2mC5-576-50,0.0011848214,0.0000301225,0.0002054095,0.0000052223,
2mC5-576-5e2,0.0120887500,0.0002678401,0.0020957964,0.0000464348,
2mC5-576-5e3,0.1207410714,0.0008396356,0.0209325783,0.0001455655,
2mC5-576-5e4,0.9888483929,0.0077444253,0.1714341787,0.0013426317,
2mC5-576-5e5,3.1209833929,0.0208045161,0.5410771041,0.0036068271,
2mC5-576-5e6,3.8494298214,0.0042581823,0.6673660439,0.0007382304,
2mC5-576-5e7,3.9912494643,0.0065750312,0.6919529616,0.0011398967,
