pressure,muc,muc_err,molkg,molkg_err,_
0.01,0.0000014286,0.0000016810,0.0000002477,0.0000002914,
0.05,0.0000092857,0.0000035574,0.0000016098,0.0000006167,
0.1,0.0000217857,0.0000055200,0.0000037769,0.0000009570,
0.5,0.0000950000,0.0000217578,0.0000164699,0.0000037721,
1,0.0001866071,0.0000157540,0.0000323516,0.0000027312,
10,0.0020126786,0.0000567880,0.0003489331,0.0000098452,
1e2,0.0205057143,0.0001782412,0.0035550245,0.0000309012,
1e3,0.1992832143,0.0027973038,0.0345492337,0.0004849616,
1e4,1.4682944643,0.0132789745,0.2545545479,0.0023021427,
1e5,3.4628916071,0.0106267258,0.6003528781,0.0018423289,
1e6,3.9380714286,0.0045163708,0.6827336182,0.0007829919,
1e7,3.9905850000,0.0065503673,0.6918377651,0.0011356208,
1e8,4.2321812500,0.0703425091,0.7337227042,0.0121951053,
5,0.0009819643,0.0000244790,0.0001702407,0.0000042439,
50,0.0103687500,0.0002721602,0.0017976043,0.0000471837,
5e2,0.1012778571,0.0021899846,0.0175582894,0.0003796722,
5e3,0.8657208929,0.0087773990,0.1500878712,0.0015217158,
5e4,3.0292551786,0.0170323667,0.5251744124,0.0029528589,
5e5,3.8763039286,0.0055728373,0.6720251408,0.0009661489,
5e6,3.9832389286,0.0027622334,0.6905641950,0.0004788815,
5e7,4.0438875000,0.0110388410,0.7010786865,0.0019137763,
