pressure,muc,muc_err,molkg,molkg_err,_
0.01,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
0.05,0.0000007143,0.0000014452,0.0000001238,0.0000002506,
0.1,0.0000005357,0.0000009914,0.0000000929,0.0000001719,
0.5,0.0000037500,0.0000009274,0.0000006501,0.0000001608,
1,0.0000071429,0.0000043640,0.0000012383,0.0000007566,
10,0.0000733929,0.0000051037,0.0000127239,0.0000008848,
1e2,0.0007148214,0.0000451930,0.0001239268,0.0000078350,
1e3,0.0075073214,0.0002027002,0.0013015256,0.0000351416,
1e4,0.0745401786,0.0011825664,0.0129228448,0.0002050186,
1e5,0.6552994643,0.0096629804,0.1136076332,0.0016752468,
1e6,2.6759673214,0.0166487199,0.4639257781,0.0028863470,
1e7,3.7311162500,0.0051547564,0.6468543152,0.0008936672,
1e8,4.0097687500,0.0033026125,0.6951636039,0.0005725657,
5,0.0000358929,0.0000063868,0.0000062227,0.0000011073,
50,0.0003653571,0.0000316773,0.0000633411,0.0000054918,
5e2,0.0037175000,0.0000447559,0.0006444937,0.0000077592,
5e3,0.0371339286,0.0005773672,0.0064378165,0.0001000967,
5e4,0.3488525000,0.0039780535,0.0604796875,0.0006896652,
5e5,2.0319333929,0.0292821106,0.3522712227,0.0050765665,
5e6,3.5796262500,0.0107916680,0.6205908719,0.0018709246,
5e7,3.9488091071,0.0034678575,0.6845951827,0.0006012138,
