pressure,muc,muc_err,molkg,molkg_err,_
0.01,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
0.05,0.0000035714,0.0000033254,0.0000006192,0.0000005765,
0.1,0.0000033929,0.0000034523,0.0000005882,0.0000005985,
0.5,0.0000264286,0.0000039657,0.0000045819,0.0000006875,
1,0.0000492857,0.0000070715,0.0000085445,0.0000012260,
10,0.0005448214,0.0000188827,0.0000944543,0.0000032737,
1e2,0.0055123214,0.0001139345,0.0009556574,0.0000197525,
1e3,0.0540005357,0.0005497875,0.0093619381,0.0000953153,
1e4,0.5010312500,0.0078227211,0.0868625378,0.0013562056,
1e5,2.4604433929,0.0174850334,0.4265609323,0.0030313366,
1e6,3.7778708929,0.0042525525,0.6549600510,0.0007372544,
1e7,3.9883516071,0.0075916343,0.6914505673,0.0013161427,
1e8,4.6595080357,0.0564842395,0.8078072828,0.0097925317,
5,0.0002650000,0.0000308818,0.0000459424,0.0000053539,
50,0.0026773214,0.0000761555,0.0004641605,0.0000132029,
5e2,0.0270055357,0.0002498056,0.0046818823,0.0000433082,
5e3,0.2636333929,0.0043735827,0.0457054636,0.0007582371,
5e4,1.7561717857,0.0245403681,0.3044631209,0.0042545024,
5e5,3.5732514286,0.0115946412,0.6194856850,0.0020101340,
5e6,3.9597260714,0.0090339502,0.6864878296,0.0015661934,
5e7,4.1737782143,0.0221002522,0.7235975156,0.0038314656,
