pressure,muc,muc_err,molkg,molkg_err,_
3mC5-300-0.01,0.0312830357,0.0008697755,0.0054234619,0.0001507908,
3mC5-300-0.05,0.1523087500,0.0018586819,0.0264053880,0.0003222350,
3mC5-300-0.1,0.2988885714,0.0072821382,0.0518175659,0.0012624861,
3mC5-300-0.5,1.2998510714,0.0199720136,0.2253519372,0.0034624982,
3mC5-300-1,2.0522487500,0.0227010531,0.3557932455,0.0039356249,
3mC5-300-10,3.7563092857,0.0307768097,0.6512219690,0.0053356987,
3mC5-300-1e2,4.3374010714,0.0789346950,0.7519644021,0.0136847111,
3mC5-300-1e3,5.2219960714,0.1406317949,0.9053244302,0.0243809834,
3mC5-300-1e4,6.3397376786,0.2193367160,1.0991045039,0.0380258592,
3mC5-300-1e5,6.5368491071,0.3013029592,1.1332772205,0.0522361423,
3mC5-300-1e6,6.5586385714,0.1538735043,1.1370548055,0.0266766655,
3mC5-300-1e7,6.6905417857,0.1806510377,1.1599225367,0.0313190197,
3mC5-300-1e8,7.7701396429,0.3914655418,1.3470897236,0.0678674043,
3mC5-300-5,3.4542423214,0.0201176284,0.5988533730,0.0034877430,
3mC5-300-50,4.1404301786,0.0807188619,0.7178160498,0.0139940277,
3mC5-300-5e2,4.9170173214,0.0677245823,0.8524510252,0.0117412419,
3mC5-300-5e3,5.9234541071,0.1586716755,1.0269344597,0.0275085125,
3mC5-300-5e4,6.6216576786,0.0502051409,1.1479802709,0.0087039400,
3mC5-300-5e5,6.5124437500,0.1921964483,1.1290461246,0.0333206187,
3mC5-300-5e6,6.6784876786,0.1445661600,1.1578327462,0.0250630745,
3mC5-300-5e7,7.4111760714,0.3838993461,1.2848571048,0.0665556718,
