pressure,muc,muc_err,molkg,molkg_err,_
0.01,0.0000003571,0.0000009914,0.0000000619,0.0000001719,
0.05,0.0000017857,0.0000013576,0.0000003096,0.0000002354,
0.1,0.0000035714,0.0000017526,0.0000006192,0.0000003038,
0.5,0.0000150000,0.0000026464,0.0000026005,0.0000004588,
1,0.0000271429,0.0000021608,0.0000047057,0.0000003746,
10,0.0002867857,0.0000369582,0.0000497193,0.0000064073,
1e2,0.0028430357,0.0001145127,0.0004928900,0.0000198528,
1e3,0.0279314286,0.0006538969,0.0048424021,0.0001133645,
1e4,0.2697053571,0.0018258282,0.0467581449,0.0003165393,
1e5,1.7890225000,0.0199580125,0.3101583673,0.0034600708,
1e6,3.5651173214,0.0101014088,0.6180754952,0.0017512560,
1e7,3.9287569643,0.0104981312,0.6811187928,0.0018200348,
1e8,4.4290616071,0.0575495348,0.7678553605,0.0099772193,
5,0.0001400000,0.0000137421,0.0000242715,0.0000023824,
50,0.0013942857,0.0000789284,0.0002417238,0.0000136836,
5e2,0.0141476786,0.0002669855,0.0024527477,0.0000462866,
5e3,0.1386908929,0.0016804384,0.0240444941,0.0002913334,
5e4,1.1004050000,0.0048596012,0.1907744694,0.0008424969,
5e5,3.2279667857,0.0142557552,0.5596245480,0.0024714847,
5e6,3.8794780357,0.0030081288,0.6725754279,0.0005215118,
5e7,4.0988737500,0.0267140082,0.7106115155,0.0046313409,
