pressure,muc,muc_err,molkg,molkg_err,_
0.01,0.0000483929,0.0000088468,0.0000083897,0.0000015337,
0.05,0.0002514286,0.0000280703,0.0000435895,0.0000048665,
0.1,0.0004921429,0.0000211972,0.0000853216,0.0000036749,
0.5,0.0025398214,0.0000946756,0.0004403225,0.0000164137,
1,0.0050776786,0.0001129886,0.0008803045,0.0000195886,
10,0.0500453571,0.0015085526,0.0086762387,0.0002615340,
1e2,0.4722191071,0.0038522102,0.0818674484,0.0006678481,
1e3,2.4732394643,0.0224799719,0.4287793553,0.0038972966,
1e4,3.8114283929,0.0116523079,0.6607778311,0.0020201316,
1e5,4.1633757143,0.0170395558,0.7217940601,0.0029541053,
1e6,4.7770733929,0.0530070659,0.8281892955,0.0091897028,
1e7,4.9262550000,0.1205419404,0.8540525385,0.0208980555,
1e8,6.5269494643,0.0967256042,1.1315609441,0.0167690767,
5,0.0255380357,0.0002616726,0.0044274655,0.0000453655,
50,0.2439958929,0.0043713362,0.0423009592,0.0007578476,
5e2,1.7335105357,0.0205702207,0.3005343965,0.0035662078,
5e3,3.6079896429,0.0137237386,0.6255081626,0.0023792503,
5e4,4.0732803571,0.0240990958,0.7061744528,0.0041780001,
5e5,4.6786694643,0.0940309846,0.8111292519,0.0163019172,
5e6,4.8080696429,0.0349041097,0.8335630380,0.0060512384,
5e7,5.7387175000,0.1931430044,0.9949071351,0.0334847208,
