pressure,muc,muc_err,molkg,molkg_err,_
0.01,0.0000053571,0.0000000000,0.0000009288,0.0000000000,
0.05,0.0000278571,0.0000103805,0.0000048295,0.0000017996,
0.1,0.0000587500,0.0000064823,0.0000101853,0.0000011238,
0.5,0.0003105357,0.0000217973,0.0000538368,0.0000037790,
1,0.0006155357,0.0000273834,0.0001067139,0.0000047474,
10,0.0059771429,0.0001377640,0.0010362423,0.0000238838,
1e2,0.0603332143,0.0010067710,0.0104598188,0.0001745414,
1e3,0.5503955357,0.0039945513,0.0954207008,0.0006925254,
1e4,2.6171139286,0.0167112800,0.4537225122,0.0028971929,
1e5,3.8362475000,0.0100727674,0.6650806578,0.0017462905,
1e6,4.1463387500,0.0431424286,0.7188404041,0.0074794952,
1e7,4.2755642857,0.0330488475,0.7412439128,0.0057295962,
1e8,5.7967639286,0.1258010750,1.0049704995,0.0218098185,
5,0.0029935714,0.0001149170,0.0005189880,0.0000199229,
50,0.0305998214,0.0003752244,0.0053050147,0.0000650517,
5e2,0.2920682143,0.0051896739,0.0506351376,0.0008997208,
5e3,1.9072094643,0.0130616880,0.3306481464,0.0022644723,
5e4,3.6555896429,0.0166985667,0.6337604558,0.0028949888,
5e5,4.0445632143,0.0315172794,0.7011958334,0.0054640721,
5e6,4.2085007143,0.0368879354,0.7296172688,0.0063951693,
5e7,4.9517776786,0.1175069798,0.8584773416,0.0203718919,
