pressure,muc,muc_err,molkg,molkg_err,_
0.01,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
0.05,0.0000005357,0.0000009914,0.0000000929,0.0000001719,
0.1,0.0000005357,0.0000009914,0.0000000929,0.0000001719,
0.5,0.0000026786,0.0000015676,0.0000004644,0.0000002718,
1,0.0000042857,0.0000024031,0.0000007430,0.0000004166,
10,0.0000344643,0.0000081303,0.0000059750,0.0000014095,
1e2,0.0003589286,0.0000242343,0.0000622266,0.0000042014,
1e3,0.0035019643,0.0000636245,0.0006071268,0.0000110304,
1e4,0.0345160714,0.0006273122,0.0059839652,0.0001087555,
1e5,0.3244535714,0.0032775552,0.0562497062,0.0005682216,
1e6,1.9167030357,0.0121373395,0.3322940232,0.0021042203,
1e7,3.4948092857,0.0063714360,0.6058863664,0.0011046000,
1e8,4.0475764286,0.0153054094,0.7017182268,0.0026534606,
5,0.0000182143,0.0000038875,0.0000031578,0.0000006740,
50,0.0001742857,0.0000077354,0.0000302155,0.0000013411,
5e2,0.0017271429,0.0000351625,0.0002994304,0.0000060960,
5e3,0.0171764286,0.0002948767,0.0029778346,0.0000511220,
5e4,0.1673567857,0.0017059402,0.0290142284,0.0002957546,
5e5,1.2593264286,0.0124231372,0.2183262809,0.0021537683,
5e6,3.2032692857,0.0098961372,0.5553428040,0.0017156686,
5e7,3.9055207143,0.0046029469,0.6770903821,0.0007980014,
