     Pressure (Pa)     2mC6-400 (mol/kg)     3mC6-400 (mol/kg)     23mC5-400 (mol/kg)
    0.1000000000E+01    0.1594114384E-02    0.4227555726E-02    0.9327687110E-03
    0.3000000000E+01    0.4704323485E-02    0.1247975600E-01    0.2782121992E-02
    0.5000000000E+01    0.7714562496E-02    0.2047242873E-01    0.4610283462E-02
    0.7000000000E+01    0.1062943036E-01    0.2821805071E-01    0.6417705632E-02
    0.9000000000E+01    0.1345324106E-01    0.3572830505E-01    0.8204827820E-02
    0.1100000000E+02    0.1619004574E-01    0.4301414353E-01    0.9972076630E-02
    0.1300000000E+02    0.1884365279E-01    0.5008584308E-01    0.1171986641E-01
    0.1500000000E+02    0.2141764608E-01    0.5695305706E-01    0.1344859968E-01
    0.1700000000E+02    0.2391540161E-01    0.6362486202E-01    0.1515866759E-01
    0.1900000000E+02    0.2634010259E-01    0.7010980024E-01    0.1685045028E-01
    0.2100000000E+02    0.2869475332E-01    0.7641591860E-01    0.1852431727E-01
    0.2300000000E+02    0.3098219181E-01    0.8255080409E-01    0.2018062787E-01
    0.2500000000E+02    0.3320510135E-01    0.8852161626E-01    0.2181973149E-01
    0.2700000000E+02    0.3536602112E-01    0.9433511707E-01    0.2344196799E-01
    0.2900000000E+02    0.3746735591E-01    0.9999769813E-01    0.2504766802E-01
    0.3100000000E+02    0.3951138510E-01    0.1055154058E+00    0.2663715333E-01
    0.3300000000E+02    0.4150027087E-01    0.1108939644E+00    0.2821073706E-01
    0.3500000000E+02    0.4343606581E-01    0.1161387972E+00    0.2976872402E-01
    0.3700000000E+02    0.4532071990E-01    0.1212550462E+00    0.3131141099E-01
    0.3900000000E+02    0.4715608696E-01    0.1262475903E+00    0.3283908698E-01
    0.4100000000E+02    0.4894393064E-01    0.1311210616E+00    0.3435203345E-01
    0.4300000000E+02    0.5068592996E-01    0.1358798613E+00    0.3585052461E-01
    0.4500000000E+02    0.5238368442E-01    0.1405281737E+00    0.3733482762E-01
    0.4700000000E+02    0.5403871871E-01    0.1450699795E+00    0.3880520282E-01
    0.4900000000E+02    0.5565248719E-01    0.1495090682E+00    0.4026190396E-01
    0.1000000000E+02    0.1483227566E-01    0.3939861877E-01    0.9090910219E-02
    0.3000000000E+02    0.3849639591E-01    0.1027742961E+00    0.2584441775E-01
    0.5000000000E+02    0.5644433301E-01    0.1516912284E+00    0.4098520430E-01
    0.7000000000E+02    0.7042081336E-01    0.1907340378E+00    0.5479041180E-01
    0.9000000000E+02    0.8151968465E-01    0.2227199114E+00    0.6747504538E-01
    0.1100000000E+03    0.9046491741E-01    0.2494776490E+00    0.7920857186E-01
    0.1300000000E+03    0.9775646058E-01    0.2722475895E+00    0.9012645885E-01
    0.1500000000E+03    0.1037515286E+00    0.2919016199E+00    0.1003383669E+00
    0.1700000000E+03    0.1087125723E+00    0.3090711730E+00    0.1099340755E+00
    0.1900000000E+03    0.1128369505E+00    0.3242252221E+00    0.1189878431E+00
    0.2100000000E+03    0.1162760163E+00    0.3377196909E+00    0.1275616634E+00
    0.2300000000E+03    0.1191478087E+00    0.3498298146E+00    0.1357077318E+00
    0.2500000000E+03    0.1215457340E+00    0.3607719501E+00    0.1434703364E+00
    0.2700000000E+03    0.1235446518E+00    0.3707186502E+00    0.1508873259E+00
    0.2900000000E+03    0.1252052340E+00    0.3798093136E+00    0.1579912595E+00
    0.3100000000E+03    0.1265771456E+00    0.3881578581E+00    0.1648103180E+00
    0.3300000000E+03    0.1277014052E+00    0.3958583476E+00    0.1713690315E+00
    0.3500000000E+03    0.1286121626E+00    0.4029891833E+00    0.1776888651E+00
    0.3700000000E+03    0.1293380558E+00    0.4096162702E+00    0.1837886955E+00
    0.3900000000E+03    0.1299032589E+00    0.4157954413E+00    0.1896851996E+00
    0.4100000000E+03    0.1303283012E+00    0.4215743350E+00    0.1953931753E+00
    0.4300000000E+03    0.1306307127E+00    0.4269938644E+00    0.2009258067E+00
    0.4500000000E+03    0.1308255378E+00    0.4320893804E+00    0.2062948856E+00
    0.4700000000E+03    0.1309257487E+00    0.4368915985E+00    0.2115109968E+00
    0.4900000000E+03    0.1309425782E+00    0.4414273462E+00    0.2165836746E+00
    0.1000000000E+03    0.8622617555E-01    0.2366641567E+00    0.7345154262E-01
    0.3000000000E+03    0.1259245305E+00    0.3840700613E+00    0.1614347870E+00
    0.5000000000E+03    0.1309228278E+00    0.4436027653E+00    0.2190689512E+00
    0.7000000000E+03    0.1279520842E+00    0.4775607278E+00    0.2629558522E+00
    0.9000000000E+03    0.1226612691E+00    0.5001545712E+00    0.2987299861E+00
    0.1100000000E+04    0.1167947221E+00    0.5165636158E+00    0.3289692591E+00
    0.1300000000E+04    0.1109859570E+00    0.5291743395E+00    0.3550910691E+00
    0.1500000000E+04    0.1054760968E+00    0.5392567389E+00    0.3779790371E+00
    0.1700000000E+04    0.1003490869E+00    0.5475564099E+00    0.3982355959E+00
    0.1900000000E+04    0.9562138482E-01    0.5545435121E+00    0.4162989055E+00
    0.2100000000E+04    0.9127985789E-01    0.5605311023E+00    0.4325029632E+00
    0.2300000000E+04    0.8729894218E-01    0.5657367570E+00    0.4471112342E+00
    0.2500000000E+04    0.8364874539E-01    0.5703170225E+00    0.4603368519E+00
    0.2700000000E+04    0.8029893237E-01    0.5743877994E+00    0.4723555070E+00
    0.2900000000E+04    0.7722055363E-01    0.5780369790E+00    0.4833141114E+00
    0.3100000000E+04    0.7438683936E-01    0.5813325881E+00    0.4933368850E+00
    0.3300000000E+04    0.7177346603E-01    0.5843282131E+00    0.5025297942E+00
    0.3500000000E+04    0.6935855587E-01    0.5870667177E+00    0.5109838889E+00
    0.3700000000E+04    0.6712254590E-01    0.5895828532E+00    0.5187778769E+00
    0.3900000000E+04    0.6504799969E-01    0.5919051323E+00    0.5259801493E+00
    0.4100000000E+04    0.6311940050E-01    0.5940571989E+00    0.5326504033E+00
    0.4300000000E+04    0.6132294639E-01    0.5960588476E+00    0.5388409577E+00
    0.4500000000E+04    0.5964635717E-01    0.5979267943E+00    0.5445978329E+00
    0.4700000000E+04    0.5807869800E-01    0.5996752652E+00    0.5499616450E+00
    0.4900000000E+04    0.5661022077E-01    0.6013164545E+00    0.5549683526E+00
    0.1000000000E+04    0.1197465974E+00    0.5089457588E+00    0.3144358541E+00
    0.3000000000E+04    0.7577469187E-01    0.5797253424E+00    0.4884354698E+00
    0.5000000000E+04    0.5591041857E-01    0.6021001635E+00    0.5573479121E+00
    0.7000000000E+04    0.4544519055E-01    0.6140732751E+00    0.5923030924E+00
    0.9000000000E+04    0.3905401028E-01    0.6218046821E+00    0.6127765983E+00
    0.1100000000E+05    0.3473272498E-01    0.6273209007E+00    0.6259922508E+00
    0.1300000000E+05    0.3159525947E-01    0.6315099000E+00    0.6351344672E+00
    0.1500000000E+05    0.2919683772E-01    0.6348301342E+00    0.6417921199E+00
    0.1700000000E+05    0.2729141998E-01    0.6375452894E+00    0.6468352874E+00
    0.1900000000E+05    0.2573223042E-01    0.6398191617E+00    0.6507760414E+00
    0.2100000000E+05    0.2442630832E-01    0.6417595561E+00    0.6539335181E+00
    0.2300000000E+05    0.2331185862E-01    0.6434407021E+00    0.6565160767E+00
    0.2500000000E+05    0.2234613722E-01    0.6449155975E+00    0.6586650810E+00
    0.2700000000E+05    0.2149858073E-01    0.6462232245E+00    0.6604795856E+00
    0.2900000000E+05    0.2074671430E-01    0.6473929796E+00    0.6620309295E+00
    0.3100000000E+05    0.2007361058E-01    0.6484475040E+00    0.6633717187E+00
    0.3300000000E+05    0.1946625426E-01    0.6494045564E+00    0.6645415489E+00
    0.3500000000E+05    0.1891445633E-01    0.6502782876E+00    0.6655707645E+00
    0.3700000000E+05    0.1841011345E-01    0.6510801307E+00    0.6664829922E+00
    0.3900000000E+05    0.1794669051E-01    0.6518194376E+00    0.6672968905E+00
    0.4100000000E+05    0.1751885132E-01    0.6525039415E+00    0.6680273815E+00
    0.4300000000E+05    0.1712219002E-01    0.6531401001E+00    0.6686865366E+00
    0.4500000000E+05    0.1675303242E-01    0.6537333540E+00    0.6692842214E+00
