     Pressure (Pa)     2mC6-400 (mol/kg)     3mC6-400 (mol/kg)     23mC5-400 (mol/kg)
    0.1000000000E+01    0.9495604883E-02    0.1051699370E-02    0.5556815661E-03
    0.3000000000E+01    0.2763234794E-01    0.3075453571E-02    0.1634649098E-02
    0.5000000000E+01    0.4471141670E-01    0.5000276067E-02    0.2673120686E-02
    0.7000000000E+01    0.6082123534E-01    0.6834049661E-02    0.3674045230E-02
    0.9000000000E+01    0.7604067461E-01    0.8583822303E-02    0.4640079019E-02
    0.1100000000E+02    0.9044030605E-01    0.1025591572E-01    0.5573621780E-02
    0.1300000000E+02    0.1040834638E+00    0.1185601742E-01    0.6476847479E-02
    0.1500000000E+02    0.1170271475E+00    0.1338925905E-01    0.7351730747E-02
    0.1700000000E+02    0.1293227937E+00    0.1486028329E-01    0.8200069650E-02
    0.1900000000E+02    0.1410169371E+00    0.1627330133E-01    0.9023505372E-02
    0.2100000000E+02    0.1521517800E+00    0.1763214235E-01    0.9823539300E-02
    0.2300000000E+02    0.1627656836E+00    0.1894029633E-01    0.1060154790E-01
    0.2500000000E+02    0.1728935951E+00    0.2020095119E-01    0.1135879572E-01
    0.2700000000E+02    0.1825674181E+00    0.2141702514E-01    0.1209644678E-01
    0.2900000000E+02    0.1918163363E+00    0.2259119491E-01    0.1281557457E-01
    0.3100000000E+02    0.2006670966E+00    0.2372592053E-01    0.1351717089E-01
    0.3300000000E+02    0.2091442582E+00    0.2482346708E-01    0.1420215365E-01
    0.3500000000E+02    0.2172704108E+00    0.2588592384E-01    0.1487137380E-01
    0.3700000000E+02    0.2250663679E+00    0.2691522125E-01    0.1552562144E-01
    0.3900000000E+02    0.2325513378E+00    0.2791314590E-01    0.1616563131E-01
    0.4100000000E+02    0.2397430749E+00    0.2888135385E-01    0.1679208768E-01
    0.4300000000E+02    0.2466580145E+00    0.2982138251E-01    0.1740562871E-01
    0.4500000000E+02    0.2533113926E+00    0.3073466123E-01    0.1800685036E-01
    0.4700000000E+02    0.2597173535E+00    0.3162252071E-01    0.1859630994E-01
    0.4900000000E+02    0.2658890452E+00    0.3248620155E-01    0.1917452925E-01
    0.1000000000E+02    0.8333884959E-01    0.9429209557E-02    0.5110770943E-02
    0.3000000000E+02    0.1962899026E+00    0.2316334234E-01    0.1316850514E-01
    0.5000000000E+02    0.2688908979E+00    0.3290933990E-01    0.1945957787E-01
    0.7000000000E+02    0.3191915348E+00    0.4034675981E-01    0.2467441800E-01
    0.9000000000E+02    0.3559016852E+00    0.4631056847E-01    0.2917187130E-01
    0.1100000000E+03    0.3837339639E+00    0.5126640954E-01    0.3315958432E-01
    0.1300000000E+03    0.4054576008E+00    0.5549634074E-01    0.3676742371E-01
    0.1500000000E+03    0.4228048532E+00    0.5918223139E-01    0.4008154535E-01
    0.1700000000E+03    0.4369138382E+00    0.6244723430E-01    0.4316181593E-01
    0.1900000000E+03    0.4485625261E+00    0.6537809593E-01    0.4605141717E-01
    0.2100000000E+03    0.4583003560E+00    0.6803793333E-01    0.4878246778E-01
    0.2300000000E+03    0.4665261426E+00    0.7047393506E-01    0.5137948017E-01
    0.2500000000E+03    0.4735361966E+00    0.7272220430E-01    0.5386157469E-01
    0.2700000000E+03    0.4795551369E+00    0.7481091639E-01    0.5624394803E-01
    0.2900000000E+03    0.4847562398E+00    0.7676244184E-01    0.5853887655E-01
    0.3100000000E+03    0.4892752446E+00    0.7859481271E-01    0.6075641980E-01
    0.3300000000E+03    0.4932199414E+00    0.8032275928E-01    0.6290492505E-01
    0.3500000000E+03    0.4966769707E+00    0.8195845838E-01    0.6499139653E-01
    0.3700000000E+03    0.4997167353E+00    0.8351208365E-01    0.6702177047E-01
    0.3900000000E+03    0.5023970086E+00    0.8499221678E-01    0.6900112324E-01
    0.4100000000E+03    0.5047656235E+00    0.8640615960E-01    0.7093383120E-01
    0.4300000000E+03    0.5068625062E+00    0.8776017403E-01    0.7282369509E-01
    0.4500000000E+03    0.5087212305E+00    0.8905966884E-01    0.7467403784E-01
    0.4700000000E+03    0.5103702223E+00    0.9030934676E-01    0.7648778253E-01
    0.4900000000E+03    0.5118336997E+00    0.9151332137E-01    0.7826751494E-01
    0.1000000000E+03    0.3707227805E+00    0.4889382110E-01    0.3122001906E-01
    0.3000000000E+03    0.4870937032E+00    0.7769253349E-01    0.5965676436E-01
    0.5000000000E+03    0.5125024744E+00    0.9209931785E-01    0.7914535507E-01
    0.7000000000E+03    0.5198909745E+00    0.1021069153E+00    0.9536180883E-01
    0.9000000000E+03    0.5210875535E+00    0.1099364372E+00    0.1097609455E+00
    0.1100000000E+04    0.5196041790E+00    0.1164455666E+00    0.1229558526E+00
    0.1300000000E+04    0.5168129354E+00    0.1220589193E+00    0.1352695084E+00
    0.1500000000E+04    0.5133434811E+00    0.1270194942E+00    0.1468956114E+00
    0.1700000000E+04    0.5095169288E+00    0.1314802795E+00    0.1579606558E+00
    0.1900000000E+04    0.5055095052E+00    0.1355443365E+00    0.1685523940E+00
    0.2100000000E+04    0.5014231252E+00    0.1392846861E+00    0.1787345206E+00
    0.2300000000E+04    0.4973189677E+00    0.1427551265E+00    0.1885549314E+00
    0.2500000000E+04    0.4932346985E+00    0.1459965468E+00    0.1980506845E+00
    0.2700000000E+04    0.4891938458E+00    0.1490408233E+00    0.2072511405E+00
    0.2900000000E+04    0.4852111562E+00    0.1519133359E+00    0.2161800354E+00
    0.3100000000E+04    0.4812957767E+00    0.1546346545E+00    0.2248568975E+00
    0.3300000000E+04    0.4774532090E+00    0.1572217063E+00    0.2332980444E+00
    0.3500000000E+04    0.4736865433E+00    0.1596886051E+00    0.2415173018E+00
    0.3700000000E+04    0.4699972552E+00    0.1620472551E+00    0.2495265337E+00
    0.3900000000E+04    0.4663857304E+00    0.1643077984E+00    0.2573360395E+00
    0.4100000000E+04    0.4628516176E+00    0.1664789544E+00    0.2649548570E+00
    0.4300000000E+04    0.4593940665E+00    0.1685682790E+00    0.2723909963E+00
    0.4500000000E+04    0.4560118928E+00    0.1705823678E+00    0.2796516232E+00
    0.4700000000E+04    0.4527036920E+00    0.1725270154E+00    0.2867432034E+00
    0.4900000000E+04    0.4494679188E+00    0.1744073429E+00    0.2936716187E+00
    0.1000000000E+04    0.5205691752E+00    0.1133235626E+00    0.1164845887E+00
    0.3000000000E+04    0.4832446405E+00    0.1532917622E+00    0.2205488850E+00
    0.5000000000E+04    0.4478766854E+00    0.1753248286E+00    0.2970763410E+00
    0.7000000000E+04    0.4194479703E+00    0.1911782979E+00    0.3577270211E+00
    0.9000000000E+04    0.3964475847E+00    0.2037297330E+00    0.4064903598E+00
    0.1100000000E+05    0.3776273207E+00    0.2141871567E+00    0.4459227174E+00
    0.1300000000E+05    0.3620471385E+00    0.2231838821E+00    0.4779755448E+00
    0.1500000000E+05    0.3489962484E+00    0.2310971574E+00    0.5041894543E+00
    0.1700000000E+05    0.3379348459E+00    0.2381714289E+00    0.5257787697E+00
    0.1900000000E+05    0.3284516268E+00    0.2445748851E+00    0.5436944076E+00
    0.2100000000E+05    0.3202318971E+00    0.2504285832E+00    0.5586779093E+00
    0.2300000000E+05    0.3130335334E+00    0.2558227766E+00    0.5713070595E+00
    0.2500000000E+05    0.3066689603E+00    0.2608266815E+00    0.5820329376E+00
    0.2700000000E+05    0.3009917201E+00    0.2654946267E+00    0.5912091133E+00
    0.2900000000E+05    0.2958864939E+00    0.2698700913E+00    0.5991142109E+00
    0.3100000000E+05    0.2912616894E+00    0.2739884497E+00    0.6059691575E+00
    0.3300000000E+05    0.2870439208E+00    0.2778788938E+00    0.6119502992E+00
    0.3500000000E+05    0.2831738794E+00    0.2815658114E+00    0.6171993661E+00
    0.3700000000E+05    0.2796032280E+00    0.2850697993E+00    0.6218310545E+00
    0.3900000000E+05    0.2762922488E+00    0.2884084192E+00    0.6259388169E+00
    0.4100000000E+05    0.2732080500E+00    0.2915967734E+00    0.6295993035E+00
    0.4300000000E+05    0.2703231885E+00    0.2946479491E+00    0.6328757884E+00
    0.4500000000E+05    0.2676146027E+00    0.2975733657E+00    0.6358208278E+00
    0.4700000000E+05    0.2650627818E+00    0.3003830498E+00    0.6384783346E+00
    0.4900000000E+05    0.2626511120E+00    0.3030858555E+00    0.6408852086E+00
    0.1000000000E+05    0.3865798888E+00    0.2091723845E+00    0.4272400116E+00
    0.3000000000E+05    0.2935189981E+00    0.2719594577E+00    0.6026610167E+00
    0.5000000000E+05    0.2614933048E+00    0.3043996697E+00    0.6420045945E+00
    0.7000000000E+05    0.2431172921E+00    0.3265817536E+00    0.6567230051E+00
    0.9000000000E+05    0.2302167210E+00    0.3434475450E+00    0.6639490938E+00
    0.1100000000E+06    0.2202462084E+00    0.3570355937E+00    0.6681081947E+00
    0.1300000000E+06    0.2121095360E+00    0.3683941799E+00    0.6707618552E+00
    0.1500000000E+06    0.2052350393E+00    0.3781362074E+00    0.6725810345E+00
    0.1700000000E+06    0.1992855972E+00    0.3866519231E+00    0.6738956653E+00
    0.1900000000E+06    0.1940448791E+00    0.3942054689E+00    0.6748847149E+00
    0.2100000000E+06    0.1893653134E+00    0.4009840733E+00    0.6756527786E+00
    0.2300000000E+06    0.1851414813E+00    0.4071253292E+00    0.6762646754E+00
    0.2500000000E+06    0.1812953175E+00    0.4127333372E+00    0.6767625178E+00
    0.2700000000E+06    0.1777673232E+00    0.4178887679E+00    0.6771747513E+00
    0.2900000000E+06    0.1745110665E+00    0.4226554035E+00    0.6775212258E+00
    0.3100000000E+06    0.1714895926E+00    0.4270845419E+00    0.6778161821E+00
    0.3300000000E+06    0.1686729937E+00    0.4312180523E+00    0.6780700824E+00
    0.3500000000E+06    0.1660367163E+00    0.4350905490E+00    0.6782907736E+00
    0.3700000000E+06    0.1635603502E+00    0.4387309728E+00    0.6784842488E+00
    0.3900000000E+06    0.1612267427E+00    0.4421637634E+00    0.6786551591E+00
    0.4100000000E+06    0.1590213395E+00    0.4454097440E+00    0.6788071659E+00
    0.4300000000E+06    0.1569316840E+00    0.4484867993E+00    0.6789431884E+00
    0.4500000000E+06    0.1549470325E+00    0.4514104010E+00    0.6790655812E+00
    0.4700000000E+06    0.1530580539E+00    0.4541940216E+00    0.6791762632E+00
    0.4900000000E+06    0.1512565928E+00    0.4568494631E+00    0.6792768132E+00
    0.1000000000E+06    0.2249516568E+00    0.3505717037E+00    0.6662823373E+00
    0.3000000000E+06    0.1729729934E+00    0.4249093510E+00    0.6776744174E+00
    0.5000000000E+06    0.1503864068E+00    0.4581324141E+00    0.6793237070E+00
    0.7000000000E+06    0.1362172727E+00    0.4790399074E+00    0.6799552995E+00
    0.9000000000E+06    0.1260707146E+00    0.4940240451E+00    0.6802855612E+00
    0.1100000000E+07    0.1182650056E+00    0.5055541801E+00    0.6804877938E+00
    0.1300000000E+07    0.1119805223E+00    0.5148378285E+00    0.6806240981E+00
    0.1500000000E+07    0.1067581061E+00    0.5225524707E+00    0.6807220932E+00
