     Pressure (Pa)     2mC6-400 (mol/kg)     3mC6-400 (mol/kg)     23mC5-400 (mol/kg)
    0.1000000000E+01    0.4751920278E-02    0.6297607061E-02    0.1861822931E-03
    0.3000000000E+01    0.1385218186E-01    0.1834473692E-01    0.5531513895E-03
    0.5000000000E+01    0.2245285891E-01    0.2971534211E-01    0.9131532323E-03
    0.7000000000E+01    0.3059552725E-01    0.4046787774E-01    0.1266447467E-02
    0.9000000000E+01    0.3831712790E-01    0.5065417232E-01    0.1613280371E-02
    0.1100000000E+02    0.4565060579E-01    0.6032034453E-01    0.1953885715E-02
    0.1300000000E+02    0.5262544486E-01    0.6950757171E-01    0.2288485566E-02
    0.1500000000E+02    0.5926811882E-01    0.7825273718E-01    0.2617291023E-02
    0.1700000000E+02    0.6560247266E-01    0.8658897835E-01    0.2940502900E-02
    0.1900000000E+02    0.7165004709E-01    0.9454615271E-01    0.3258312357E-02
    0.2100000000E+02    0.7743035563E-01    0.1021512359E+00    0.3570901486E-02
    0.2300000000E+02    0.8296112225E-01    0.1094286629E+00    0.3878443849E-02
    0.2500000000E+02    0.8825848607E-01    0.1164006220E+00    0.4181104988E-02
    0.2700000000E+02    0.9333717826E-01    0.1230873087E+00    0.4479042889E-02
    0.2900000000E+02    0.9821067547E-01    0.1295071456E+00    0.4772408418E-02
    0.3100000000E+02    0.1028913335E+00    0.1356769742E+00    0.5061345726E-02
    0.3300000000E+02    0.1073905037E+00    0.1416122218E+00    0.5345992628E-02
    0.3500000000E+02    0.1117186359E+00    0.1473270482E+00    0.5626480951E-02
    0.3700000000E+02    0.1158853671E+00    0.1528344736E+00    0.5902936868E-02
    0.3900000000E+02    0.1198996019E+00    0.1581464923E+00    0.6175481201E-02
    0.4100000000E+02    0.1237695814E+00    0.1632741721E+00    0.6444229710E-02
    0.4300000000E+02    0.1275029458E+00    0.1682277431E+00    0.6709293359E-02
    0.4500000000E+02    0.1311067893E+00    0.1730166756E+00    0.6970778571E-02
    0.4700000000E+02    0.1345877090E+00    0.1776497505E+00    0.7228787460E-02
    0.4900000000E+02    0.1379518489E+00    0.1821351210E+00    0.7483418054E-02
    0.1000000000E+02    0.4203046398E-01    0.5554959244E-01    0.1784347343E-02
    0.3000000000E+02    0.1005743776E+00    0.1326223154E+00    0.4917421842E-02
    0.5000000000E+02    0.1395919322E+00    0.1843248071E+00    0.7609496058E-02
    0.7000000000E+02    0.1674681780E+00    0.2219490803E+00    0.9974730085E-02
    0.9000000000E+02    0.1883242261E+00    0.2508796732E+00    0.1208940950E-01
    0.1100000000E+03    0.2044486931E+00    0.2740252036E+00    0.1400668606E-01
    0.1300000000E+03    0.2172249102E+00    0.2931026186E+00    0.1576488017E-01
    0.1500000000E+03    0.2275426396E+00    0.3091951744E+00    0.1739241698E-01
    0.1700000000E+03    0.2360020528E+00    0.3230226895E+00    0.1891089550E-01
    0.1900000000E+03    0.2430234917E+00    0.3350837795E+00    0.2033707007E-01
    0.2100000000E+03    0.2489104669E+00    0.3457358040E+00    0.2168417153E-01
    0.2300000000E+03    0.2538877382E+00    0.3552422729E+00    0.2296281299E-01
    0.2500000000E+03    0.2581253313E+00    0.3638022314E+00    0.2418162601E-01
    0.2700000000E+03    0.2617542318E+00    0.3715691716E+00    0.2534771722E-01
    0.2900000000E+03    0.2648769541E+00    0.3786635980E+00    0.2646700218E-01
    0.3100000000E+03    0.2675748454E+00    0.3851816133E+00    0.2754445382E-01
    0.3300000000E+03    0.2699132476E+00    0.3912009279E+00    0.2858429008E-01
    0.3500000000E+03    0.2719452193E+00    0.3967851575E+00    0.2959011761E-01
    0.3700000000E+03    0.2737142654E+00    0.4019869555E+00    0.3056504321E-01
    0.3900000000E+03    0.2752563713E+00    0.4068503351E+00    0.3151176128E-01
    0.4100000000E+03    0.2766015399E+00    0.4114124179E+00    0.3243262310E-01
    0.4300000000E+03    0.2777749678E+00    0.4157047680E+00    0.3332969233E-01
    0.4500000000E+03    0.2787979556E+00    0.4197544235E+00    0.3420478980E-01
    0.4700000000E+03    0.2796886201E+00    0.4235847028E+00    0.3505952998E-01
    0.4900000000E+03    0.2804624565E+00    0.4272158427E+00    0.3589535094E-01
    0.1000000000E+03    0.1968764995E+00    0.2630488827E+00    0.1307005007E-01
    0.3000000000E+03    0.2662745940E+00    0.3819894262E+00    0.2701067771E-01
    0.5000000000E+03    0.2808098017E+00    0.4289623436E+00    0.3630657405E-01
    0.7000000000E+03    0.2840408673E+00    0.4567433817E+00    0.4378904988E-01
    0.9000000000E+03    0.2835618159E+00    0.4759342794E+00    0.5027932748E-01
    0.1100000000E+04    0.2816201792E+00    0.4903406933E+00    0.5613071722E-01
    0.1300000000E+04    0.2790632071E+00    0.5017327629E+00    0.6152932913E-01
    0.1500000000E+04    0.2762575815E+00    0.5110684611E+00    0.6658623525E-01
    0.1700000000E+04    0.2733757627E+00    0.5189208928E+00    0.7137359275E-01
    0.1900000000E+04    0.2705026740E+00    0.5256583379E+00    0.7594124265E-01
