     Pressure (Pa)     2mC6-400 (mol/kg)     3mC6-400 (mol/kg)     23mC5-400 (mol/kg)
    0.1000000000E+01    0.7912388942E-02    0.3151378192E-02    0.3711217562E-03
    0.3000000000E+01    0.2302179241E-01    0.9194572441E-02    0.1095494513E-02
    0.5000000000E+01    0.3724606450E-01    0.1491684943E-01    0.1797275633E-02
    0.7000000000E+01    0.5065953004E-01    0.2034536485E-01    0.2477837852E-02
    0.9000000000E+01    0.6332838694E-01    0.2550423758E-01    0.3138439674E-02
    0.1100000000E+02    0.7531179380E-01    0.3041496542E-01    0.3780237223E-02
    0.1300000000E+02    0.8666278650E-01    0.3509677426E-01    0.4404294641E-02
    0.1500000000E+02    0.9742905442E-01    0.3956691262E-01    0.5011593230E-02
    0.1700000000E+02    0.1076536009E+00    0.4384090141E-01    0.5603039515E-02
    0.1900000000E+02    0.1173753078E+00    0.4793274661E-01    0.6179472374E-02
    0.2100000000E+02    0.1266294197E+00    0.5185512118E-01    0.6741669358E-02
    0.2300000000E+02    0.1354479613E+00    0.5561952133E-01    0.7290352311E-02
    0.2500000000E+02    0.1438600983E+00    0.5923640110E-01    0.7826192375E-02
    0.2700000000E+02    0.1518924507E+00    0.6271528897E-01    0.8349814457E-02
    0.2900000000E+02    0.1595693655E+00    0.6606488894E-01    0.8861801233E-02
    0.3100000000E+02    0.1669131550E+00    0.6929316868E-01    0.9362696734E-02
    0.3300000000E+02    0.1739443055E+00    0.7240743657E-01    0.9853009564E-02
    0.3500000000E+02    0.1806816609E+00    0.7541440912E-01    0.1033321581E-01
    0.3700000000E+02    0.1871425847E+00    0.7832027038E-01    0.1080376167E-01
    0.3900000000E+02    0.1933431023E+00    0.8113072417E-01    0.1126506577E-01
    0.4100000000E+02    0.1992980282E+00    0.8385104037E-01    0.1171752140E-01
    0.4300000000E+02    0.2050210784E+00    0.8648609582E-01    0.1216149834E-01
    0.4500000000E+02    0.2105249703E+00    0.8904041075E-01    0.1259734474E-01
    0.4700000000E+02    0.2158215121E+00    0.9151818112E-01    0.1302538864E-01
    0.4900000000E+02    0.2209216830E+00    0.9392330758E-01    0.1344593947E-01
    0.1000000000E+02    0.6940232310E-01    0.2798936843E-01    0.3461620431E-02
    0.3000000000E+02    0.1632815800E+00    0.6769372244E-01    0.9113602810E-02
