     Pressure (Pa)     2mC6-400 (mol/kg)     3mC6-400 (mol/kg)     23mC5-400 (mol/kg)
    0.1000000000E+01    0.3171173757E-02    0.7349868868E-02    0.1864696012E-03
    0.3000000000E+01    0.9262670831E-02    0.2142426469E-01    0.5556815559E-03
    0.5000000000E+01    0.1504303874E-01    0.3472450951E-01    0.9200322355E-03
    0.7000000000E+01    0.2053752717E-01    0.4731514176E-01    0.1279647581E-02
    0.9000000000E+01    0.2576862745E-01    0.5925365745E-01    0.1634649014E-02
    0.1100000000E+02    0.3075644301E-01    0.7059144781E-01    0.1985153641E-02
    0.1300000000E+02    0.3551900169E-01    0.8137459089E-01    0.2331274444E-02
    0.1500000000E+02    0.4007252007E-01    0.9164452296E-01    0.2673120471E-02
    0.1700000000E+02    0.4443162844E-01    0.1014386105E+00    0.3010797000E-02
    0.1900000000E+02    0.4860956282E-01    0.1107906398E+00    0.3344405711E-02
    0.2100000000E+02    0.5261832977E-01    0.1197312366E+00    0.3674044838E-02
    0.2300000000E+02    0.5646884818E-01    0.1282882294E+00    0.3999809317E-02
    0.2500000000E+02    0.6017107188E-01    0.1364869622E+00    0.4321790926E-02
    0.2700000000E+02    0.6373409585E-01    0.1443505673E+00    0.4640078416E-02
    0.2900000000E+02    0.6716624870E-01    0.1519002023E+00    0.4954757643E-02
    0.3100000000E+02    0.7047517338E-01    0.1591552571E+00    0.5265911681E-02
    0.3300000000E+02    0.7366789778E-01    0.1661335359E+00    0.5573620938E-02
    0.3500000000E+02    0.7675089679E-01    0.1728514166E+00    0.5877963268E-02
    0.3700000000E+02    0.7973014688E-01    0.1793239916E+00    0.6179014066E-02
    0.3900000000E+02    0.8261117430E-01    0.1855651920E+00    0.6476846376E-02
    0.4100000000E+02    0.8539909779E-01    0.1915878981E+00    0.6771530974E-02
    0.4300000000E+02    0.8809866640E-01    0.1974040368E+00    0.7063136466E-02
    0.4500000000E+02    0.9071429317E-01    0.2030246688E+00    0.7351729366E-02
    0.4700000000E+02    0.9325008518E-01    0.2084600664E+00    0.7637374178E-02
    0.4900000000E+02    0.9570987034E-01    0.2137197828E+00    0.7920133477E-02
    0.1000000000E+02    0.2829177374E-01    0.6499464729E-01    0.1810456272E-02
    0.3000000000E+02    0.6883566167E-01    0.1555634043E+00    0.5110770224E-02
    0.5000000000E+02    0.9691238620E-01    0.2162865648E+00    0.8060450102E-02
    0.7000000000E+02    0.1177253855E+00    0.2602643122E+00    0.1072916231E-01
    0.9000000000E+02    0.1338547406E+00    0.2938477885E+00    0.1316850140E-01
    0.1100000000E+03    0.1467487407E+00    0.3205022429E+00    0.1541758326E-01
    0.1300000000E+03    0.1572947937E+00    0.3422857427E+00    0.1750666640E-01
    0.1500000000E+03    0.1660729393E+00    0.3605014585E+00    0.1945957090E-01
    0.1700000000E+03    0.1734814667E+00    0.3760169896E+00    0.2129533846E-01
    0.1900000000E+03    0.1798046352E+00    0.3894337323E+00    0.2302939906E-01
    0.2100000000E+03    0.1852517041E+00    0.4011826213E+00    0.2467440808E-01
    0.2300000000E+03    0.1899806753E+00    0.4115811410E+00    0.2624085833E-01
    0.2500000000E+03    0.1941133922E+00    0.4208687739E+00    0.2773753497E-01
    0.2700000000E+03    0.1977455052E+00    0.4292298643E+00    0.2917185877E-01
    0.2900000000E+03    0.2009532577E+00    0.4368088341E+00    0.3055014870E-01
    0.3100000000E+03    0.2037982338E+00    0.4437205890E+00    0.3187782520E-01
    0.3300000000E+03    0.2063307561E+00    0.4500578068E+00    0.3315956949E-01
    0.3500000000E+03    0.2085923685E+00    0.4558961505E+00    0.3439944952E-01
    0.3700000000E+03    0.2106176816E+00    0.4612980672E+00    0.3560102067E-01
    0.3900000000E+03    0.2124357666E+00    0.4663156034E+00    0.3676740687E-01
    0.4100000000E+03    0.2140712231E+00    0.4709925239E+00    0.3790136652E-01
    0.4300000000E+03    0.2155450065E+00    0.4753659267E+00    0.3900534652E-01
    0.4500000000E+03    0.2168750777E+00    0.4794674914E+00    0.4008152671E-01
    0.4700000000E+03    0.2180769172E+00    0.4833244530E+00    0.4113185684E-01
    0.4900000000E+03    0.2191639371E+00    0.4869603717E+00    0.4215808744E-01
    0.1000000000E+03    0.1406414113E+00    0.3078894945E+00    0.1431475862E-01
    0.3000000000E+03    0.2024177165E+00    0.4403418694E+00    0.3122000534E-01
    0.5000000000E+03    0.2196680984E+00    0.4887019510E+00    0.4266266444E-01
    0.7000000000E+03    0.2258893035E+00    0.5157415652E+00    0.5180066614E-01
    0.9000000000E+03    0.2279393651E+00    0.5336434942E+00    0.5965673719E-01
    0.1100000000E+04    0.2280847843E+00    0.5466371073E+00    0.6668701637E-01
    0.1300000000E+04    0.2272641792E+00    0.5566318157E+00    0.7313471583E-01
    0.1500000000E+04    0.2259231979E+00    0.5646339776E+00    0.7914532336E-01
    0.1700000000E+04    0.2242937806E+00    0.5712316145E+00    0.8481315173E-01
    0.1900000000E+04    0.2225047468E+00    0.5767946865E+00    0.9020307165E-01
    0.2100000000E+04    0.2206310866E+00    0.5815693075E+00    0.9536177600E-01
    0.2300000000E+04    0.2187179551E+00    0.5857265017E+00    0.1003241004E+00
    0.2500000000E+04    0.2167931782E+00    0.5893893561E+00    0.1051167985E+00
    0.2700000000E+04    0.2148741354E+00    0.5926490483E+00    0.1097609131E+00
    0.2900000000E+04    0.2129717200E+00    0.5955747689E+00    0.1142733295E+00
    0.3100000000E+04    0.2110927019E+00    0.5982201115E+00    0.1186678283E+00
    0.3300000000E+04    0.2092411823E+00    0.6006273274E+00    0.1229558213E+00
    0.3500000000E+04    0.2074195109E+00    0.6028302413E+00    0.1271468785E+00
    0.3700000000E+04    0.2056288786E+00    0.6048562986E+00    0.1312491149E+00
    0.3900000000E+04    0.2038697058E+00    0.6067280362E+00    0.1352694782E+00
    0.4100000000E+04    0.2021419022E+00    0.6084641576E+00    0.1392139695E+00
    0.4300000000E+04    0.2004450412E+00    0.6100803334E+00    0.1430878116E+00
    0.4500000000E+04    0.1987784791E+00    0.6115898071E+00    0.1468955821E+00
    0.4700000000E+04    0.1971414374E+00    0.6130038579E+00    0.1506413186E+00
    0.4900000000E+04    0.1955330585E+00    0.6143321610E+00    0.1543286023E+00
    0.1000000000E+04    0.2281745728E+00    0.5406041554E+00    0.6325677761E-01
    0.3000000000E+04    0.2120289802E+00    0.5969296202E+00    0.1164845568E+00
    0.5000000000E+04    0.1947393377E+00    0.6149668127E+00    0.1561513360E+00
    0.7000000000E+04    0.1801543343E+00    0.6246932944E+00    0.1901591938E+00
    0.9000000000E+04    0.1675331820E+00    0.6310080417E+00    0.2205488326E+00
    0.1100000000E+05    0.1563718760E+00    0.6355323342E+00    0.2482057057E+00
    0.1300000000E+05    0.1463600195E+00    0.6389797252E+00    0.2736129678E+00
    0.1500000000E+05    0.1372950132E+00    0.6417199316E+00    0.2970761333E+00
    0.1700000000E+05    0.1290354634E+00    0.6439662381E+00    0.3188107770E+00
    0.1900000000E+05    0.1214766103E+00    0.6458514761E+00    0.3389824233E+00
    0.2100000000E+05    0.1145368475E+00    0.6474632710E+00    0.3577265142E+00
    0.2300000000E+05    0.1081499864E+00    0.6488620810E+00    0.3751590567E+00
    0.2500000000E+05    0.1022606295E+00    0.6500911516E+00    0.3913825578E+00
    0.2700000000E+05    0.9682129704E-01    0.6511823457E+00    0.4064894480E+00
    0.2900000000E+05    0.9179057513E-01    0.6521597283E+00    0.4205641211E+00
    0.3100000000E+05    0.8713187990E-01    0.6530418614E+00    0.4336841964E+00
    0.3300000000E+05    0.8281259972E-01    0.6538433233E+00    0.4459213410E+00
    0.3500000000E+05    0.7880347712E-01    0.6545757452E+00    0.4573418424E+00
    0.3700000000E+05    0.7507814510E-01    0.6552485356E+00    0.4680070408E+00
    0.3900000000E+05    0.7161276602E-01    0.6558693988E+00    0.4779736817E+00
    0.4100000000E+05    0.6838574033E-01    0.6564447120E+00    0.4872942248E+00
    0.4300000000E+05    0.6537746463E-01    0.6569798061E+00    0.4960171269E+00
    0.4500000000E+05    0.6257012560E-01    0.6574791764E+00    0.5041871087E+00
    0.4700000000E+05    0.5994752134E-01    0.6579466440E+00    0.5118454086E+00
    0.4900000000E+05    0.5749490417E-01    0.6583854803E+00    0.5190300274E+00
    0.1000000000E+05    0.1617927448E+00    0.6334377572E+00    0.2346829197E+00
    0.3000000000E+05    0.8941684735E-01    0.6526117105E+00    0.4272388724E+00
    0.5000000000E+05    0.5632809504E-01    0.6585950583E+00    0.5224557540E+00
    0.7000000000E+05    0.3923565294E-01    0.6618002918E+00    0.5732121872E+00
    0.9000000000E+05    0.2948093729E-01    0.6638759828E+00    0.6026559423E+00
    0.1100000000E+06    0.2342389400E-01    0.6653616100E+00    0.6210919609E+00
    0.1300000000E+06    0.1939889299E-01    0.6664932144E+00    0.6333819632E+00
    0.1500000000E+06    0.1657567639E-01    0.6673926688E+00    0.6419977411E+00
    0.1700000000E+06    0.1450760585E-01    0.6681301225E+00    0.6482878047E+00
    0.1900000000E+06    0.1293831323E-01    0.6687491996E+00    0.6530343229E+00
    0.2100000000E+06    0.1171239305E-01    0.6692786487E+00    0.6567152108E+00
    0.2300000000E+06    0.1073120781E-01    0.6697382923E+00    0.6596356469E+00
    0.2500000000E+06    0.9929659094E-02    0.6701423028E+00    0.6619979625E+00
    0.2700000000E+06    0.9263323766E-02    0.6705011194E+00    0.6639406897E+00
    0.2900000000E+06    0.8701000341E-02    0.6708226250E+00    0.6655613541E+00
    0.3100000000E+06    0.8220216591E-02    0.6711128995E+00    0.6669302971E+00
