     Pressure (Pa)     2mC6-400 (mol/kg)     3mC6-400 (mol/kg)     23mC5-400 (mol/kg)
    0.1000000000E+01    0.3191972388E-02    0.1059792572E-02    0.1303151464E-02
    0.3000000000E+01    0.9441262903E-02    0.3145387604E-02    0.3870939253E-02
    0.5000000000E+01    0.1551687757E-01    0.5186975323E-02    0.6388964152E-02
    0.7000000000E+01    0.2142553894E-01    0.7186066707E-02    0.8859050405E-02
    0.9000000000E+01    0.2717363167E-01    0.9144102952E-02    0.1128293115E-01
    0.1100000000E+02    0.3276722338E-01    0.1106245949E-01    0.1366225407E-01
    0.1300000000E+02    0.3821208397E-01    0.1294244972E-01    0.1599858666E-01
    0.1500000000E+02    0.4351370355E-01    0.1478532848E-01    0.1829342109E-01
    0.1700000000E+02    0.4867730909E-01    0.1659229536E-01    0.2054817867E-01
    0.1900000000E+02    0.5370787993E-01    0.1836449763E-01    0.2276421413E-01
    0.2100000000E+02    0.5861016214E-01    0.2010303318E-01    0.2494281943E-01
    0.2300000000E+02    0.6338868198E-01    0.2180895313E-01    0.2708522743E-01
    0.2500000000E+02    0.6804775839E-01    0.2348326429E-01    0.2919261525E-01
    0.2700000000E+02    0.7259151464E-01    0.2512693154E-01    0.3126610743E-01
    0.2900000000E+02    0.7702388924E-01    0.2674087999E-01    0.3330677886E-01
    0.3100000000E+02    0.8134864607E-01    0.2832599698E-01    0.3531565751E-01
    0.3300000000E+02    0.8556938393E-01    0.2988313409E-01    0.3729372699E-01
    0.3500000000E+02    0.8968954543E-01    0.3141310887E-01    0.3924192896E-01
    0.3700000000E+02    0.9371242530E-01    0.3291670656E-01    0.4116116535E-01
    0.3900000000E+02    0.9764117818E-01    0.3439468168E-01    0.4305230047E-01
    0.4100000000E+02    0.1014788260E+00    0.3584775956E-01    0.4491616296E-01
    0.4300000000E+02    0.1052282648E+00    0.3727663771E-01    0.4675354765E-01
    0.4500000000E+02    0.1088922711E+00    0.3868198716E-01    0.4856521728E-01
    0.4700000000E+02    0.1124735081E+00    0.4006445375E-01    0.5035190412E-01
    0.4900000000E+02    0.1159745313E+00    0.4142465928E-01    0.5211431151E-01
    0.1000000000E+02    0.2998937278E-01    0.1010815768E-01    0.1247806255E-01
    0.3000000000E+02    0.7919949118E-01    0.2753698838E-01    0.3431512980E-01
    0.5000000000E+02    0.1176957332E+00    0.4209660217E-01    0.5298662263E-01
    0.7000000000E+02    0.1484558363E+00    0.5450135323E-01    0.6930930220E-01
    0.9000000000E+02    0.1734597746E+00    0.6524246535E-01    0.8383166307E-01
    0.1100000000E+03    0.1940735368E+00    0.7466939403E-01    0.9693666114E-01
    0.1300000000E+03    0.2112688285E+00    0.8303790162E-01    0.1089004308E+00
    0.1500000000E+03    0.2257549787E+00    0.9053974496E-01    0.1199275582E+00
    0.1700000000E+03    0.2380613640E+00    0.9732170369E-01    0.1301731716E+00
    0.1900000000E+03    0.2485906939E+00    0.1034981718E+00    0.1397572754E+00
    0.2100000000E+03    0.2576544847E+00    0.1091597228E+00    0.1487743380E+00
    0.2300000000E+03    0.2654972880E+00    0.1143790792E+00    0.1572998782E+00
    0.2500000000E+03    0.2723136146E+00    0.1192153615E+00    0.1653950954E+00
    0.2700000000E+03    0.2782599934E+00    0.1237171718E+00    0.1731101940E+00
    0.2900000000E+03    0.2834637205E+00    0.1279248686E+00    0.1804868127E+00
    0.3100000000E+03    0.2880293062E+00    0.1318722719E+00    0.1875598303E+00
    0.3300000000E+03    0.2920432979E+00    0.1355879587E+00    0.1943587283E+00
    0.3500000000E+03    0.2955779329E+00    0.1390962591E+00    0.2009086324E+00
    0.3700000000E+03    0.2986939410E+00    0.1424180326E+00    0.2072311184E+00
    0.3900000000E+03    0.3014427162E+00    0.1455712773E+00    0.2133448439E+00
    0.4100000000E+03    0.3038680177E+00    0.1485716154E+00    0.2192660468E+00
    0.4300000000E+03    0.3060073148E+00    0.1514326807E+00    0.2250089447E+00
    0.4500000000E+03    0.3078928590E+00    0.1541664328E+00    0.2305860550E+00
    0.4700000000E+03    0.3095525451E+00    0.1567834125E+00    0.2360084563E+00
    0.4900000000E+03    0.3110106096E+00    0.1592929512E+00    0.2412860017E+00
    0.1000000000E+03    0.1842473100E+00    0.7010243533E-01    0.9054206618E-01
    0.3000000000E+03    0.2858204985E+00    0.1299292109E+00    0.1840593161E+00
    0.5000000000E+03    0.3116707492E+00    0.1605100588E+00    0.2438732412E+00
    0.7000000000E+03    0.3182209371E+00    0.1808112389E+00    0.2897314033E+00
    0.9000000000E+03    0.3178896720E+00    0.1960069609E+00    0.3272703673E+00
    0.1100000000E+04    0.3147646483E+00    0.2081776718E+00    0.3589713864E+00
    0.1300000000E+04    0.3104904487E+00    0.2183526021E+00    0.3862188415E+00
    0.1500000000E+04    0.3058072278E+00    0.2271122653E+00    0.4099075665E+00
    0.1700000000E+04    0.3010683898E+00    0.2348151901E+00    0.4306728857E+00
    0.1900000000E+04    0.2964455528E+00    0.2416980470E+00    0.4489938519E+00
    0.2100000000E+04    0.2920194052E+00    0.2479252174E+00    0.4652460327E+00
    0.2300000000E+04    0.2878233869E+00    0.2536155438E+00    0.4797315467E+00
    0.2500000000E+04    0.2838659634E+00    0.2588577718E+00    0.4926977440E+00
    0.2700000000E+04    0.2801424751E+00    0.2637199622E+00    0.5043496940E+00
    0.2900000000E+04    0.2766416214E+00    0.2682554897E+00    0.5148590199E+00
    0.3100000000E+04    0.2733490681E+00    0.2725070114E+00    0.5243704216E+00
    0.3300000000E+04    0.2702494596E+00    0.2765091774E+00    0.5330066483E+00
    0.3500000000E+04    0.2673275295E+00    0.2802905331E+00    0.5408723776E+00
    0.3700000000E+04    0.2645686901E+00    0.2838748867E+00    0.5480572940E+00
    0.3900000000E+04    0.2619593215E+00    0.2872823123E+00    0.5546385651E+00
    0.4100000000E+04    0.2594868868E+00    0.2905299001E+00    0.5606828512E+00
    0.4300000000E+04    0.2571399475E+00    0.2936323259E+00    0.5662479507E+00
    0.4500000000E+04    0.2549081250E+00    0.2966022905E+00    0.5713841551E+00
    0.4700000000E+04    0.2527820331E+00    0.2994508628E+00    0.5761353717E+00
    0.4900000000E+04    0.2507531981E+00    0.3021877514E+00    0.5805400577E+00
    0.1000000000E+04    0.3165424607E+00    0.2023914385E+00    0.3437484188E+00
    0.3000000000E+04    0.2749702592E+00    0.2704144234E+00    0.5197313249E+00
    0.5000000000E+04    0.2497728331E+00    0.3035170303E+00    0.5826231742E+00
    0.7000000000E+04    0.2337764604E+00    0.3258757290E+00    0.6124371628E+00
    0.9000000000E+04    0.2222159476E+00    0.3428065526E+00    0.6291942427E+00
    0.1100000000E+05    0.2131720870E+00    0.3564259452E+00    0.6397258534E+00
    0.1300000000E+05    0.2057382263E+00    0.3678044272E+00    0.6468784681E+00
    0.1500000000E+05    0.1994235031E+00    0.3775623548E+00    0.6520182603E+00
    0.1700000000E+05    0.1939336942E+00    0.3860926695E+00    0.6558727427E+00
    0.1900000000E+05    0.1890785386E+00    0.3936604925E+00    0.6588612205E+00
    0.2100000000E+05    0.1847277040E+00    0.4004533729E+00    0.6612408231E+00
    0.2300000000E+05    0.1807878245E+00    0.4066089663E+00    0.6631772845E+00
    0.2500000000E+05    0.1771896006E+00    0.4122313401E+00    0.6647818828E+00
    0.2700000000E+05    0.1738800984E+00    0.4174011018E+00    0.6661319222E+00
    0.2900000000E+05    0.1708179184E+00    0.4221819679E+00    0.6672826759E+00
    0.3100000000E+05    0.1679700367E+00    0.4266251780E+00    0.6682746523E+00
    0.3300000000E+05    0.1653096663E+00    0.4307725541E+00    0.6691381804E+00
    0.3500000000E+05    0.1628147648E+00    0.4346586736E+00    0.6698963962E+00
    0.3700000000E+05    0.1604669670E+00    0.4383124498E+00    0.6705672413E+00
    0.3900000000E+05    0.1582508037E+00    0.4417583030E+00    0.6711648337E+00
    0.4100000000E+05    0.1561531194E+00    0.4450170437E+00    0.6717004288E+00
    0.4300000000E+05    0.1541626299E+00    0.4481065486E+00    0.6721831057E+00
    0.4500000000E+05    0.1522695815E+00    0.4510422861E+00    0.6726202655E+00
    0.4700000000E+05    0.1504654855E+00    0.4538377282E+00    0.6730180004E+00
    0.4900000000E+05    0.1487429073E+00    0.4565046790E+00    0.6733813685E+00
    0.1000000000E+05    0.2174499375E+00    0.3499486436E+00    0.6350094240E+00
    0.3000000000E+05    0.1693689906E+00    0.4244429743E+00    0.6677964181E+00
    0.5000000000E+05    0.1479101104E+00    0.4577932687E+00    0.6735515158E+00
    0.7000000000E+05    0.1342871703E+00    0.4787986571E+00    0.6758891346E+00
    0.9000000000E+05    0.1244647368E+00    0.4938576298E+00    0.6771499304E+00
    0.1100000000E+06    0.1168745136E+00    0.5054461816E+00    0.6779371789E+00
    0.1300000000E+06    0.1107441714E+00    0.5147764575E+00    0.6784750139E+00
    0.1500000000E+06    0.1056378156E+00    0.5225290502E+00    0.6788655671E+00
    0.1700000000E+06    0.1012861787E+00    0.5291225775E+00    0.6791619659E+00
    0.1900000000E+06    0.9751179480E-01    0.5348319468E+00    0.6793945534E+00
    0.2100000000E+06    0.9419183631E-01    0.5398468503E+00    0.6795819109E+00
    0.2300000000E+06    0.9123796714E-01    0.5443033587E+00    0.6797360499E+00
    0.2500000000E+06    0.8858466061E-01    0.5483021818E+00    0.6798650776E+00
    0.2700000000E+06    0.8618205383E-01    0.5519198049E+00    0.6799746634E+00
    0.2900000000E+06    0.8399138219E-01    0.5552155868E+00    0.6800688906E+00
    0.3100000000E+06    0.8198195449E-01    0.5582364515E+00    0.6801507746E+00
    0.3300000000E+06    0.8012908627E-01    0.5610200869E+00    0.6802225903E+00
    0.3500000000E+06    0.7841265016E-01    0.5635971851E+00    0.6802860862E+00
    0.3700000000E+06    0.7681603549E-01    0.5659930469E+00    0.6803426283E+00
    0.3900000000E+06    0.7532538646E-01    0.5682287550E+00    0.6803932992E+00
    0.4100000000E+06    0.7392903443E-01    0.5703220475E+00    0.6804389680E+00
    0.4300000000E+06    0.7261706798E-01    0.5722879780E+00    0.6804803402E+00
    0.4500000000E+06    0.7138100279E-01    0.5741394220E+00    0.6805179950E+00
    0.4700000000E+06    0.7021352489E-01    0.5758874710E+00    0.6805524116E+00
    0.4900000000E+06    0.6910828857E-01    0.5775417410E+00    0.6805839906E+00
    0.1000000000E+06    0.1204498796E+00    0.4999925209E+00    0.6775844099E+00
    0.3000000000E+06    0.8296567702E-01    0.5567578418E+00    0.6801112189E+00
    0.5000000000E+06    0.6857725252E-01    0.5783363721E+00    0.6805988234E+00
    0.7000000000E+06    0.6018754820E-01    0.5908738088E+00    0.6808058610E+00
