# pressure,muc,muc_err,molkg,molkg_err,_
1.000000000000000021e-02,1.300749999999999997e-02,7.144671000000000225e-04,2.255077800000000136e-03,1.238653999999999949e-04,nan
5.000000000000000278e-02,6.246660710000000172e-02,1.972721199999999831e-03,1.082967980000000031e-02,3.420057999999999909e-04,nan
1.000000000000000056e-01,1.258108928999999987e-01,2.022093500000000151e-03,2.181152059999999851e-02,3.505652999999999959e-04,nan
5.000000000000000000e-01,5.847044643000000042e-01,9.765030900000000805e-03,1.013687541999999941e-01,1.692939000000000076e-03,nan
1.000000000000000000e+00,1.089501785700000003e+00,3.053451009999999868e-02,1.888842062999999960e-01,5.293691799999999947e-03,nan
5.000000000000000000e+00,2.819418928600000207e+00,3.701540080000000066e-02,4.887956252999999807e-01,6.417267699999999742e-03,nan
1.000000000000000000e+01,3.343088571400000042e+00,2.229285149999999868e-02,5.795829246999999462e-01,3.864855999999999847e-03,nan
5.000000000000000000e+01,3.867376249999999960e+00,5.184165000000000127e-03,6.704773714999999745e-01,8.987657999999999932e-04,nan
1.000000000000000000e+02,3.927635178600000110e+00,2.285296699999999834e-03,6.809243115999999985e-01,3.961961999999999862e-04,nan
5.000000000000000000e+02,3.987224821399999897e+00,2.647531800000000116e-03,6.912552193000000011e-01,4.589959999999999808e-04,nan
1.000000000000000000e+03,3.993483571400000098e+00,9.027230000000000237e-04,6.923402831999999618e-01,1.565027999999999884e-04,nan
5.000000000000000000e+03,3.999231428599999916e+00,1.442471199999999926e-03,6.933367747999999997e-01,2.500776000000000127e-04,nan
1.000000000000000000e+04,4.010182857100000220e+00,2.360889910000000050e-02,6.952353967000000079e-01,4.093015900000000068e-03,nan
5.000000000000000000e+04,4.031296785700000385e+00,2.963402459999999947e-02,6.988958657999999602e-01,5.137576900000000342e-03,nan
1.000000000000000000e+05,4.067513035700000223e+00,5.300806930000000194e-02,7.051745866999999945e-01,9.189876700000000273e-03,nan
5.000000000000000000e+05,4.023816964299999910e+00,2.726184920000000039e-02,6.975991078000000067e-01,4.726318799999999591e-03,nan
1.000000000000000000e+06,4.023111607099999709e+00,2.916645929999999928e-02,6.974768218000000353e-01,5.056516300000000151e-03,nan
5.000000000000000000e+06,4.051094821400000434e+00,6.336253749999999629e-02,7.023282017999999960e-01,1.098500500000000081e-02,nan
1.000000000000000000e+07,4.095373571399999690e+00,8.092206150000000320e-02,7.100046982000000062e-01,1.402925590000000076e-02,nan
5.000000000000000000e+07,4.479586071399999980e+00,1.945849608999999925e-01,7.766146607999999674e-01,3.373470919999999734e-02,nan
1.000000000000000000e+08,5.397158750000000005e+00,4.043748721000000046e-01,9.356919466999999990e-01,7.010546269999999580e-02,nan
