# pressure,muc,muc_err,molkg,molkg_err,_
1.000000000000000056e-01,3.910709999999999696e-05,4.529800000000000235e-06,6.779900000000000088e-06,7.853000000000000241e-07,nan
5.000000000000000000e-01,2.210714000000000125e-04,2.332490000000000092e-05,3.832659999999999995e-05,4.043800000000000145e-06,nan
1.000000000000000000e+00,4.205357000000000062e-04,3.266640000000000288e-05,7.290719999999999883e-05,5.663299999999999632e-06,nan
5.000000000000000000e+00,2.290357099999999844e-03,6.904230000000000133e-05,3.970735000000000193e-04,1.196969999999999993e-05,nan
1.000000000000000000e+01,4.687499999999999827e-03,2.332492000000000029e-04,8.126601999999999481e-04,4.043780000000000101e-05,nan
5.000000000000000000e+01,2.312232139999999964e-02,4.031128000000000142e-04,4.008659200000000422e-03,6.988669999999999616e-05,nan
1.000000000000000000e+02,4.692178570000000298e-02,1.995719600000000170e-03,8.134712900000000413e-03,3.459929000000000259e-04,nan
5.000000000000000000e+02,2.258448214000000065e-01,6.118823899999999670e-03,3.915415319999999977e-02,1.060805200000000019e-03,nan
1.000000000000000000e+03,4.366639285999999731e-01,7.949115600000000725e-03,7.570333579999999341e-02,1.378118299999999893e-03,nan
5.000000000000000000e+03,1.618407857100000014e+00,1.975458449999999838e-02,2.805793322999999839e-01,3.424803000000000135e-03,nan
1.000000000000000000e+04,2.368204464300000200e+00,8.434074499999999475e-03,4.105696993999999878e-01,1.462194499999999947e-03,nan
5.000000000000000000e+04,3.552261249999999926e+00,1.204807029999999980e-02,6.158466701000000487e-01,2.088743899999999983e-03,nan
1.000000000000000000e+05,3.767156964299999800e+00,8.116476200000000141e-03,6.531026039999999755e-01,1.407133199999999933e-03,nan
5.000000000000000000e+05,3.948569464300000220e+00,2.544126199999999921e-03,6.845536365000000067e-01,4.410687999999999740e-04,nan
1.000000000000000000e+06,3.971850178600000003e+00,1.514195299999999966e-03,6.885897558000000362e-01,2.625123000000000040e-04,nan
5.000000000000000000e+06,3.985168035700000111e+00,2.775997399999999803e-03,6.908986394999999670e-01,4.812676999999999797e-04,nan
1.000000000000000000e+07,3.987845535699999999e+00,2.540090400000000193e-03,6.913628309999999555e-01,4.403691000000000051e-04,nan
5.000000000000000000e+07,4.000886607099999992e+00,2.763077100000000102e-03,6.936237290000000222e-01,4.790277999999999810e-04,nan
1.000000000000000000e+08,4.024590714300000371e+00,2.231239310000000114e-02,6.977332509000000460e-01,3.868243899999999815e-03,nan
