     Pressure (Pa)     22mC5-400 (mol/kg)     23mC5-400 (mol/kg)
    0.1000000000E+01    0.8414350652E-02    0.3693697787E-03
    0.3000000000E+01    0.2460743345E-01    0.1080232339E-02
    0.5000000000E+01    0.4000506277E-01    0.1756207167E-02
    0.7000000000E+01    0.5466444475E-01    0.2399802494E-02
    0.9000000000E+01    0.6863742856E-01    0.3013291712E-02
    0.1100000000E+02    0.8197111912E-01    0.3598740226E-02
    0.1300000000E+02    0.9470840760E-01    0.4158028710E-02
    0.1500000000E+02    0.1068884323E+00    0.4692873312E-02
    0.1700000000E+02    0.1185469802E+00    0.5204843257E-02
    0.1900000000E+02    0.1297168384E+00    0.5695376246E-02
    0.2100000000E+02    0.1404281017E+00    0.6165791950E-02
    0.2300000000E+02    0.1507084437E+00    0.6617303881E-02
    0.2500000000E+02    0.1605833552E+00    0.7051029858E-02
    0.2700000000E+02    0.1700763553E+00    0.7468001256E-02
    0.2900000000E+02    0.1792091787E+00    0.7869171203E-02
    0.3100000000E+02    0.1880019415E+00    0.8255421869E-02
    0.3300000000E+02    0.1964732891E+00    0.8627570940E-02
    0.3500000000E+02    0.2046405284E+00    0.8986377413E-02
    0.3700000000E+02    0.2125197456E+00    0.9332546765E-02
    0.3900000000E+02    0.2201259120E+00    0.9666735588E-02
    0.4100000000E+02    0.2274729792E+00    0.9989555754E-02
    0.4300000000E+02    0.2345739640E+00    0.1030157816E-01
    0.4500000000E+02    0.2414410258E+00    0.1060333609E-01
    0.4700000000E+02    0.2480855357E+00    0.1089532829E-01
    0.4900000000E+02    0.2545181397E+00    0.1117802169E-01
    0.1000000000E+02    0.7538141175E-01    0.3309399436E-02
    0.3000000000E+02    0.1836468695E+00    0.8064108900E-02
    0.5000000000E+02    0.2576581197E+00    0.1131601917E-01
    0.7000000000E+02    0.3114509755E+00    0.1368069584E-01
    0.9000000000E+02    0.3523144824E+00    0.1547786471E-01
    0.1100000000E+03    0.3844098372E+00    0.1689008139E-01
    0.1300000000E+03    0.4102855971E+00    0.1802917136E-01
    0.1500000000E+03    0.4315898824E+00    0.1896746231E-01
    0.1700000000E+03    0.4494357701E+00    0.1975380934E-01
    0.1900000000E+03    0.4646021137E+00    0.2042240327E-01
    0.2100000000E+03    0.4776502300E+00    0.2099788923E-01
    0.2300000000E+03    0.4889948902E+00    0.2149848098E-01
    0.2500000000E+03    0.4989492132E+00    0.2193793065E-01
    0.2700000000E+03    0.5077540094E+00    0.2232681626E-01
    0.2900000000E+03    0.5155975135E+00    0.2267340764E-01
    0.3100000000E+03    0.5226289905E+00    0.2298426360E-01
    0.3300000000E+03    0.5289683240E+00    0.2326465273E-01
    0.3500000000E+03    0.5347129062E+00    0.2351885586E-01
    0.3700000000E+03    0.5399426763E+00    0.2375038724E-01
    0.3900000000E+03    0.5447238624E+00    0.2396215880E-01
    0.4100000000E+03    0.5491118000E+00    0.2415660395E-01
    0.4300000000E+03    0.5531530831E+00    0.2433577200E-01
    0.4500000000E+03    0.5568872247E+00    0.2450140109E-01
    0.4700000000E+03    0.5603479527E+00    0.2465497512E-01
    0.4900000000E+03    0.5635642312E+00    0.2479776860E-01
    0.1000000000E+03    0.3692718092E+00    0.1622391496E-01
    0.3000000000E+03    0.5192066655E+00    0.2283294703E-01
