     Pressure (Pa)     22mC5-400 (mol/kg)     23mC5-400 (mol/kg)
    0.1000000000E+01    0.3175630140E-02    0.1301082767E-02
    0.3000000000E+01    0.9403128630E-02    0.3852587809E-02
    0.5000000000E+01    0.1547090098E-01    0.6338710106E-02
    0.7000000000E+01    0.2138501344E-01    0.8761932083E-02
    0.9000000000E+01    0.2715122893E-01    0.1112461205E-01
    0.1100000000E+02    0.3277502575E-01    0.1342899187E-01
    0.1300000000E+02    0.3826161498E-01    0.1567720406E-01
    0.1500000000E+02    0.4361595650E-01    0.1787127836E-01
    0.1700000000E+02    0.4884277402E-01    0.2001314787E-01
    0.1900000000E+02    0.5394656893E-01    0.2210465474E-01
    0.2100000000E+02    0.5893163324E-01    0.2414755544E-01
    0.2300000000E+02    0.6380206160E-01    0.2614352569E-01
    0.2500000000E+02    0.6856176255E-01    0.2809416503E-01
    0.2700000000E+02    0.7321446894E-01    0.3000100114E-01
    0.2900000000E+02    0.7776374770E-01    0.3186549382E-01
    0.3100000000E+02    0.8221300895E-01    0.3368903867E-01
    0.3300000000E+02    0.8656551456E-01    0.3547297065E-01
    0.3500000000E+02    0.9082438608E-01    0.3721856730E-01
    0.3700000000E+02    0.9499261221E-01    0.3892705181E-01
    0.3900000000E+02    0.9907305581E-01    0.4059959584E-01
    0.4100000000E+02    0.1030684604E+00    0.4223732228E-01
    0.4300000000E+02    0.1069814565E+00    0.4384130769E-01
    0.4500000000E+02    0.1108145671E+00    0.4541258472E-01
    0.4700000000E+02    0.1145702133E+00    0.4695214426E-01
    0.4900000000E+02    0.1182507193E+00    0.4846093761E-01
    0.1000000000E+02    0.2998059791E-01    0.1228395371E-01
    0.3000000000E+02    0.8000067327E-01    0.3278229990E-01
    0.5000000000E+02    0.1200634957E+00    0.4920408389E-01
    0.7000000000E+02    0.1528726995E+00    0.6265583277E-01
    0.9000000000E+02    0.1802343880E+00    0.7387679738E-01
    0.1100000000E+03    0.2034010313E+00    0.8337966373E-01
    0.1300000000E+03    0.2232684978E+00    0.9153117604E-01
    0.1500000000E+03    0.2404945324E+00    0.9860061894E-01
    0.1700000000E+03    0.2555729424E+00    0.1047901762E+00
    0.1900000000E+03    0.2688816755E+00    0.1102546066E+00
    0.2100000000E+03    0.2807149159E+00    0.1151143799E+00
    0.2300000000E+03    0.2913050706E+00    0.1194646754E+00
    0.2500000000E+03    0.3008381764E+00    0.1233816882E+00
    0.2700000000E+03    0.3094649147E+00    0.1269271377E+00
    0.2900000000E+03    0.3173086293E+00    0.1301515500E+00
    0.3100000000E+03    0.3244712569E+00    0.1330966853E+00
    0.3300000000E+03    0.3310377780E+00    0.1357973603E+00
    0.3500000000E+03    0.3370796013E+00    0.1382828335E+00
    0.3700000000E+03    0.3426571695E+00    0.1405778722E+00
    0.3900000000E+03    0.3478219859E+00    0.1427035826E+00
    0.4100000000E+03    0.3526182083E+00    0.1446780619E+00
    0.4300000000E+03    0.3570839132E+00    0.1465169164E+00
    0.4500000000E+03    0.3612521080E+00    0.1482336756E+00
    0.4700000000E+03    0.3651515471E+00    0.1498401270E+00
    0.4900000000E+03    0.3688073959E+00    0.1513465873E+00
    0.1000000000E+03    0.1922794057E+00    0.7881733213E-01
    0.3000000000E+03    0.3209694144E+00    0.1316567066E+00
    0.5000000000E+03    0.3705509922E+00    0.1520651983E+00
    0.7000000000E+03    0.3968088155E+00    0.1628996391E+00
    0.9000000000E+03    0.4130617378E+00    0.1696221071E+00
    0.1100000000E+04    0.4241101448E+00    0.1742029196E+00
    0.1300000000E+04    0.4321072315E+00    0.1775265885E+00
    0.1500000000E+04    0.4381625843E+00    0.1800492954E+00
    0.1700000000E+04    0.4429060775E+00    0.1820302096E+00
    0.1900000000E+04    0.4467218094E+00    0.1836275010E+00
    0.2100000000E+04    0.4498573124E+00    0.1849431845E+00
    0.2300000000E+04    0.4524792856E+00    0.1860460169E+00
    0.2500000000E+04    0.4547040954E+00    0.1869840331E+00
    0.2700000000E+04    0.4566154361E+00    0.1877918090E+00
    0.2900000000E+04    0.4582750416E+00    0.1884948689E+00
    0.3100000000E+04    0.4597294440E+00    0.1891124670E+00
    0.3300000000E+04    0.4610143799E+00    0.1896594022E+00
    0.3500000000E+04    0.4621577488E+00    0.1901472376E+00
    0.3700000000E+04    0.4631816493E+00    0.1905851390E+00
    0.3900000000E+04    0.4641038118E+00    0.1909804666E+00
    0.4100000000E+04    0.4649386266E+00    0.1913391986E+00
