     Pressure (Pa)     22mC5-400 (mol/kg)     23mC5-400 (mol/kg)
    0.1000000000E+01    0.2119807399E-02    0.1488860862E-02
    0.3000000000E+01    0.6292666413E-02    0.4419738561E-02
    0.5000000000E+01    0.1037882870E-01    0.7289778743E-02
    0.7000000000E+01    0.1438096770E-01    0.1010085686E-01
    0.9000000000E+01    0.1830164802E-01    0.1285477204E-01
    0.1100000000E+02    0.2214333099E-01    0.1555325097E-01
    0.1300000000E+02    0.2590837976E-01    0.1819795145E-01
    0.1500000000E+02    0.2959906415E-01    0.2079046586E-01
    0.1700000000E+02    0.3321756524E-01    0.2333232429E-01
    0.1900000000E+02    0.3676597964E-01    0.2582499761E-01
    0.2100000000E+02    0.4024632355E-01    0.2826990027E-01
    0.2300000000E+02    0.4366053657E-01    0.3066839301E-01
    0.2500000000E+02    0.4701048532E-01    0.3302178536E-01
    0.2700000000E+02    0.5029796680E-01    0.3533133804E-01
    0.2900000000E+02    0.5352471168E-01    0.3759826520E-01
    0.3100000000E+02    0.5669238726E-01    0.3982373658E-01
    0.3300000000E+02    0.5980260037E-01    0.4200887949E-01
    0.3500000000E+02    0.6285690009E-01    0.4415478074E-01
    0.3700000000E+02    0.6585678033E-01    0.4626248842E-01
    0.3900000000E+02    0.6880368224E-01    0.4833301363E-01
    0.4100000000E+02    0.7169899655E-01    0.5036733209E-01
    0.4300000000E+02    0.7454406573E-01    0.5236638567E-01
    0.4500000000E+02    0.7734018605E-01    0.5433108384E-01
    0.4700000000E+02    0.8008860962E-01    0.5626230509E-01
    0.4900000000E+02    0.8279054617E-01    0.5816089816E-01
    0.1000000000E+02    0.2023221423E-01    0.1421083585E-01
    0.3000000000E+02    0.5511583132E-01    0.3871611143E-01
    0.5000000000E+02    0.8412444872E-01    0.5909821657E-01
    0.7000000000E+02    0.1086266528E+00    0.7631734119E-01
    0.9000000000E+02    0.1295965971E+00    0.9105698834E-01
    0.1100000000E+03    0.1477465458E+00    0.1038169420E+00
    0.1300000000E+03    0.1636093368E+00    0.1149711098E+00
    0.1500000000E+03    0.1775915318E+00    0.1248048060E+00
    0.1700000000E+03    0.1900087303E+00    0.1335395247E+00
    0.1900000000E+03    0.2011096608E+00    0.1413498396E+00
    0.2100000000E+03    0.2110930003E+00    0.1483752039E+00
    0.2300000000E+03    0.2201193609E+00    0.1547283602E+00
    0.2500000000E+03    0.2283199885E+00    0.1605014432E+00
    0.2700000000E+03    0.2358031812E+00    0.1657704831E+00
    0.2900000000E+03    0.2426590942E+00    0.1705987769E+00
    0.3100000000E+03    0.2489633863E+00    0.1750394475E+00
    0.3300000000E+03    0.2547800206E+00    0.1791374087E+00
    0.3500000000E+03    0.2601634406E+00    0.1829308921E+00
    0.3700000000E+03    0.2651602774E+00    0.1864526453E+00
    0.3900000000E+03    0.2698107025E+00    0.1897308815E+00
    0.4100000000E+03    0.2741495085E+00    0.1927900377E+00
    0.4300000000E+03    0.2782069806E+00    0.1956513865E+00
    0.4500000000E+03    0.2820096033E+00    0.1983335320E+00
    0.4700000000E+03    0.2855806386E+00    0.2008528157E+00
    0.4900000000E+03    0.2889406015E+00    0.2032236502E+00
    0.1000000000E+03    0.1389872944E+00    0.9765862027E-01
    0.3000000000E+03    0.2458759492E+00    0.1728645854E+00
    0.5000000000E+03    0.2905471889E+00    0.2043574445E+00
    0.7000000000E+03    0.3150673676E+00    0.2216778539E+00
    0.9000000000E+03    0.3305570217E+00    0.2326406588E+00
    0.1100000000E+04    0.3412261883E+00    0.2402064345E+00
    0.1300000000E+04    0.3490202986E+00    0.2457441560E+00
    0.1500000000E+04    0.3549622808E+00    0.2499741196E+00
    0.1700000000E+04    0.3596413674E+00    0.2533115060E+00
    0.1900000000E+04    0.3634208903E+00    0.2560124905E+00
    0.2100000000E+04    0.3665370564E+00    0.2582437244E+00
