     Pressure (Pa)     22mC5-400 (mol/kg)     33mC5-400 (mol/kg)     23mC5-400 (mol/kg)
    0.1000000000E+01    0.3177944551E-02    0.6514877513E-03    0.3720085114E-03
    0.3000000000E+01    0.9423564613E-02    0.1937452942E-02    0.1103128567E-02
    0.5000000000E+01    0.1552660844E-01    0.3201490017E-02    0.1817572907E-02
    0.7000000000E+01    0.2149218869E-01    0.4444460333E-02    0.2515939358E-02
    0.9000000000E+01    0.2732517328E-01    0.5667180590E-02    0.3198797134E-02
    0.1100000000E+02    0.3303019978E-01    0.6870425587E-02    0.3866688515E-02
    0.1300000000E+02    0.3861168886E-01    0.8054930782E-02    0.4520130426E-02
    0.1500000000E+02    0.4407385680E-01    0.9221394669E-02    0.5159615891E-02
    0.1700000000E+02    0.4942072713E-01    0.1037048100E-01    0.5785615401E-02
    0.1900000000E+02    0.5465614151E-01    0.1150282083E-01    0.6398578181E-02
    0.2100000000E+02    0.5978376989E-01    0.1261901445E-01    0.6998933381E-02
    0.2300000000E+02    0.6480711994E-01    0.1371963317E-01    0.7587091177E-02
    0.2500000000E+02    0.6972954599E-01    0.1480522099E-01    0.8163443814E-02
    0.2700000000E+02    0.7455425723E-01    0.1587629614E-01    0.8728366572E-02
    0.2900000000E+02    0.7928432554E-01    0.1693335258E-01    0.9282218672E-02
    0.3100000000E+02    0.8392269275E-01    0.1797686128E-01    0.9825344130E-02
    0.3300000000E+02    0.8847217740E-01    0.1900727160E-01    0.1035807255E-01
    0.3500000000E+02    0.9293548122E-01    0.2002501237E-01    0.1088071987E-01
    0.3700000000E+02    0.9731519506E-01    0.2103049310E-01    0.1139358908E-01
    0.3900000000E+02    0.1016138045E+00    0.2202410494E-01    0.1189697084E-01
    0.4100000000E+02    0.1058336954E+00    0.2300622174E-01    0.1239114416E-01
    0.4300000000E+02    0.1099771585E+00    0.2397720090E-01    0.1287637692E-01
    0.4500000000E+02    0.1140463942E+00    0.2493738429E-01    0.1335292647E-01
    0.4700000000E+02    0.1180435173E+00    0.2588709900E-01    0.1382104011E-01
    0.4900000000E+02    0.1219705609E+00    0.2682665818E-01    0.1428095560E-01
    0.1000000000E+02    0.3019340006E-01    0.6271190637E-02    0.3534580739E-02
    0.3000000000E+02    0.8161479281E-01    0.1745677182E-01    0.9555101302E-02
    0.5000000000E+02    0.1239084169E+00    0.2729272364E-01    0.1450791084E-01
    0.7000000000E+02    0.1594244051E+00    0.3614739753E-01    0.1866784136E-01
    0.9000000000E+02    0.1897555081E+00    0.4425986960E-01    0.2222116517E-01
    0.1100000000E+03    0.2160205683E+00    0.5179113164E-01    0.2529873838E-01
    0.1300000000E+03    0.2390296891E+00    0.5885314124E-01    0.2799531326E-01
    0.1500000000E+03    0.2593848258E+00    0.6552602685E-01    0.3038130022E-01
    0.1700000000E+03    0.2775433964E+00    0.7186865369E-01    0.3251020617E-01
    0.1900000000E+03    0.2938598386E+00    0.7792531843E-01    0.3442349398E-01
    0.2100000000E+03    0.3086135392E+00    0.8373010780E-01    0.3615384871E-01
    0.2300000000E+03    0.3220280828E+00    0.8930980530E-01    0.3772742863E-01
    0.2500000000E+03    0.3342848154E+00    0.9468587133E-01    0.3916545147E-01
    0.2700000000E+03    0.3455325955E+00    0.9987581818E-01    0.4048533486E-01
    0.2900000000E+03    0.3558949318E+00    0.1048941817E+00    0.4170153108E-01
