     Pressure (Pa)     22mC5-400 (mol/kg)     33mC5-400 (mol/kg)     23mC5-400 (mol/kg)
    0.1000000000E+01    0.2121353298E-02    0.6520453306E-03    0.5587294683E-03
    0.3000000000E+01    0.6306367996E-02    0.1942338261E-02    0.1661006151E-02
    0.5000000000E+01    0.1041631613E-01    0.3214704338E-02    0.2743528132E-02
    0.7000000000E+01    0.1445334923E-01    0.4469687229E-02    0.3806861480E-02
    0.9000000000E+01    0.1841953612E-01    0.5707808252E-02    0.4851550502E-02
    0.1100000000E+02    0.2231686683E-01    0.6929567479E-02    0.5878118784E-02
    0.1300000000E+02    0.2614725631E-01    0.8135444787E-02    0.6887070155E-02
    0.1500000000E+02    0.2991254792E-01    0.9325900838E-02    0.7878889617E-02
    0.1700000000E+02    0.3361451677E-01    0.1050137801E-01    0.8854044206E-02
    0.1900000000E+02    0.3725487277E-01    0.1166230128E-01    0.9812983819E-02
    0.2100000000E+02    0.4083526368E-01    0.1280907904E-01    0.1075614199E-01
    0.2300000000E+02    0.4435727781E-01    0.1394210389E-01    0.1168393663E-01
    0.2500000000E+02    0.4782244676E-01    0.1506175335E-01    0.1259677071E-01
    0.2700000000E+02    0.5123224786E-01    0.1616839062E-01    0.1349503295E-01
    0.2900000000E+02    0.5458810660E-01    0.1726236518E-01    0.1437909840E-01
    0.3100000000E+02    0.5789139885E-01    0.1834401344E-01    0.1524932908E-01
    0.3300000000E+02    0.6114345299E-01    0.1941365932E-01    0.1610607451E-01
    0.3500000000E+02    0.6434555200E-01    0.2047161485E-01    0.1694967227E-01
    0.3700000000E+02    0.6749893530E-01    0.2151818066E-01    0.1778044846E-01
    0.3900000000E+02    0.7060480066E-01    0.2255364649E-01    0.1859871825E-01
    0.4100000000E+02    0.7366430588E-01    0.2357829169E-01    0.1940478628E-01
    0.4300000000E+02    0.7667857050E-01    0.2459238566E-01    0.2019894713E-01
    0.4500000000E+02    0.7964867731E-01    0.2559618828E-01    0.2098148570E-01
    0.4700000000E+02    0.8257567388E-01    0.2658995032E-01    0.2175267764E-01
    0.4900000000E+02    0.8546057401E-01    0.2757391383E-01    0.2251278970E-01
    0.1000000000E+02    0.2037668709E-01    0.6320702636E-02    0.5367067794E-02
    0.3000000000E+02    0.5624623942E-01    0.1780470957E-01    0.1481592096E-01
    0.5000000000E+02    0.8688754580E-01    0.2806229449E-01    0.2288877179E-01
    0.7000000000E+02    0.1134398853E+00    0.3736827566E-01    0.2988538943E-01
    0.9000000000E+02    0.1367271968E+00    0.4591633770E-01    0.3602257996E-01
    0.1100000000E+03    0.1573604243E+00    0.5384665845E-01    0.4146111026E-01
    0.1300000000E+03    0.1758025193E+00    0.6126311671E-01    0.4632280874E-01
    0.1500000000E+03    0.1924110384E+00    0.6824434719E-01    0.5070177242E-01
    0.1700000000E+03    0.2074668329E+00    0.7485103735E-01    0.5467191490E-01
    0.1900000000E+03    0.2211938409E+00    0.8113086024E-01    0.5829217389E-01
    0.2100000000E+03    0.2337730377E+00    0.8712188101E-01    0.6161018162E-01
    0.2300000000E+03    0.2453524584E+00    0.9285495487E-01    0.6466490214E-01
    0.2500000000E+03    0.2560545248E+00    0.9835544457E-01    0.6748855904E-01
    0.2700000000E+03    0.2659814856E+00    0.1036444701E+00    0.7010806710E-01
    0.2900000000E+03    0.2752195145E+00    0.1087398313E+00    0.7254611054E-01
    0.3100000000E+03    0.2838418375E+00    0.1136566978E+00    0.7482196604E-01
    0.3300000000E+03    0.2919111484E+00    0.1184081324E+00    0.7695213835E-01
    0.3500000000E+03    0.2994814957E+00    0.1230054910E+00    0.7895085683E-01
    0.3700000000E+03    0.3065997714E+00    0.1274587331E+00    0.8083046724E-01
    0.3900000000E+03    0.3133068967E+00    0.1317766649E+00    0.8260174382E-01
    0.4100000000E+03    0.3196387761E+00    0.1359671306E+00    0.8427414027E-01
    0.4300000000E+03    0.3256270693E+00    0.1400371655E+00    0.8585599305E-01
    0.4500000000E+03    0.3312998228E+00    0.1439931188E+00    0.8735468749E-01
    0.4700000000E+03    0.3366819890E+00    0.1478407534E+00    0.8877679445E-01
    0.4900000000E+03    0.3417958563E+00    0.1515853274E+00    0.9012818353E-01
    0.1000000000E+03    0.1473437510E+00    0.4995152491E-01    0.3882080413E-01
    0.3000000000E+03    0.2796034984E+00    0.1112197158E+00    0.7370322167E-01
    0.5000000000E+03    0.3442585041E+00    0.1534204884E+00    0.9077902492E-01
    0.7000000000E+03    0.3833379338E+00    0.1857043736E+00    0.1011135560E+00
    0.9000000000E+03    0.4095877070E+00    0.2114647607E+00    0.1080641004E+00
    0.1100000000E+04    0.4284180743E+00    0.2325597769E+00    0.1130563845E+00
    0.1300000000E+04    0.4425621294E+00    0.2501683161E+00    0.1168109712E+00
    0.1500000000E+04    0.4535583570E+00    0.2650933702E+00    0.1197336544E+00
    0.1700000000E+04    0.4623405149E+00    0.2779060294E+00    0.1220708325E+00
    0.1900000000E+04    0.4695081428E+00    0.2890251574E+00    0.1239807802E+00
    0.2100000000E+04    0.4754635504E+00    0.2987654677E+00    0.1255697507E+00
    0.2300000000E+04    0.4804865236E+00    0.3073681792E+00    0.1269116693E+00
    0.2500000000E+04    0.4847774984E+00    0.3150213476E+00    0.1280595184E+00
    0.2700000000E+04    0.4884837134E+00    0.3218737661E+00    0.1290522347E+00
    0.2900000000E+04    0.4917156823E+00    0.3280447076E+00    0.1299190560E+00
    0.3100000000E+04    0.4945579194E+00    0.3336308991E+00    0.1306823510E+00
    0.3300000000E+04    0.4970761246E+00    0.3387116063E+00    0.1313595161E+00
    0.3500000000E+04    0.4993221183E+00    0.3433524016E+00    0.1319642787E+00
    0.3700000000E+04    0.5013373053E+00    0.3476079959E+00    0.1325076117E+00
    0.3900000000E+04    0.5031551542E+00    0.3515243971E+00    0.1329983886E+00
    0.4100000000E+04    0.5048030030E+00    0.3551405729E+00    0.1334438605E+00
    0.4300000000E+04    0.5063033951E+00    0.3584897468E+00    0.1338500095E+00
    0.4500000000E+04    0.5076750815E+00    0.3616004182E+00    0.1342218135E+00
    0.4700000000E+04    0.5089337823E+00    0.3644971725E+00    0.1345634476E+00
    0.4900000000E+04    0.5100927731E+00    0.3672013307E+00    0.1348784391E+00
    0.1000000000E+04    0.4197208860E+00    0.2225105671E+00    0.1107498172E+00
    0.3000000000E+04    0.4931810367E+00    0.3309055832E+00    0.1303124580E+00
    0.5000000000E+04    0.5106384715E+00    0.3684870874E+00    0.1350268992E+00
    0.7000000000E+04    0.5183349520E+00    0.3875477062E+00    0.1371340304E+00
    0.9000000000E+04    0.5226440437E+00    0.3990700422E+00    0.1383299551E+00
    0.1100000000E+05    0.5253905539E+00    0.4067874891E+00    0.1391026235E+00
