     Pressure (Pa)     22mC5-400 (mol/kg)     33mC5-400 (mol/kg)     23mC5-400 (mol/kg)
    0.1000000000E+01    0.1061887041E-02    0.5220865086E-03    0.9322775259E-03
    0.3000000000E+01    0.3163893078E-02    0.1557847951E-02    0.2777737533E-02
    0.5000000000E+01    0.5237406376E-02    0.2582609468E-02    0.4598203452E-02
    0.7000000000E+01    0.7283048051E-02    0.3596622554E-02    0.6394220003E-02
    0.9000000000E+01    0.9301421008E-02    0.4600130849E-02    0.8166315939E-02
    0.1100000000E+02    0.1129311060E-01    0.5593370432E-02    0.9915004625E-02
    0.1300000000E+02    0.1325868528E-01    0.6576570114E-02    0.1164078459E-01
    0.1500000000E+02    0.1519869716E-01    0.7549951701E-02    0.1334414006E-01
    0.1700000000E+02    0.1711368265E-01    0.8513730260E-02    0.1502554146E-01
    0.1900000000E+02    0.1900416295E-01    0.9468114364E-02    0.1668544592E-01
    0.2100000000E+02    0.2087064464E-01    0.1041330633E-01    0.1832429771E-01
    0.2300000000E+02    0.2271362016E-01    0.1134950246E-01    0.1994252871E-01
    0.2500000000E+02    0.2453356828E-01    0.1227689323E-01    0.2154055882E-01
    0.2700000000E+02    0.2633095462E-01    0.1319566353E-01    0.2311879641E-01
    0.2900000000E+02    0.2810623205E-01    0.1410599284E-01    0.2467763867E-01
    0.3100000000E+02    0.2985984114E-01    0.1500805545E-01    0.2621747200E-01
    0.3300000000E+02    0.3159221060E-01    0.1590202061E-01    0.2773867238E-01
    0.3500000000E+02    0.3330375763E-01    0.1678805272E-01    0.2924160572E-01
    0.3700000000E+02    0.3499488833E-01    0.1766631153E-01    0.3072662821E-01
    0.3900000000E+02    0.3666599807E-01    0.1853695224E-01    0.3219408659E-01
    0.4100000000E+02    0.3831747181E-01    0.1940012571E-01    0.3364431851E-01
    0.4300000000E+02    0.3994968450E-01    0.2025597859E-01    0.3507765281E-01
    0.4500000000E+02    0.4156300135E-01    0.2110465345E-01    0.3649440981E-01
    0.4700000000E+02    0.4315777815E-01    0.2194628894E-01    0.3789490156E-01
    0.4900000000E+02    0.4473436160E-01    0.2278101991E-01    0.3927943213E-01
    0.1000000000E+02    0.1030056531E-01    0.5098019762E-02    0.9043554689E-02
    0.3000000000E+02    0.2898571807E-01    0.1455804679E-01    0.2544990771E-01
    0.5000000000E+02    0.4551593674E-01    0.2319583734E-01    0.3996580489E-01
    0.7000000000E+02    0.6027022012E-01    0.3115982904E-01    0.5292365077E-01
    0.9000000000E+02    0.7354181963E-01    0.3856279468E-01    0.6458065320E-01
    0.1100000000E+03    0.8556122703E-01    0.4549184947E-01    0.7513898089E-01
    0.1300000000E+03    0.9651216666E-01    0.5201531429E-01    0.8475978709E-01
    0.1500000000E+03    0.1065429471E+00    0.5818751759E-01    0.9357316425E-01
    0.1700000000E+03    0.1157746653E+00    0.6405221571E-01    0.1016853389E+00
    0.1900000000E+03    0.1243072342E+00    0.6964506893E-01    0.1091839570E+00
    0.2100000000E+03    0.1322238747E+00    0.7499546059E-01    0.1161420246E+00
    0.2300000000E+03    0.1395945117E+00    0.8012785152E-01    0.1226208851E+00
    0.2500000000E+03    0.1464783703E+00    0.8506280122E-01    0.1286724971E+00
    0.2700000000E+03    0.1529259855E+00    0.8981774645E-01    0.1343411960E+00
    0.2900000000E+03    0.1589807727E+00    0.9440760132E-01    0.1396650726E+00
    0.3100000000E+03    0.1646802675E+00    0.9884522424E-01    0.1446770599E+00
    0.3300000000E+03    0.1700571136E+00    0.1031417847E+00    0.1494057994E+00
    0.3500000000E+03    0.1751398561E+00    0.1073070538E+00    0.1538763374E+00
    0.3700000000E+03    0.1799535837E+00    0.1113496364E+00    0.1581106881E+00
    0.3900000000E+03    0.1845204521E+00    0.1152771577E+00    0.1621282925E+00
    0.4100000000E+03    0.1888601146E+00    0.1190964145E+00    0.1659463967E+00
    0.4300000000E+03    0.1929900775E+00    0.1228134992E+00    0.1695803627E+00
