     Pressure (Pa)     22mC5-400 (mol/kg)     33mC5-400 (mol/kg)     23mC5-400 (mol/kg)
    0.1000000000E+01    0.6329660958E-02    0.3899009432E-03    0.1852374071E-03
    0.3000000000E+01    0.1861837254E-01    0.1153927445E-02    0.5448759234E-03
    0.5000000000E+01    0.3043708367E-01    0.1898162419E-02    0.8907718714E-03
    0.7000000000E+01    0.4181281551E-01    0.2623985281E-02    0.1223715112E-02
    0.9000000000E+01    0.5277054496E-01    0.3332659481E-02    0.1544435757E-02
    0.1100000000E+02    0.6333339417E-01    0.4025343772E-02    0.1853609710E-02
    0.1300000000E+02    0.7352279941E-01    0.4703102224E-02    0.2151863602E-02
    0.1500000000E+02    0.8335866188E-01    0.5366913148E-02    0.2439779195E-02
    0.1700000000E+02    0.9285948264E-01    0.6017677054E-02    0.2717897328E-02
    0.1900000000E+02    0.1020424836E+00    0.6656223776E-02    0.2986721453E-02
    0.2100000000E+02    0.1109237162E+00    0.7283318844E-02    0.3246720812E-02
    0.2300000000E+02    0.1195181594E+00    0.7899669209E-02    0.3498333295E-02
    0.2500000000E+02    0.1278398075E+00    0.8505928383E-02    0.3741968017E-02
    0.2700000000E+02    0.1359017502E+00    0.9102701071E-02    0.3978007647E-02
    0.2900000000E+02    0.1437162443E+00    0.9690547341E-02    0.4206810515E-02
    0.3100000000E+02    0.1512947794E+00    0.1026998639E-01    0.4428712517E-02
    0.3300000000E+02    0.1586481367E+00    0.1084149997E-01    0.4644028851E-02
    0.3500000000E+02    0.1657864433E+00    0.1140553544E-01    0.4853055588E-02
    0.3700000000E+02    0.1727192207E+00    0.1196250858E-01    0.5056071107E-02
    0.3900000000E+02    0.1794554302E+00    0.1251280616E-01    0.5253337397E-02
    0.4100000000E+02    0.1860035130E+00    0.1305678818E-01    0.5445101256E-02
    0.4300000000E+02    0.1923714279E+00    0.1359479005E-01    0.5631595375E-02
    0.4500000000E+02    0.1985666852E+00    0.1412712444E-01    0.5813039338E-02
    0.4700000000E+02    0.2045963780E+00    0.1465408305E-01    0.5989640534E-02
    0.4900000000E+02    0.2104672113E+00    0.1517593824E-01    0.6161594999E-02
    0.1000000000E+02    0.5809995217E-01    0.3680931751E-02    0.1700425805E-02
    0.3000000000E+02    0.1475343170E+00    0.9981286821E-02    0.4318603958E-02
    0.5000000000E+02    0.2133450511E+00    0.1543503221E-01    0.6245888054E-02
    0.7000000000E+02    0.2639341603E+00    0.2040251866E-01    0.7727924829E-02
    0.9000000000E+02    0.3041119616E+00    0.2506545689E-01    0.8905367879E-02
    0.1100000000E+03    0.3368368208E+00    0.2952122556E-01    0.9864729456E-02
    0.1300000000E+03    0.3640322092E+00    0.3382458879E-01    0.1066226441E-01
    0.1500000000E+03    0.3870054661E+00    0.3800762218E-01    0.1133621217E-01
    0.1700000000E+03    0.4066778543E+00    0.4208981532E-01    0.1191352254E-01
    0.1900000000E+03    0.4237183010E+00    0.4608344306E-01    0.1241376593E-01
    0.2100000000E+03    0.4386248908E+00    0.4999653340E-01    0.1285151618E-01
    0.2300000000E+03    0.4517765301E+00    0.5383455996E-01    0.1323786126E-01
    0.2500000000E+03    0.4634668308E+00    0.5760143244E-01    0.1358139414E-01
    0.2700000000E+03    0.4739269909E+00    0.6130008880E-01    0.1388888194E-01
    0.2900000000E+03    0.4833416433E+00    0.6493285534E-01    0.1416572945E-01
    0.3100000000E+03    0.4918600833E+00    0.6850166888E-01    0.1441630752E-01
    0.3300000000E+03    0.4996043789E+00    0.7200821502E-01    0.1464419028E-01
    0.3500000000E+03    0.5066753353E+00    0.7545401500E-01    0.1485232963E-01
    0.3700000000E+03    0.5131569495E+00    0.7884048036E-01    0.1504318556E-01
    0.3900000000E+03    0.5191197856E+00    0.8216894735E-01    0.1521882489E-01
    0.4100000000E+03    0.5246235645E+00    0.8544069855E-01    0.1538099704E-01
    0.4300000000E+03    0.5297191751E+00    0.8865697628E-01    0.1553119288E-01
    0.4500000000E+03    0.5344502521E+00    0.9181899080E-01    0.1567069092E-01
    0.4700000000E+03    0.5388544265E+00    0.9492792524E-01    0.1580059386E-01
    0.4900000000E+03    0.5429643249E+00    0.9798493836E-01    0.1592185788E-01
    0.1000000000E+03    0.3212676946E+00    0.2731511579E-01    0.9408263783E-02
    0.3000000000E+03    0.4877047010E+00    0.6672514621E-01    0.1429406241E-01
    0.5000000000E+03    0.5449179497E+00    0.9949433027E-01    0.1597951494E-01
    0.7000000000E+03    0.5738292056E+00    0.1272214423E+00    0.1683414540E-01
    0.9000000000E+03    0.5912425992E+00    0.1509116942E+00    0.1735065280E-01
    0.1100000000E+04    0.6028660204E+00    0.1713568493E+00    0.1769659633E-01
    0.1300000000E+04    0.6111696408E+00    0.1891684134E+00    0.1794457508E-01
    0.1500000000E+04    0.6173951123E+00    0.2048186881E+00    0.1813112402E-01
    0.1700000000E+04    0.6222342864E+00    0.2186756597E+00    0.1827662400E-01
    0.1900000000E+04    0.6261029547E+00    0.2310292973E+00    0.1839333767E-01
    0.2100000000E+04    0.6292659384E+00    0.2421107658E+00    0.1848908416E-01
    0.2300000000E+04    0.6318998511E+00    0.2521064190E+00    0.1856908414E-01
    0.2500000000E+04    0.6341269726E+00    0.2611680600E+00    0.1863695632E-01
    0.2700000000E+04    0.6360346348E+00    0.2694205434E+00    0.1869528812E-01
    0.2900000000E+04    0.6376868654E+00    0.2769674740E+00    0.1874597868E-01
    0.3100000000E+04    0.6391316697E+00    0.2838955270E+00    0.1879045352E-01
    0.3300000000E+04    0.6404057436E+00    0.2902777608E+00    0.1882980358E-01
    0.3500000000E+04    0.6415376169E+00    0.2961761846E+00    0.1886487796E-01
    0.3700000000E+04    0.6425498035E+00    0.3016437670E+00    0.1889634753E-01
    0.3900000000E+04    0.6434603069E+00    0.3067260237E+00    0.1892474933E-01
    0.4100000000E+04    0.6442836951E+00    0.3114622821E+00    0.1895051843E-01
    0.4300000000E+04    0.6450318822E+00    0.3158866971E+00    0.1897401103E-01
    0.4500000000E+04    0.6457147060E+00    0.3200290741E+00    0.1899552161E-01
