2.746145238722117778e-03	6.813153076941627084e-01	8.749856674208454112e-10	1.002203985588900226e+00
2.746148739688722938e-03	6.813151271828308264e-01	8.749901238502494852e-10	1.002203472310663201e+00
2.746144901154584390e-03	6.813153233319086954e-01	8.749852964967268884e-10	1.002204027120097596e+00
2.746145575499986825e-03	6.813152959365162964e-01	8.749859321997396629e-10	1.002203956317851308e+00
2.746148707798973417e-03	6.813151284252672024e-01	8.749900883473124534e-10	1.002203477330285031e+00
2.746145434507289273e-03	6.813152974229113035e-01	8.749859238255663177e-10	1.002203955551622894e+00
2.746145204997149647e-03	6.813153083480454342e-01	8.749856629320772320e-10	1.002203984868322406e+00
2.746145459400275383e-03	6.813152954387978744e-01	8.749859774232941093e-10	1.002203949438093433e+00
2.746147093453053020e-03	6.813151284080288805e-01	8.749905834002524599e-10	1.002203393982388224e+00
2.746145593183128234e-03	6.813152914425308904e-01	8.749860596072387427e-10	1.002203940926755577e+00
2.746150874745855331e-03	6.813150144723811863e-01	8.749929129022859450e-10	1.002203151304789541e+00
2.746149779092943617e-03	6.813150725092091964e-01	8.749914830629685078e-10	1.002203315163486819e+00
2.746145782200687217e-03	6.813152786423886109e-01	8.749863923843227231e-10	1.002203901599221236e+00
2.746144336581641306e-03	6.813153543948698987e-01	8.749845193564000117e-10	1.002204116871012296e+00
2.746152522776736798e-03	6.813149490214340798e-01	8.749944159572970699e-10	1.002202984292576593e+00
2.746145036865387228e-03	6.813153203171568029e-01	8.749853502390083178e-10	1.002204021791384125e+00
2.746145083851760354e-03	6.813153169149184230e-01	8.749854387375609288e-10	1.002204011988285126e+00
2.746148907486214118e-03	6.813151165246452701e-01	8.749903966994872326e-10	1.002203440960012903e+00
2.746149035363941188e-03	6.813151138048971767e-01	8.749904398539469841e-10	1.002203437076550907e+00
2.746143860896680701e-03	6.813153811133806359e-01	8.749838411747511067e-10	1.002204196478835962e+00
2.746145667347768375e-03	6.813152883014521599e-01	8.749861322788745449e-10	1.002203932540218778e+00
2.746144732722989330e-03	6.813153326410781307e-01	8.749850628237846229e-10	1.002204054132367572e+00
2.746152083271206738e-03	6.813149722449572954e-01	8.749938357327090562e-10	1.002203051465140993e+00
2.746144800726991065e-03	6.813153305576028496e-01	8.749851032223481308e-10	1.002204050473792352e+00
2.746151000139399837e-03	6.813151266964281305e-01	8.749894606133833427e-10	1.002203584454844476e+00
2.746147076479179324e-03	6.813151830037924572e-01	8.749889256848423333e-10	1.002203600749389301e+00
2.746148658213642350e-03	6.813150769786194827e-01	8.749916770831677371e-10	1.002203277154565031e+00
2.746143783598449083e-03	6.813153802319605878e-01	8.749838946724932350e-10	1.002204188594282064e+00
2.746148998899948773e-03	6.813151129866883426e-01	8.749904692845776090e-10	1.002203433911862396e+00
2.746145882865452803e-03	6.813152733880014633e-01	8.749865185603884089e-10	1.002203887323122933e+00
2.746150812895433845e-03	6.813150185070122600e-01	8.749928134564590801e-10	1.002203162514905488e+00
2.746151373700300800e-03	6.813149908140813116e-01	8.749934863121800864e-10	1.002203085968110585e+00
2.746144973397608886e-03	6.813153199090018486e-01	8.749853799246314286e-10	1.002204017582400963e+00
2.746148120244602808e-03	6.813151587796872910e-01	8.749893413930992802e-10	1.002203563079006710e+00
2.746148526021687051e-03	6.813151353126774001e-01	8.749899382036215172e-10	1.002203493161143211e+00
2.746142319759305866e-03	6.813154581404557986e-01	8.749819615878286648e-10	1.002204411209248303e+00
2.746152165915468832e-03	6.813149577685508884e-01	8.749942552977678840e-10	1.002202999918453852e+00
2.746149727429816282e-03	6.813150164721768487e-01	8.749932054787456717e-10	1.002203099252508167e+00
