     Pressure (Pa)     22mC5-400 (mol/kg)     33mC5-400 (mol/kg)
    0.1000000000E+01    0.1062661730E-02    0.1174665187E-02
    0.3000000000E+01    0.3170789817E-02    0.3504841076E-02
    0.5000000000E+01    0.5256358279E-02    0.5809851505E-02
    0.7000000000E+01    0.7319798054E-02    0.8090135325E-02
    0.9000000000E+01    0.9361528871E-02    0.1034612054E-01
    0.1100000000E+02    0.1138195961E-01    0.1257822465E-01
    0.1300000000E+02    0.1338148863E-01    0.1478685500E-01
    0.1500000000E+02    0.1536050417E-01    0.1697240906E-01
    0.1700000000E+02    0.1731938458E-01    0.1913527478E-01
    0.1900000000E+02    0.1925849871E-01    0.2127583087E-01
    0.2100000000E+02    0.2117820615E-01    0.2339444706E-01
    0.2300000000E+02    0.2307885758E-01    0.2549148440E-01
    0.2500000000E+02    0.2496079499E-01    0.2756729553E-01
    0.2700000000E+02    0.2682435198E-01    0.2962222490E-01
    0.2900000000E+02    0.2866985400E-01    0.3165660905E-01
    0.3100000000E+02    0.3049761861E-01    0.3367077683E-01
    0.3300000000E+02    0.3230795571E-01    0.3566504964E-01
    0.3500000000E+02    0.3410116778E-01    0.3763974161E-01
    0.3700000000E+02    0.3587755010E-01    0.3959515988E-01
    0.3900000000E+02    0.3763739094E-01    0.4153160472E-01
    0.4100000000E+02    0.3938097182E-01    0.4344936981E-01
    0.4300000000E+02    0.4110856764E-01    0.4534874237E-01
    0.4500000000E+02    0.4282044694E-01    0.4723000336E-01
    0.4700000000E+02    0.4451687202E-01    0.4909342768E-01
    0.4900000000E+02    0.4619809920E-01    0.5093928430E-01
    0.1000000000E+02    0.1037438161E-01    0.1146513204E-01
    0.3000000000E+02    0.2958593394E-01    0.3266619973E-01
    0.5000000000E+02    0.4703309205E-01    0.5185570720E-01
    0.7000000000E+02    0.6299317096E-01    0.6932316189E-01
    0.9000000000E+02    0.7768649842E-01    0.8530211348E-01
    0.1100000000E+03    0.9129040231E-01    0.9998350325E-01
    0.1300000000E+03    0.1039492710E+00    0.1135252973E+00
    0.1500000000E+03    0.1157819140E+00    0.1260595675E+00
    0.1700000000E+03    0.1268870322E+00    0.1376977838E+00
    0.1900000000E+03    0.1373473392E+00    0.1485348294E+00
    0.2100000000E+03    0.1472327074E+00    0.1586520901E+00
    0.2300000000E+03    0.1566025979E+00    0.1681198597E+00
    0.2500000000E+03    0.1655079566E+00    0.1769992362E+00
    0.2700000000E+03    0.1739927096E+00    0.1853436314E+00
    0.2900000000E+03    0.1820949530E+00    0.1931999839E+00
    0.3100000000E+03    0.1898479068E+00    0.2006097442E+00
    0.3300000000E+03    0.1972806878E+00    0.2076096798E+00
    0.3500000000E+03    0.2044189381E+00    0.2142325389E+00
    0.3700000000E+03    0.2112853413E+00    0.2205076012E+00
    0.3900000000E+03    0.2179000488E+00    0.2264611386E+00
    0.4100000000E+03    0.2242810336E+00    0.2321168017E+00
