     Pressure (Pa)     22mC5-400 (mol/kg)     33mC5-400 (mol/kg)
    0.1000000000E+01    0.9455460771E-02    0.1296402167E-03
    0.3000000000E+01    0.2759235379E-01    0.3818906941E-03
    0.5000000000E+01    0.4476608121E-01    0.6255622217E-03
    0.7000000000E+01    0.6105175849E-01    0.8615110571E-03
    0.9000000000E+01    0.7651687632E-01    0.1090495899E-02
    0.1100000000E+02    0.9122224389E-01    0.1313190552E-02
    0.1300000000E+02    0.1052227956E+00    0.1530194729E-02
    0.1500000000E+02    0.1185682840E+00    0.1742043295E-02
    0.1700000000E+02    0.1313038764E+00    0.1949214211E-02
    0.1900000000E+02    0.1434706717E+00    0.2152135375E-02
    0.2100000000E+02    0.1551061480E+00    0.2351190539E-02
    0.2300000000E+02    0.1662445537E+00    0.2546724436E-02
    0.2500000000E+02    0.1769172474E+00    0.2739047241E-02
    0.2700000000E+02    0.1871529971E+00    0.2928438450E-02
    0.2900000000E+02    0.1969782424E+00    0.3115150283E-02
    0.3100000000E+02    0.2064173256E+00    0.3299410653E-02
    0.3300000000E+02    0.2154926958E+00    0.3481425779E-02
    0.3500000000E+02    0.2242250897E+00    0.3661382484E-02
    0.3700000000E+02    0.2326336918E+00    0.3839450220E-02
    0.3900000000E+02    0.2407362774E+00    0.4015782857E-02
    0.4100000000E+02    0.2485493397E+00    0.4190520268E-02
    0.4300000000E+02    0.2560882037E+00    0.4363789735E-02
    0.4500000000E+02    0.2633671276E+00    0.4535707197E-02
    0.4700000000E+02    0.2703993947E+00    0.4706378360E-02
    0.4900000000E+02    0.2771973951E+00    0.4875899686E-02
    0.1000000000E+02    0.8396096642E-01    0.1202590396E-02
    0.3000000000E+02    0.2017446090E+00    0.3207573532E-02
    0.5000000000E+02    0.2805121913E+00    0.4960256998E-02
    0.7000000000E+02    0.3369485022E+00    0.6604730081E-02
    0.9000000000E+02    0.3793956893E+00    0.8198455915E-02
    0.1100000000E+03    0.4124929414E+00    0.9766058489E-02
    0.1300000000E+03    0.4390284050E+00    0.1131850017E-01
    0.1500000000E+03    0.4607799449E+00    0.1286068852E-01
    0.1700000000E+03    0.4789353818E+00    0.1439473536E-01
    0.1900000000E+03    0.4943188558E+00    0.1592143452E-01
    0.2100000000E+03    0.5075202919E+00    0.1744096037E-01
    0.2300000000E+03    0.5189731760E+00    0.1895320700E-01
    0.2500000000E+03    0.5290032373E+00    0.2045795538E-01
    0.2700000000E+03    0.5378599988E+00    0.2195495542E-01
    0.2900000000E+03    0.5457378470E+00    0.2344396524E-01
    0.3100000000E+03    0.5527904715E+00    0.2492476846E-01
    0.3300000000E+03    0.5591409907E+00    0.2639718057E-01
    0.3500000000E+03    0.5648891947E+00    0.2786104962E-01
    0.3700000000E+03    0.5701168221E+00    0.2931625434E-01
    0.3900000000E+03    0.5748914657E+00    0.3076270121E-01
    0.4100000000E+03    0.5792695056E+00    0.3220032115E-01
    0.4300000000E+03    0.5832983420E+00    0.3362906628E-01
    0.4500000000E+03    0.5870181142E+00    0.3504890698E-01
    0.4700000000E+03    0.5904630395E+00    0.3645982926E-01
    0.4900000000E+03    0.5936624663E+00    0.3786183241E-01
    0.1000000000E+03    0.3969081672E+00    0.8984637547E-02
    0.3000000000E+03    0.5493589971E+00    0.2418540498E-01
    0.5000000000E+03    0.5951781671E+00    0.3855949223E-01
    0.7000000000E+03    0.6172358332E+00    0.5205151117E-01
    0.9000000000E+03    0.6302040765E+00    0.6470200104E-01
    0.1100000000E+04    0.6387394594E+00    0.7657534236E-01
    0.1300000000E+04    0.6447823725E+00    0.8773642699E-01
    0.1500000000E+04    0.6492851580E+00    0.9824544058E-01
    0.1700000000E+04    0.6527698968E+00    0.1081568965E+00
    0.1900000000E+04    0.6555467007E+00    0.1175198099E+00
    0.2100000000E+04    0.6578113612E+00    0.1263781816E+00
    0.2300000000E+04    0.6596935767E+00    0.1347715360E+00
    0.2500000000E+04    0.6612826670E+00    0.1427354343E+00
    0.2700000000E+04    0.6626421506E+00    0.1503019374E+00
    0.2900000000E+04    0.6638184328E+00    0.1575000138E+00
    0.3100000000E+04    0.6648462042E+00    0.1643558966E+00
    0.3300000000E+04    0.6657519181E+00    0.1708933955E+00
    0.3500000000E+04    0.6665560978E+00    0.1771341669E+00
    0.3700000000E+04    0.6672749100E+00    0.1830979510E+00
    0.3900000000E+04    0.6679212627E+00    0.1888027778E+00
    0.4100000000E+04    0.6685055864E+00    0.1942651476E+00
    0.4300000000E+04    0.6690364015E+00    0.1995001897E+00
    0.4500000000E+04    0.6695207366E+00    0.2045218012E+00
    0.4700000000E+04    0.6699644406E+00    0.2093427698E+00
    0.4900000000E+04    0.6703724209E+00    0.2139748826E+00
    0.1000000000E+04    0.6348706378E+00    0.7073167584E-01
    0.3000000000E+04    0.6643490674E+00    0.1609691878E+00
    0.5000000000E+04    0.6705643364E+00    0.2162235515E+00
    0.7000000000E+04    0.6732623080E+00    0.2535250528E+00
    0.9000000000E+04    0.6747703294E+00    0.2803998915E+00
    0.1100000000E+05    0.6757335004E+00    0.3006835952E+00
    0.1300000000E+05    0.6764019855E+00    0.3165359980E+00
    0.1500000000E+05    0.6768931249E+00    0.3292662085E+00
    0.1700000000E+05    0.6772692585E+00    0.3397139130E+00
    0.1900000000E+05    0.6775665708E+00    0.3484424708E+00
    0.2100000000E+05    0.6778075063E+00    0.3558439407E+00
    0.2300000000E+05    0.6780067259E+00    0.3621995902E+00
    0.2500000000E+05    0.6781742120E+00    0.3677164481E+00
    0.2700000000E+05    0.6783169968E+00    0.3725502820E+00
    0.2900000000E+05    0.6784401772E+00    0.3768205391E+00
    0.3100000000E+05    0.6785475380E+00    0.3806203487E+00
    0.3300000000E+05    0.6786419482E+00    0.3840233926E+00
    0.3500000000E+05    0.6787256227E+00    0.3870887292E+00
    0.3700000000E+05    0.6788002981E+00    0.3898642499E+00
    0.3900000000E+05    0.6788673558E+00    0.3923891994E+00
    0.4100000000E+05    0.6789279080E+00    0.3946960429E+00
    0.4300000000E+05    0.6789828603E+00    0.3968118693E+00
    0.4500000000E+05    0.6790329577E+00    0.3987594600E+00
    0.4700000000E+05    0.6790788186E+00    0.4005581120E+00
    0.4900000000E+05    0.6791209605E+00    0.4022242802E+00
    0.1000000000E+05    0.6752997267E+00    0.2912041956E+00
    0.3000000000E+05    0.6784956379E+00    0.3787742534E+00
    0.5000000000E+05    0.6791407760E+00    0.4030121742E+00
    0.7000000000E+05    0.6794189645E+00    0.4143756475E+00
    0.9000000000E+05    0.6795744743E+00    0.4209695932E+00
    0.1100000000E+06    0.6796740881E+00    0.4252758296E+00
    0.1300000000E+06    0.6797435362E+00    0.4283088192E+00
    0.1500000000E+06    0.6797948438E+00    0.4305604681E+00
    0.1700000000E+06    0.6798343863E+00    0.4322982045E+00
    0.1900000000E+06    0.6798658599E+00    0.4336799142E+00
    0.2100000000E+06    0.6798915557E+00    0.4348048176E+00
    0.2300000000E+06    0.6799129701E+00    0.4357384015E+00
    0.2500000000E+06    0.6799311221E+00    0.4365256322E+00
    0.2700000000E+06    0.6799467297E+00    0.4371984088E+00
    0.2900000000E+06    0.6799603139E+00    0.4377799887E+00
    0.3100000000E+06    0.6799722614E+00    0.4382877280E+00
    0.3300000000E+06    0.6799828660E+00    0.4387348417E+00
    0.3500000000E+06    0.6799923545E+00    0.4391315694E+00
    0.3700000000E+06    0.6800009050E+00    0.4394859675E+00
    0.3900000000E+06    0.6800086593E+00    0.4398044622E+00
    0.4100000000E+06    0.6800157318E+00    0.4400922417E+00
    0.4300000000E+06    0.6800222156E+00    0.4403535404E+00
    0.4500000000E+06    0.6800281876E+00    0.4405918490E+00
    0.4700000000E+06    0.6800337115E+00    0.4408100703E+00
    0.4900000000E+06    0.6800388410E+00    0.4410106383E+00
    0.1000000000E+06    0.6796291785E+00    0.4233272087E+00
    0.3000000000E+06    0.6799664720E+00    0.4380421813E+00
    0.5000000000E+06    0.6800412721E+00    0.4411049576E+00
    0.7000000000E+06    0.6800771920E+00    0.4424286748E+00
    0.9000000000E+06    0.6800996331E+00    0.4431661829E+00
    0.1100000000E+07    0.6801156831E+00    0.4436358383E+00
    0.1300000000E+07    0.6801281352E+00    0.4439608466E+00
    0.1500000000E+07    0.6801383267E+00    0.4441989174E+00
    0.1700000000E+07    0.6801469850E+00    0.4443806771E+00
    0.1900000000E+07    0.6801545430E+00    0.4445238862E+00
    0.2100000000E+07    0.6801612766E+00    0.4446395522E+00
    0.2300000000E+07    0.6801673710E+00    0.4447348600E+00
    0.2500000000E+07    0.6801729558E+00    0.4448146979E+00
    0.2700000000E+07    0.6801781251E+00    0.4448825073E+00
    0.2900000000E+07    0.6801829490E+00    0.4449407809E+00
    0.3100000000E+07    0.6801874814E+00    0.4449913683E+00
    0.3300000000E+07    0.6801917640E+00    0.4450356708E+00
