     Pressure (Pa)     22mC5-400 (mol/kg)     33mC5-400 (mol/kg)
    0.1000000000E+01    0.7375173177E-02    0.3895710383E-03
    0.3000000000E+01    0.2164007146E-01    0.1151115182E-02
    0.5000000000E+01    0.3529309349E-01    0.1890756658E-02
    0.7000000000E+01    0.4837350826E-01    0.2610212584E-02
    0.9000000000E+01    0.6091727730E-01    0.3311039048E-02
    0.1100000000E+02    0.7295739549E-01    0.3994648509E-02
    0.1300000000E+02    0.8452419048E-01    0.4662325040E-02
    0.1500000000E+02    0.9564558683E-01    0.5315237743E-02
    0.1700000000E+02    0.1063473393E+00    0.5954452552E-02
    0.1900000000E+02    0.1166532398E+00    0.6580942677E-02
    0.2100000000E+02    0.1265853007E+00    0.7195597827E-02
    0.2300000000E+02    0.1361639184E+00    0.7799232405E-02
    0.2500000000E+02    0.1454080192E+00    0.8392592787E-02
    0.2700000000E+02    0.1543351895E+00    0.8976363800E-02
    0.2900000000E+02    0.1629617923E+00    0.9551174506E-02
    0.3100000000E+02    0.1713030725E+00    0.1011760337E-01
    0.3300000000E+02    0.1793732503E+00    0.1067618287E-01
    0.3500000000E+02    0.1871856069E+00    0.1122740367E-01
    0.3700000000E+02    0.1947525602E+00    0.1177171834E-01
    0.3900000000E+02    0.2020857345E+00    0.1230954468E-01
    0.4100000000E+02    0.2091960231E+00    0.1284126878E-01
    0.4300000000E+02    0.2160936449E+00    0.1336724770E-01
    0.4500000000E+02    0.2227881962E+00    0.1388781198E-01
    0.4700000000E+02    0.2292886974E+00    0.1440326781E-01
    0.4900000000E+02    0.2356036359E+00    0.1491389909E-01
    0.1000000000E+02    0.6699833802E-01    0.3654912806E-02
    0.3000000000E+02    0.1671671860E+00    0.9835402359E-02
    0.5000000000E+02    0.2386940354E+00    0.1516748860E-01
    0.7000000000E+02    0.2924739909E+00    0.2004064694E-01
    0.9000000000E+02    0.3344619446E+00    0.2463791019E-01
    0.1100000000E+03    0.3681957598E+00    0.2905148248E-01
    0.1300000000E+03    0.3959148660E+00    0.3333037158E-01
    0.1500000000E+03    0.4191090237E+00    0.3750181375E-01
    0.1700000000E+03    0.4388096477E+00    0.4158157499E-01
    0.1900000000E+03    0.4557545711E+00    0.4557916868E-01
    0.2100000000E+03    0.4704862002E+00    0.4950060958E-01
    0.2300000000E+03    0.4834125771E+00    0.5334991606E-01
    0.2500000000E+03    0.4948467867E+00    0.5712995102E-01
    0.2700000000E+03    0.5050331980E+00    0.6084290223E-01
    0.2900000000E+03    0.5141654205E+00    0.6449056070E-01
    0.3100000000E+03    0.5223988849E+00    0.6807448345E-01
    0.3300000000E+03    0.5298598442E+00    0.7159608907E-01
    0.3500000000E+03    0.5366519339E+00    0.7505671354E-01
    0.3700000000E+03    0.5428610319E+00    0.7845764251E-01
    0.3900000000E+03    0.5485589139E+00    0.8180012947E-01
    0.4100000000E+03    0.5538060382E+00    0.8508540547E-01
    0.4300000000E+03    0.5586536954E+00    0.8831468387E-01
    0.4500000000E+03    0.5631456837E+00    0.9148916226E-01
    0.4700000000E+03    0.5673196303E+00    0.9461002261E-01
    0.4900000000E+03    0.5712080413E+00    0.9767843075E-01
    0.1000000000E+03    0.3521983858E+00    0.2686391004E-01
    0.3000000000E+03    0.5183860095E+00    0.6629039794E-01
    0.5000000000E+03    0.5730541398E+00    0.9919332489E-01
    0.7000000000E+03    0.6002071054E+00    0.1270069604E+00
    0.9000000000E+03    0.6164140311E+00    0.1507517554E+00
    0.1100000000E+04    0.6271731266E+00    0.1712328884E+00
    0.1300000000E+04    0.6348316582E+00    0.1890693251E+00
    0.1500000000E+04    0.6405590706E+00    0.2047375002E+00
