     Pressure (Pa)     22mC5-400 (mol/kg)     33mC5-400 (mol/kg)
    0.1000000000E+01    0.4232442326E-02    0.7811136871E-03
    0.3000000000E+01    0.1252255615E-01    0.2319075212E-02
    0.5000000000E+01    0.2058801674E-01    0.3825955404E-02
    0.7000000000E+01    0.2843836872E-01    0.5303199006E-02
    0.9000000000E+01    0.3608261634E-01    0.6752162187E-02
    0.1100000000E+02    0.4352926114E-01    0.8174118994E-02
    0.1300000000E+02    0.5078633647E-01    0.9570267269E-02
    0.1500000000E+02    0.5786143914E-01    0.1094173407E-01
    0.1700000000E+02    0.6476175874E-01    0.1228958064E-01
    0.1900000000E+02    0.7149410442E-01    0.1361480700E-01
    0.2100000000E+02    0.7806492980E-01    0.1491835612E-01
    0.2300000000E+02    0.8448035578E-01    0.1620111784E-01
    0.2500000000E+02    0.9074619177E-01    0.1746393237E-01
    0.2700000000E+02    0.9686795524E-01    0.1870759368E-01
    0.2900000000E+02    0.1028508898E+00    0.1993285243E-01
    0.3100000000E+02    0.1086999821E+00    0.2114041889E-01
    0.3300000000E+02    0.1144199774E+00    0.2233096544E-01
    0.3500000000E+02    0.1200153937E+00    0.2350512905E-01
    0.3700000000E+02    0.1254905359E+00    0.2466351347E-01
    0.3900000000E+02    0.1308495075E+00    0.2580669134E-01
    0.4100000000E+02    0.1360962228E+00    0.2693520604E-01
    0.4300000000E+02    0.1412344175E+00    0.2804957354E-01
    0.4500000000E+02    0.1462676589E+00    0.2915028405E-01
    0.4700000000E+02    0.1511993552E+00    0.3023780351E-01
    0.4900000000E+02    0.1560327645E+00    0.3131257510E-01
    0.1000000000E+02    0.3983012642E-01    0.7466439801E-02
    0.3000000000E+02    0.1057918642E+00    0.2053880432E-01
    0.5000000000E+02    0.1584135906E+00    0.3184531303E-01
    0.7000000000E+02    0.2015599146E+00    0.4192312390E-01
    0.9000000000E+02    0.2377068150E+00    0.5109922945E-01
    0.1100000000E+03    0.2685167944E+00    0.5958271170E-01
    0.1300000000E+03    0.2951501596E+00    0.6751305987E-01
    0.1500000000E+03    0.3184433792E+00    0.7498690846E-01
    0.1700000000E+03    0.3390162572E+00    0.8207352608E-01
    0.1900000000E+03    0.3573389858E+00    0.8882414210E-01
    0.2100000000E+03    0.3737755803E+00    0.9527775288E-01
    0.2300000000E+03    0.3886128808E+00    0.1014648429E+00
    0.2500000000E+03    0.4020804380E+00    0.1074098318E+00
    0.2700000000E+03    0.4143644754E+00    0.1131327208E+00
    0.2900000000E+03    0.4256179002E+00    0.1186502242E+00
    0.3100000000E+03    0.4359676186E+00    0.1239765616E+00
    0.3300000000E+03    0.4455199728E+00    0.1291240232E+00
    0.3500000000E+03    0.4543648441E+00    0.1341033794E+00
    0.3700000000E+03    0.4625787947E+00    0.1389241824E+00
    0.3900000000E+03    0.4702275021E+00    0.1435949924E+00
    0.4100000000E+03    0.4773676688E+00    0.1481235488E+00
    0.4300000000E+03    0.4840485366E+00    0.1525169022E+00
    0.4500000000E+03    0.4903130979E+00    0.1567815174E+00
    0.4700000000E+03    0.4961990749E+00    0.1609233553E+00
    0.4900000000E+03    0.5017397165E+00    0.1649479376E+00
    0.1000000000E+03    0.2536971734E+00    0.5541758500E-01
    0.3000000000E+03    0.4308986479E+00    0.1213364807E+00
    0.5000000000E+03    0.5043898673E+00    0.1669178769E+00
    0.7000000000E+03    0.5448900920E+00    0.2012451496E+00
    0.9000000000E+03    0.5704811113E+00    0.2280888844E+00
    0.1100000000E+04    0.5880687307E+00    0.2496524118E+00
    0.1300000000E+04    0.6008736055E+00    0.2673478747E+00
    0.1500000000E+04    0.6105987656E+00    0.2821261593E+00
    0.1700000000E+04    0.6182278088E+00    0.2946511333E+00
    0.1900000000E+04    0.6243676163E+00    0.3054000987E+00
    0.2100000000E+04    0.6294124549E+00    0.3147248424E+00
    0.2300000000E+04    0.6336293187E+00    0.3228902352E+00
    0.2500000000E+04    0.6372052974E+00    0.3300994466E+00
    0.2700000000E+04    0.6402752982E+00    0.3365108833E+00
    0.2900000000E+04    0.6429390000E+00    0.3422498502E+00
    0.3100000000E+04    0.6452716142E+00    0.3474167527E+00
    0.3300000000E+04    0.6473309373E+00    0.3520929801E+00
    0.3500000000E+04    0.6491621015E+00    0.3563451983E+00
    0.3700000000E+04    0.6508008542E+00    0.3602285310E+00
    0.3900000000E+04    0.6522758705E+00    0.3637889518E+00
    0.4100000000E+04    0.6536104155E+00    0.3670651052E+00
    0.4300000000E+04    0.6548235597E+00    0.3700897101E+00
    0.4500000000E+04    0.6559310813E+00    0.3728906528E+00
    0.4700000000E+04    0.6569461454E+00    0.3754918468E+00
    0.4900000000E+04    0.6578798228E+00    0.3779139156E+00
    0.1000000000E+04    0.5800236863E+00    0.2394288138E+00
    0.3000000000E+04    0.6441427370E+00    0.3448993336E+00
    0.5000000000E+04    0.6583191285E+00    0.3790634600E+00
    0.7000000000E+04    0.6644988986E+00    0.3959488944E+00
    0.9000000000E+04    0.6679525928E+00    0.4060168138E+00
    0.1100000000E+05    0.6701562239E+00    0.4127023844E+00
    0.1300000000E+05    0.6716838233E+00    0.4174649063E+00
    0.1500000000E+05    0.6728048304E+00    0.4210297727E+00
    0.1700000000E+05    0.6736623753E+00    0.4237982969E+00
    0.1900000000E+05    0.6743394996E+00    0.4260105101E+00
    0.2100000000E+05    0.6748876820E+00    0.4278187846E+00
    0.2300000000E+05    0.6753405273E+00    0.4293245019E+00
    0.2500000000E+05    0.6757209016E+00    0.4305977360E+00
    0.2700000000E+05    0.6760449031E+00    0.4316884719E+00
    0.2900000000E+05    0.6763241929E+00    0.4326333237E+00
    0.3100000000E+05    0.6765674243E+00    0.4334597246E+00
    0.3300000000E+05    0.6767811540E+00    0.4341886354E+00
    0.3500000000E+05    0.6769704405E+00    0.4348363466E+00
    0.3700000000E+05    0.6771392486E+00    0.4354157106E+00
    0.3900000000E+05    0.6772907299E+00    0.4359370034E+00
    0.4100000000E+05    0.6774274212E+00    0.4364085393E+00
    0.4300000000E+05    0.6775513872E+00    0.4368371176E+00
    0.4500000000E+05    0.6776643253E+00    0.4372283528E+00
    0.4700000000E+05    0.6777676443E+00    0.4375869217E+00
    0.4900000000E+05    0.6778625226E+00    0.4379167516E+00
    0.1000000000E+05    0.6691641126E+00    0.4096661011E+00
    0.3000000000E+05    0.6764498651E+00    0.4330598933E+00
    0.5000000000E+05    0.6779071132E+00    0.4380719479E+00
    0.7000000000E+05    0.6785312326E+00    0.4402565970E+00
    0.9000000000E+05    0.6788778586E+00    0.4414799511E+00
    0.1100000000E+06    0.6790984248E+00    0.4422620570E+00
    0.1300000000E+06    0.6792511406E+00    0.4428051544E+00
    0.1500000000E+06    0.6793631581E+00    0.4432042714E+00
    0.1700000000E+06    0.6794488465E+00    0.4435099550E+00
    0.1900000000E+06    0.6795165226E+00    0.4437515709E+00
    0.2100000000E+06    0.6795713338E+00    0.4439473456E+00
    0.2300000000E+06    0.6796166365E+00    0.4441091914E+00
    0.2500000000E+06    0.6796547127E+00    0.4442452221E+00
    0.2700000000E+06    0.6796871681E+00    0.4443611555E+00
    0.2900000000E+06    0.6797151653E+00    0.4444611371E+00
    0.3100000000E+06    0.6797395670E+00    0.4445482457E+00
    0.3300000000E+06    0.6797610266E+00    0.4446248155E+00
    0.3500000000E+06    0.6797800481E+00    0.4446926489E+00
    0.3700000000E+06    0.6797970266E+00    0.4447531592E+00
    0.3900000000E+06    0.6798122763E+00    0.4448074707E+00
    0.4100000000E+06    0.6798260497E+00    0.4448564887E+00
    0.4300000000E+06    0.6798385528E+00    0.4449009504E+00
    0.4500000000E+06    0.6798499547E+00    0.4449414621E+00
    0.4700000000E+06    0.6798603958E+00    0.4449785274E+00
    0.4900000000E+06    0.6798699935E+00    0.4450125676E+00
    0.1000000000E+06    0.6789991690E+00    0.4419097623E+00
    0.3000000000E+06    0.6797277707E+00    0.4445061401E+00
    0.5000000000E+06    0.6798745077E+00    0.4450285665E+00
    0.7000000000E+06    0.6799380107E+00    0.4452525070E+00
    0.9000000000E+06    0.6799736970E+00    0.4453767948E+00
    0.1100000000E+07    0.6799966987E+00    0.4454557642E+00
    0.1300000000E+07    0.6800128453E+00    0.4455103305E+00
    0.1500000000E+07    0.6800248626E+00    0.4455502583E+00
    0.1700000000E+07    0.6800341963E+00    0.4455807176E+00
    0.1900000000E+07    0.6800416855E+00    0.4456047017E+00
    0.2100000000E+07    0.6800478508E+00    0.4456240633E+00
    0.2300000000E+07    0.6800530327E+00    0.4456400105E+00
    0.2500000000E+07    0.6800574631E+00    0.4456533647E+00
    0.2700000000E+07    0.6800613061E+00    0.4456647036E+00
    0.2900000000E+07    0.6800646803E+00    0.4456744454E+00
    0.3100000000E+07    0.6800676745E+00    0.4456829005E+00
    0.3300000000E+07    0.6800703558E+00    0.4456903036E+00
    0.3500000000E+07    0.6800727762E+00    0.4456968360E+00
    0.3700000000E+07    0.6800749768E+00    0.4457026395E+00
    0.3900000000E+07    0.6800769902E+00    0.4457078270E+00
    0.4100000000E+07    0.6800788427E+00    0.4457124890E+00
    0.4300000000E+07    0.6800805559E+00    0.4457166995E+00
    0.4500000000E+07    0.6800821475E+00    0.4457205189E+00
    0.4700000000E+07    0.6800836323E+00    0.4457239978E+00
    0.4900000000E+07    0.6800850228E+00    0.4457271780E+00
    0.1000000000E+07    0.6799863100E+00    0.4454202452E+00
    0.3000000000E+07    0.6800662203E+00    0.4456788177E+00
    0.5000000000E+07    0.6800856860E+00    0.4457286674E+00
    0.7000000000E+07    0.6800958685E+00    0.4457490305E+00
    0.9000000000E+07    0.6801027095E+00    0.4457596976E+00
    0.1100000000E+08    0.6801079056E+00    0.4457660259E+00
    0.1300000000E+08    0.6801121411E+00    0.4457700585E+00
    0.1500000000E+08    0.6801157518E+00    0.4457727402E+00
    0.1700000000E+08    0.6801189245E+00    0.4457745661E+00
    0.1900000000E+08    0.6801217731E+00    0.4457758197E+00
    0.2100000000E+08    0.6801243717E+00    0.4457766747E+00
    0.2300000000E+08    0.6801267714E+00    0.4457772428E+00
    0.2500000000E+08    0.6801290086E+00    0.4457775991E+00
    0.2700000000E+08    0.6801311102E+00    0.4457777955E+00
    0.2900000000E+08    0.6801330968E+00    0.4457778693E+00
    0.3100000000E+08    0.6801349844E+00    0.4457778477E+00
    0.3300000000E+08    0.6801367856E+00    0.4457777508E+00
    0.3500000000E+08    0.6801385108E+00    0.4457775940E+00
