     Pressure (Pa)     3mC6-400 (mol/kg)     33mC5-400 (mol/kg)     23mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.5194296912E-02    0.1282030890E-03    0.9352428404E-04    0.1180121591E-01
    0.3000000000E+01    0.1483918147E-01    0.3698060916E-03    0.2804213202E-03    0.3372210186E-01
    0.5000000000E+01    0.2360526671E-01    0.5940928686E-03    0.4671166459E-03    0.5365560894E-01
    0.7000000000E+01    0.3160730961E-01    0.8035084907E-03    0.6536106585E-03    0.7186084353E-01
    0.9000000000E+01    0.3894092438E-01    0.1000072649E-02    0.8399037542E-03    0.8855372455E-01
    0.1100000000E+02    0.4568641374E-01    0.1185466804E-02    0.1025996328E-02    0.1039156229E+00
    0.1300000000E+02    0.5191171555E-01    0.1361100921E-02    0.1211888774E-02    0.1181000068E+00
    0.1500000000E+02    0.5767469417E-01    0.1528165138E-02    0.1397581484E-02    0.1312376097E+00
    0.1700000000E+02    0.6302494063E-01    0.1687670183E-02    0.1583074851E-02    0.1434404908E+00
    0.1900000000E+02    0.6800520001E-01    0.1840479260E-02    0.1768369264E-02    0.1548052554E+00
    0.2100000000E+02    0.7265251325E-01    0.1987333456E-02    0.1953465114E-02    0.1654156301E+00
    0.2300000000E+02    0.7699913780E-01    0.2128872111E-02    0.2138362789E-02    0.1753445410E+00
    0.2500000000E+02    0.8107329559E-01    0.2265649301E-02    0.2323062675E-02    0.1846558008E+00
    0.2700000000E+02    0.8489978485E-01    0.2398147248E-02    0.2507565160E-02    0.1934054898E+00
    0.2900000000E+02    0.8850048395E-01    0.2526787309E-02    0.2691870629E-02    0.2016430933E+00
    0.3100000000E+02    0.9189476885E-01    0.2651939036E-02    0.2875979465E-02    0.2094124430E+00
    0.3300000000E+02    0.9509986084E-01    0.2773927684E-02    0.3059892052E-02    0.2167525030E+00
    0.3500000000E+02    0.9813111792E-01    0.2893040472E-02    0.3243608771E-02    0.2236980270E+00
    0.3700000000E+02    0.1010022802E+00    0.3009531821E-02    0.3427130005E-02    0.2302801124E+00
    0.3900000000E+02    0.1037256772E+00    0.3123627767E-02    0.3610456132E-02    0.2365266688E+00
    0.4100000000E+02    0.1063124049E+00    0.3235529691E-02    0.3793587533E-02    0.2424628169E+00
    0.4300000000E+02    0.1087724754E+00    0.3345417484E-02    0.3976524584E-02    0.2481112279E+00
    0.4500000000E+02    0.1111149468E+00    0.3453452245E-02    0.4159267662E-02    0.2534924156E+00
